"State","District","Crop","Season","Yield-2015-16","Yield-2016-17","Yield-2017-18"
"Odisha","Jagatsinghapur","Total Food Grains","Total","1728.00","2215.00","1502.00"
"Odisha","Jajapur","Rice","Kharif","1125.00","1321.00","692.00"
"Odisha","Jajapur","Rice","Rabi","1247.00","2775.00","1469.00"
"Odisha","Jajapur","Rice","Summer","2000.00","2860.00","2881.00"
"Odisha","Jajapur","Rice","Total","1236.00","2579.00","1376.00"
"Odisha","Jajapur","Maize","Kharif","941.00","860.00",""
"Odisha","Jajapur","Maize","Total","941.00","860.00",""
"Odisha","Jajapur","Nutri/Coarse Cereals","Kharif","941.00","860.00",""
"Odisha","Jajapur","Nutri/Coarse Cereals","Total","941.00","860.00",""
"Odisha","Jajapur","Cereals","Kharif","1125.00","1321.00","692.00"
"Odisha","Jajapur","Cereals","Rabi","1247.00","2775.00","1469.00"
"Odisha","Jajapur","Cereals","Summer","2000.00","2860.00","2881.00"
"Odisha","Jajapur","Cereals","Total","1236.00","2579.00","1376.00"
"Odisha","Jajapur","Urad","Rabi","321.00","516.00","355.00"
"Odisha","Jajapur","Urad","Summer","163.00","406.00","100.00"
"Odisha","Jajapur","Urad","Total","321.00","516.00","355.00"
"Odisha","Jajapur","Moong","Rabi","","460.00",""
"Odisha","Jajapur","Moong","Summer","230.00","411.00","397.00"
"Odisha","Jajapur","Moong","Total","230.00","411.00","397.00"
"Odisha","Jajapur","Other Pulses","Rabi","334.00","497.00","323.00"
"Odisha","Jajapur","Other Pulses","Total","334.00","497.00","323.00"
"Odisha","Jajapur","Total Pulses","Total","257.00","445.00","382.00"
"Odisha","Jajapur","Total Food Grains","Kharif","1125.00","1321.00","692.00"
"Odisha","Jajapur","Total Food Grains","Rabi","1206.00","2607.00","1415.00"
"Odisha","Jajapur","Total Food Grains","Summer","384.00","584.00","679.00"
"Odisha","Jajapur","Total Food Grains","Total","1120.00","2208.00","1258.00"
"Odisha","Jharsuguda","Rice","Kharif","611.00","1568.00","1294.00"
"Odisha","Jharsuguda","Rice","Rabi","1143.00","2437.00","1829.00"
"Odisha","Jharsuguda","Rice","Summer","","2302.00","2373.00"
"Odisha","Jharsuguda","Rice","Total","935.00","2083.00","1596.00"
"Odisha","Jharsuguda","Maize","Kharif","3607.00","3118.00","2782.00"
"Odisha","Jharsuguda","Maize","Rabi","","2133.00","3200.00"
"Odisha","Jharsuguda","Maize","Summer","3000.00","","7050.00"
"Odisha","Jharsuguda","Maize","Total","3567.00","3036.00","2850.00"
"Odisha","Jharsuguda","Ragi","Kharif","","","167.00"
"Odisha","Jharsuguda","Ragi","Summer","","","100.00"
"Odisha","Jharsuguda","Ragi","Total","","","162.00"
"Odisha","Jharsuguda","Shree Anna /Nutri Cereals","Kharif","","","167.00"
"Odisha","Jharsuguda","Shree Anna /Nutri Cereals","Summer","","","100.00"
"Odisha","Jharsuguda","Shree Anna /Nutri Cereals","Total","","","162.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Kharif","3607.00","3118.00","2561.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Rabi","","2133.00","3200.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Summer","3000.00","","4733.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Total","3567.00","3036.00","2610.00"
"Odisha","Jharsuguda","Cereals","Kharif","613.00","1570.00","1302.00"
"Odisha","Jharsuguda","Cereals","Rabi","1143.00","2437.00","1829.00"
"Odisha","Jharsuguda","Cereals","Summer","3000.00","2302.00","2385.00"
"Odisha","Jharsuguda","Cereals","Total","936.00","2084.00","1599.00"
"Odisha","Jharsuguda","Urad","Kharif","180.00","414.00","805.00"
"Odisha","Jharsuguda","Urad","Rabi","","400.00","400.00"
"Odisha","Jharsuguda","Urad","Summer","","","405.00"
"Odisha","Jharsuguda","Urad","Total","180.00","411.00","706.00"
"Odisha","Jharsuguda","Moong","Kharif","","614.00","608.00"
"Odisha","Jharsuguda","Moong","Rabi","360.00","680.00","548.00"
"Odisha","Jharsuguda","Moong","Summer","353.00","594.00","496.00"
"Odisha","Jharsuguda","Moong","Total","354.00","609.00","526.00"
"Odisha","Jharsuguda","Other Pulses","Rabi","320.00","432.00","357.00"
"Odisha","Jharsuguda","Other Pulses","Total","320.00","432.00","357.00"
"Odisha","Jharsuguda","Total Pulses","Total","334.00","545.00","500.00"
"Odisha","Jharsuguda","Total Food Grains","Kharif","613.00","1564.00","1298.00"
"Odisha","Jharsuguda","Total Food Grains","Rabi","1140.00","2426.00","1815.00"
"Odisha","Jharsuguda","Total Food Grains","Summer","378.00","1991.00","1757.00"
"Odisha","Jharsuguda","Total Food Grains","Total","933.00","2071.00","1583.00"
"Odisha","Kalahandi","Rice","Kharif","707.00","1448.00","1521.00"
"Odisha","Kalahandi","Rice","Rabi","1070.00","2649.00","2207.00"
"Odisha","Kalahandi","Rice","Summer","2563.00","2627.00","2867.00"
"Odisha","Kalahandi","Rice","Total","1116.00","2380.00","2151.00"
"Odisha","Kalahandi","Wheat","Summer","100.00","500.00","2600.00"
"Odisha","Kalahandi","Wheat","Total","100.00","500.00","2600.00"
"Odisha","Kalahandi","Maize","Kharif","987.00","1194.00","1394.00"
"Odisha","Kalahandi","Maize","Rabi","1425.00","983.00","1171.00"
"Odisha","Kalahandi","Maize","Summer","1319.00","","1900.00"
"Odisha","Kalahandi","Maize","Total","996.00","1173.00","1377.00"
"Odisha","Kalahandi","Ragi","Kharif","309.00","496.00","575.00"
"Odisha","Kalahandi","Ragi","Rabi","366.00","557.00","519.00"
"Odisha","Kalahandi","Ragi","Total","348.00","513.00","541.00"
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Kharif","309.00","496.00","575.00"
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Rabi","366.00","557.00","519.00"
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Total","348.00","513.00","541.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Kharif","847.00","961.00","1175.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Rabi","372.00","708.00","608.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Summer","1319.00","","1900.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Total","706.00","918.00","997.00"
"Odisha","Kalahandi","Cereals","Kharif","712.00","1411.00","1508.00"
"Odisha","Kalahandi","Cereals","Rabi","1067.00","2637.00","2197.00"
"Odisha","Kalahandi","Cereals","Summer","2560.00","2627.00","2867.00"
"Odisha","Kalahandi","Cereals","Total","1111.00","2349.00","2137.00"
"Odisha","Kalahandi","Urad","Kharif","","533.00",""
"Odisha","Kalahandi","Urad","Rabi","172.00","460.00","391.00"
"Odisha","Kalahandi","Urad","Summer","562.00","333.00","381.00"
"Odisha","Kalahandi","Urad","Total","184.00","466.00","390.00"
"Odisha","Kalahandi","Moong","Kharif","","574.00",""
"Odisha","Kalahandi","Moong","Rabi","280.00","407.00","555.00"
"Odisha","Kalahandi","Moong","Summer","270.00","399.00","382.00"
"Odisha","Kalahandi","Moong","Total","272.00","410.00","459.00"
"Odisha","Kalahandi","Other Pulses","Rabi","170.00","416.00","367.00"
"Odisha","Kalahandi","Other Pulses","Total","170.00","416.00","367.00"
"Odisha","Kalahandi","Total Pulses","Total","243.00","419.00","424.00"
"Odisha","Kalahandi","Total Food Grains","Kharif","712.00","1397.00","1508.00"
"Odisha","Kalahandi","Total Food Grains","Rabi","1020.00","2437.00","2097.00"
"Odisha","Kalahandi","Total Food Grains","Summer","1675.00","2221.00","2588.00"
"Odisha","Kalahandi","Total Food Grains","Total","1039.00","2179.00","2045.00"
"Odisha","Kandhamal","Rice","Kharif","500.00","1285.00","1168.00"
"Odisha","Kandhamal","Rice","Rabi","923.00","1865.00","1599.00"
"Odisha","Kandhamal","Rice","Summer","","2361.00","2167.00"
"Odisha","Kandhamal","Rice","Total","867.00","1793.00","1561.00"
"Odisha","Kandhamal","Maize","Kharif","1071.00","1169.00","1198.00"
"Odisha","Kandhamal","Maize","Summer","2100.00","",""
"Odisha","Kandhamal","Maize","Total","1072.00","1169.00","1198.00"
"Odisha","Kandhamal","Ragi","Kharif","373.00","",""
"Odisha","Kandhamal","Ragi","Rabi","100.00","564.00","250.00"
"Odisha","Kandhamal","Ragi","Summer","","550.00",""
"Odisha","Kandhamal","Ragi","Total","354.00","562.00","250.00"
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Kharif","373.00","",""
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Rabi","100.00","564.00","250.00"
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Summer","","550.00",""
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Total","354.00","562.00","250.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Kharif","1058.00","1169.00","1198.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Rabi","100.00","564.00","250.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Summer","2100.00","550.00",""
"Odisha","Kandhamal","Nutri/Coarse Cereals","Total","1057.00","1163.00","1196.00"
"Odisha","Kandhamal","Cereals","Kharif","637.00","1262.00","1176.00"
"Odisha","Kandhamal","Cereals","Rabi","923.00","1865.00","1599.00"
"Odisha","Kandhamal","Cereals","Summer","2100.00","2351.00","2167.00"
"Odisha","Kandhamal","Cereals","Total","875.00","1773.00","1550.00"
"Odisha","Kandhamal","Urad","Kharif","125.00","",""
"Odisha","Kandhamal","Urad","Rabi","96.00","264.00","259.00"
"Odisha","Kandhamal","Urad","Total","108.00","264.00","259.00"
"Odisha","Kandhamal","Moong","Kharif","","1450.00",""
"Odisha","Kandhamal","Moong","Rabi","103.00","189.00","233.00"
"Odisha","Kandhamal","Moong","Summer","200.00","",""
"Odisha","Kandhamal","Moong","Total","106.00","241.00","233.00"
"Odisha","Kandhamal","Other Pulses","Rabi","147.00","227.00","318.00"
"Odisha","Kandhamal","Other Pulses","Total","147.00","227.00","318.00"
"Odisha","Kandhamal","Total Pulses","Total","140.00","236.00","307.00"
"Odisha","Kandhamal","Total Food Grains","Kharif","634.00","1262.00","1176.00"
"Odisha","Kandhamal","Total Food Grains","Rabi","899.00","1826.00","1563.00"
"Odisha","Kandhamal","Total Food Grains","Summer","833.00","2351.00","2167.00"
"Odisha","Kandhamal","Total Food Grains","Total","855.00","1742.00","1519.00"
"Odisha","Kendrapara","Rice","Kharif","2000.00","2045.00","1809.00"
"Odisha","Kendrapara","Rice","Rabi","1836.00","2598.00","1374.00"
"Odisha","Kendrapara","Rice","Summer","2000.00","3429.00","1857.00"
"Odisha","Kendrapara","Rice","Total","1842.00","2598.00","1380.00"
"Odisha","Kendrapara","Cereals","Kharif","2000.00","2045.00","1809.00"
"Odisha","Kendrapara","Cereals","Rabi","1836.00","2598.00","1374.00"
"Odisha","Kendrapara","Cereals","Summer","2000.00","3429.00","1857.00"
"Odisha","Kendrapara","Cereals","Total","1842.00","2598.00","1380.00"
"Odisha","Kendrapara","Urad","Rabi","523.00","589.00","319.00"
"Odisha","Kendrapara","Urad","Summer","288.00","292.00","457.00"
"Odisha","Kendrapara","Urad","Total","494.00","578.00","345.00"
"Odisha","Kendrapara","Moong","Summer","374.00","488.00","431.00"
"Odisha","Kendrapara","Moong","Total","374.00","488.00","431.00"
"Odisha","Kendrapara","Other Pulses","Rabi","418.00","403.00","409.00"
"Odisha","Kendrapara","Other Pulses","Summer","","","680.00"
"Odisha","Kendrapara","Other Pulses","Total","418.00","403.00","446.00"
"Odisha","Kendrapara","Total Pulses","Total","404.00","517.00","417.00"
"Odisha","Kendrapara","Total Food Grains","Kharif","2000.00","2045.00","1809.00"
"Odisha","Kendrapara","Total Food Grains","Rabi","1766.00","2510.00","1346.00"
"Odisha","Kendrapara","Total Food Grains","Summer","504.00","586.00","437.00"
"Odisha","Kendrapara","Total Food Grains","Total","1562.00","2343.00","1221.00"
"Odisha","Kendujhar","Rice","Kharif","720.00","1442.00","1597.00"
"Odisha","Kendujhar","Rice","Rabi","1178.00","2275.00","2174.00"
"Odisha","Kendujhar","Rice","Summer","4000.00","2634.00","2609.00"
"Odisha","Kendujhar","Rice","Total","1131.00","2190.00","2097.00"
"Odisha","Kendujhar","Wheat","Summer","1593.00","","2292.00"
"Odisha","Kendujhar","Wheat","Total","1593.00","","2292.00"
"Odisha","Kendujhar","Maize","Kharif","1658.00","1692.00","1721.00"
"Odisha","Kendujhar","Maize","Summer","","","3133.00"
"Odisha","Kendujhar","Maize","Total","1658.00","1692.00","1723.00"
"Odisha","Kendujhar","Ragi","Rabi","","325.00",""
"Odisha","Kendujhar","Ragi","Total","","325.00",""
"Odisha","Kendujhar","Shree Anna /Nutri Cereals","Rabi","","325.00",""
"Odisha","Kendujhar","Shree Anna /Nutri Cereals","Total","","325.00",""
"Odisha","Kendujhar","Nutri/Coarse Cereals","Kharif","1658.00","1692.00","1721.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Rabi","","325.00",""
"Odisha","Kendujhar","Nutri/Coarse Cereals","Summer","","","3133.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Total","1658.00","1684.00","1723.00"
"Odisha","Kendujhar","Cereals","Kharif","764.00","1457.00","1606.00"
"Odisha","Kendujhar","Cereals","Rabi","1178.00","2275.00","2174.00"
"Odisha","Kendujhar","Cereals","Summer","3836.00","2634.00","2602.00"
"Odisha","Kendujhar","Cereals","Total","1135.00","2186.00","2093.00"
"Odisha","Kendujhar","Urad","Kharif","252.00","419.00","299.00"
"Odisha","Kendujhar","Urad","Rabi","272.00","577.00","394.00"
"Odisha","Kendujhar","Urad","Summer","386.00","451.00","497.00"
"Odisha","Kendujhar","Urad","Total","262.00","465.00","336.00"
"Odisha","Kendujhar","Moong","Kharif","","200.00",""
"Odisha","Kendujhar","Moong","Rabi","325.00","407.00","500.00"
"Odisha","Kendujhar","Moong","Summer","338.00","542.00","453.00"
"Odisha","Kendujhar","Moong","Total","337.00","471.00","457.00"
"Odisha","Kendujhar","Other Pulses","Rabi","238.00","488.00","439.00"
"Odisha","Kendujhar","Other Pulses","Summer","","333.00","373.00"
"Odisha","Kendujhar","Other Pulses","Total","238.00","488.00","427.00"
"Odisha","Kendujhar","Total Pulses","Total","285.00","475.00","405.00"
"Odisha","Kendujhar","Total Food Grains","Kharif","757.00","1403.00","1579.00"
"Odisha","Kendujhar","Total Food Grains","Rabi","1172.00","2247.00","2158.00"
"Odisha","Kendujhar","Total Food Grains","Summer","2262.00","1923.00","1656.00"
"Odisha","Kendujhar","Total Food Grains","Total","1124.00","2149.00","2069.00"
"Odisha","Khordha","Rice","Kharif","","1000.00","1000.00"
"Odisha","Khordha","Rice","Rabi","1408.00","2631.00","1615.00"
"Odisha","Khordha","Rice","Summer","4000.00","2750.00","3143.00"
"Odisha","Khordha","Rice","Total","1434.00","2632.00","1622.00"
"Odisha","Khordha","Maize","Kharif","3264.00","2471.00","1300.00"
"Odisha","Khordha","Maize","Summer","1967.00","",""
"Odisha","Khordha","Maize","Total","2806.00","2471.00","1300.00"
"Odisha","Khordha","Ragi","Kharif","700.00","720.00",""
"Odisha","Khordha","Ragi","Rabi","620.00","800.00","400.00"
"Odisha","Khordha","Ragi","Summer","900.00","500.00",""
"Odisha","Khordha","Ragi","Total","671.00","656.00","400.00"
"Odisha","Khordha","Shree Anna /Nutri Cereals","Kharif","700.00","720.00",""
"Odisha","Khordha","Shree Anna /Nutri Cereals","Rabi","620.00","800.00","400.00"
"Odisha","Khordha","Shree Anna /Nutri Cereals","Summer","900.00","500.00",""
"Odisha","Khordha","Shree Anna /Nutri Cereals","Total","671.00","656.00","400.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Kharif","3050.00","2011.00","1300.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Rabi","620.00","800.00","400.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Summer","1814.00","500.00",""
"Odisha","Khordha","Nutri/Coarse Cereals","Total","2183.00","1761.00","850.00"
"Odisha","Khordha","Cereals","Kharif","3050.00","1662.00","1027.00"
"Odisha","Khordha","Cereals","Rabi","1408.00","2631.00","1615.00"
"Odisha","Khordha","Cereals","Summer","3985.00","2726.00","3143.00"
"Odisha","Khordha","Cereals","Total","1435.00","2631.00","1622.00"
"Odisha","Khordha","Urad","Rabi","297.00","372.00","275.00"
"Odisha","Khordha","Urad","Summer","238.00","489.00","407.00"
"Odisha","Khordha","Urad","Total","286.00","425.00","388.00"
"Odisha","Khordha","Moong","Rabi","261.00","",""
"Odisha","Khordha","Moong","Summer","214.00","425.00","426.00"
"Odisha","Khordha","Moong","Total","217.00","425.00","426.00"
"Odisha","Khordha","Other Pulses","Rabi","403.00","370.00","266.00"
"Odisha","Khordha","Other Pulses","Summer","173.00","",""
"Odisha","Khordha","Other Pulses","Total","344.00","370.00","266.00"
"Odisha","Khordha","Total Pulses","Total","225.00","425.00","420.00"
"Odisha","Khordha","Total Food Grains","Kharif","3050.00","1662.00","1027.00"
"Odisha","Khordha","Total Food Grains","Rabi","1380.00","2605.00","1611.00"
"Odisha","Khordha","Total Food Grains","Summer","438.00","459.00","542.00"
"Odisha","Khordha","Total Food Grains","Total","1244.00","2223.00","1500.00"
"Odisha","Koraput","Rice","Kharif","1000.00","1364.00","1519.00"
"Odisha","Koraput","Rice","Rabi","1940.00","2592.00","2300.00"
"Odisha","Koraput","Rice","Summer","2560.00","2845.00","2798.00"
"Odisha","Koraput","Rice","Total","1967.00","2530.00","2318.00"
"Odisha","Koraput","Maize","Kharif","2116.00","2173.00","2387.00"
"Odisha","Koraput","Maize","Rabi","","640.00",""
"Odisha","Koraput","Maize","Summer","2165.00","2255.00","2369.00"
"Odisha","Koraput","Maize","Total","2122.00","2130.00","2385.00"
"Odisha","Koraput","Ragi","Kharif","628.00","680.00","792.00"
"Odisha","Koraput","Ragi","Rabi","698.00","767.00","826.00"
"Odisha","Koraput","Ragi","Summer","726.00","539.00","703.00"
"Odisha","Koraput","Ragi","Total","683.00","747.00","817.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Kharif","628.00","680.00","792.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Rabi","698.00","767.00","826.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Summer","726.00","539.00","703.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Total","683.00","747.00","817.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Kharif","1115.00","1357.00","1401.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Rabi","698.00","766.00","826.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Summer","2092.00","1900.00","2039.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Total","841.00","980.00","1037.00"
"Odisha","Koraput","Cereals","Kharif","1046.00","1361.00","1463.00"
"Odisha","Koraput","Cereals","Rabi","1694.00","2270.00","2022.00"
"Odisha","Koraput","Cereals","Summer","2552.00","2839.00","2786.00"
"Odisha","Koraput","Cereals","Total","1744.00","2239.00","2057.00"
"Odisha","Koraput","Urad","Rabi","267.00","334.00","398.00"
"Odisha","Koraput","Urad","Summer","","345.00","428.00"
"Odisha","Koraput","Urad","Total","267.00","334.00","399.00"
"Odisha","Koraput","Moong","Rabi","","552.00","353.00"
"Odisha","Koraput","Moong","Summer","481.00","318.00","475.00"
"Odisha","Koraput","Moong","Total","481.00","353.00","470.00"
"Odisha","Koraput","Other Pulses","Rabi","297.00","428.00","447.00"
"Odisha","Koraput","Other Pulses","Total","297.00","428.00","447.00"
"Odisha","Koraput","Total Pulses","Total","293.00","383.00","434.00"
"Odisha","Koraput","Total Food Grains","Kharif","1046.00","1361.00","1463.00"
"Odisha","Koraput","Total Food Grains","Rabi","1654.00","2213.00","1971.00"
"Odisha","Koraput","Total Food Grains","Summer","2540.00","2801.00","2710.00"
"Odisha","Koraput","Total Food Grains","Total","1715.00","2195.00","2012.00"
"Odisha","Malkangiri","Rice","Kharif","900.00","919.00","963.00"
"Odisha","Malkangiri","Rice","Rabi","1395.00","2015.00","1826.00"
"Odisha","Malkangiri","Rice","Summer","2333.00","2000.00","1734.00"
"Odisha","Malkangiri","Rice","Total","1374.00","1946.00","1760.00"
"Odisha","Malkangiri","Maize","Kharif","1196.00","1077.00","1181.00"
"Odisha","Malkangiri","Maize","Rabi","1038.00","897.00",""
"Odisha","Malkangiri","Maize","Summer","1220.00","1600.00","2135.00"
"Odisha","Malkangiri","Maize","Total","1195.00","1064.00","1219.00"
"Odisha","Malkangiri","Ragi","Kharif","503.00","586.00","654.00"
"Odisha","Malkangiri","Ragi","Rabi","555.00","723.00","722.00"
"Odisha","Malkangiri","Ragi","Total","549.00","716.00","719.00"
"Odisha","Malkangiri","Shree Anna /Nutri Cereals","Kharif","503.00","586.00","654.00"
"Odisha","Malkangiri","Shree Anna /Nutri Cereals","Rabi","555.00","723.00","722.00"
"Odisha","Malkangiri","Shree Anna /Nutri Cereals","Total","549.00","716.00","719.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Kharif","900.00","901.00","1011.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Rabi","556.00","724.00","722.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Summer","1220.00","1600.00","2135.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Total","641.00","748.00","767.00"
"Odisha","Malkangiri","Cereals","Kharif","900.00","917.00","967.00"
"Odisha","Malkangiri","Cereals","Rabi","1365.00","1950.00","1780.00"
"Odisha","Malkangiri","Cereals","Summer","2328.00","1996.00","1737.00"
"Odisha","Malkangiri","Cereals","Total","1343.00","1881.00","1717.00"
"Odisha","Malkangiri","Urad","Rabi","195.00","274.00","303.00"
"Odisha","Malkangiri","Urad","Summer","400.00","","250.00"
"Odisha","Malkangiri","Urad","Total","195.00","274.00","303.00"
"Odisha","Malkangiri","Moong","Rabi","235.00","322.00","256.00"
"Odisha","Malkangiri","Moong","Summer","237.00","858.00","390.00"
"Odisha","Malkangiri","Moong","Total","236.00","475.00","376.00"
"Odisha","Malkangiri","Other Pulses","Rabi","175.00","303.00","277.00"
"Odisha","Malkangiri","Other Pulses","Total","175.00","303.00","277.00"
"Odisha","Malkangiri","Total Pulses","Total","188.00","295.00","296.00"
"Odisha","Malkangiri","Total Food Grains","Kharif","900.00","917.00","967.00"
"Odisha","Malkangiri","Total Food Grains","Rabi","1338.00","1902.00","1727.00"
"Odisha","Malkangiri","Total Food Grains","Summer","2303.00","1794.00","1648.00"
"Odisha","Malkangiri","Total Food Grains","Total","1320.00","1838.00","1669.00"
"Odisha","Mayurbhanj","Rice","Kharif","892.00","1641.00","1670.00"
"Odisha","Mayurbhanj","Rice","Rabi","986.00","2398.00","2039.00"
"Odisha","Mayurbhanj","Rice","Summer","2000.00","2665.00","2426.00"
"Odisha","Mayurbhanj","Rice","Total","984.00","2358.00","2023.00"
"Odisha","Mayurbhanj","Wheat","Summer","1438.00","1100.00","1667.00"
"Odisha","Mayurbhanj","Wheat","Total","1438.00","1100.00","1667.00"
"Odisha","Mayurbhanj","Maize","Kharif","1625.00","1818.00","1804.00"
"Odisha","Mayurbhanj","Maize","Rabi","2403.00","","3400.00"
"Odisha","Mayurbhanj","Maize","Summer","2427.00","2416.00","2471.00"
"Odisha","Mayurbhanj","Maize","Total","1678.00","1839.00","1874.00"
"Odisha","Mayurbhanj","Ragi","Kharif","","","57.00"
"Odisha","Mayurbhanj","Ragi","Total","","","57.00"
"Odisha","Mayurbhanj","Shree Anna /Nutri Cereals","Kharif","","","57.00"
"Odisha","Mayurbhanj","Shree Anna /Nutri Cereals","Total","","","57.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Kharif","1625.00","1818.00","1778.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Rabi","2403.00","","3400.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Summer","2427.00","2416.00","2471.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Total","1678.00","1839.00","1849.00"
"Odisha","Mayurbhanj","Cereals","Kharif","905.00","1650.00","1672.00"
"Odisha","Mayurbhanj","Cereals","Rabi","986.00","2398.00","2039.00"
"Odisha","Mayurbhanj","Cereals","Summer","1991.00","2661.00","2424.00"
"Odisha","Mayurbhanj","Cereals","Total","986.00","2356.00","2023.00"
"Odisha","Mayurbhanj","Urad","Kharif","277.00","439.00","285.00"
"Odisha","Mayurbhanj","Urad","Rabi","385.00","536.00","713.00"
"Odisha","Mayurbhanj","Urad","Summer","499.00","632.00","583.00"
"Odisha","Mayurbhanj","Urad","Total","322.00","472.00","359.00"
"Odisha","Mayurbhanj","Moong","Kharif","","804.00","408.00"
"Odisha","Mayurbhanj","Moong","Rabi","315.00","549.00","495.00"
"Odisha","Mayurbhanj","Moong","Summer","504.00","661.00","660.00"
"Odisha","Mayurbhanj","Moong","Total","491.00","661.00","628.00"
"Odisha","Mayurbhanj","Other Pulses","Rabi","298.00","411.00","508.00"
"Odisha","Mayurbhanj","Other Pulses","Total","298.00","411.00","508.00"
"Odisha","Mayurbhanj","Total Pulses","Total","384.00","587.00","528.00"
"Odisha","Mayurbhanj","Total Food Grains","Kharif","896.00","1598.00","1638.00"
"Odisha","Mayurbhanj","Total Food Grains","Rabi","984.00","2395.00","2037.00"
"Odisha","Mayurbhanj","Total Food Grains","Summer","1659.00","1859.00","2130.00"
"Odisha","Mayurbhanj","Total Food Grains","Total","982.00","2338.00","2015.00"
"Odisha","Nabarangpur","Rice","Kharif","810.00","1978.00","2067.00"
"Odisha","Nabarangpur","Rice","Rabi","1328.00","2906.00","2627.00"
"Odisha","Nabarangpur","Rice","Summer","2000.00","2583.00","2232.00"
"Odisha","Nabarangpur","Rice","Total","1254.00","2657.00","2464.00"
"Odisha","Nabarangpur","Wheat","Summer","1305.00","",""
"Odisha","Nabarangpur","Wheat","Total","1305.00","",""
"Odisha","Nabarangpur","Maize","Kharif","2172.00","3620.00","3175.00"
"Odisha","Nabarangpur","Maize","Rabi","4200.00","",""
"Odisha","Nabarangpur","Maize","Summer","2822.00","3051.00","2834.00"
"Odisha","Nabarangpur","Maize","Total","2223.00","3587.00","3147.00"
"Odisha","Nabarangpur","Ragi","Kharif","333.00","396.00","362.00"
"Odisha","Nabarangpur","Ragi","Rabi","321.00","266.00",""
"Odisha","Nabarangpur","Ragi","Summer","483.00","380.00","331.00"
"Odisha","Nabarangpur","Ragi","Total","330.00","373.00","361.00"
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Kharif","333.00","396.00","362.00"
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Rabi","321.00","266.00",""
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Summer","483.00","380.00","331.00"
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Total","330.00","373.00","361.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Kharif","2048.00","3479.00","3125.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Rabi","325.00","266.00",""
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Summer","2777.00","3045.00","2815.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Total","2033.00","3428.00","3100.00"
"Odisha","Nabarangpur","Cereals","Kharif","1460.00","2725.00","2437.00"
"Odisha","Nabarangpur","Cereals","Rabi","1319.00","2897.00","2627.00"
"Odisha","Nabarangpur","Cereals","Summer","2499.00","2866.00","2583.00"
"Odisha","Nabarangpur","Cereals","Total","1378.00","2826.00","2555.00"
"Odisha","Nabarangpur","Urad","Kharif","700.00","",""
"Odisha","Nabarangpur","Urad","Rabi","391.00","683.00","533.00"
"Odisha","Nabarangpur","Urad","Summer","710.00","825.00","358.00"
"Odisha","Nabarangpur","Urad","Total","393.00","684.00","531.00"
