"Dist Code","Year","State Code","State Name","Dist Name","JANUARY WATER DEFICIT (Millimeters)","FEBRUARY WATER DEFICIT (Millimeters)","MARCH WATER DEFICIT (Millimeters)","APRIL WATER DEFICIT (Millimeters)","MAY WATER DEFICIT (Millimeters)","JUNE WATER DEFICIT (Millimeters)","JULY WATER DEFICIT (Millimeters)","AUGUST WATER DEFICIT (Millimeters)","OCTOBER WATER DEFICIT (Millimeters)","NOVEMBER WATER DEFICIT (Millimeters)","DECEMBER WATER DEFICIT (Millimeters)"
"701","1958","8","Orissa","Balasore","35.74","35.01","105.91","147.2","153.52","25.08","0.0","0.0","0.0","0.0","15.34"
"701","1959","8","Orissa","Balasore","28.73","51.6","112.64","98.62","54.29","0.0","0.0","0.0","0.0","0.0","31.04"
"701","1960","8","Orissa","Balasore","47.93","77.8","87.74","160.9","116.05","0.17","0.0","0.0","0.0","0.03","30.16"
"701","1961","8","Orissa","Balasore","26.37","19.24","118.7","149.87","48.5","0.0","0.0","0.0","0.0","0.0","31.98"
"701","1962","8","Orissa","Balasore","41.17","56.21","91.14","85.73","131.47","0.0","0.0","0.0","0.0","0.0","30.59"
"701","1963","8","Orissa","Balasore","49.02","77.7","118.2","94.5","43.17","0.0","0.0","0.0","0.0","0.0","26.61"
"701","1964","8","Orissa","Balasore","1.18","22.07","13.79","70.03","104.54","115.77","444.02","294.67","247.96","168.32","26.85"
"701","1965","8","Orissa","Balasore","7.61","24.07","40.03","42.74","43.13","192.63","300.01","351.81","336.25","148.5","0.28"
"701","1966","8","Orissa","Balasore","69.94","14.99","3.77","13.79","21.43","266.77","206.6","245.31","257.46","119.46","70.17"
"701","1967","8","Orissa","Balasore","53.87","0.76","58.87","74.83","33.59","210.44","301.12","319.21","335.24","91.19","0.75"
"701","1968","8","Orissa","Balasore","18.16","41.37","39.51","13.04","21.36","405.04","353.87","291.52","246.45","324.09","64.5"
"701","1969","8","Orissa","Balasore","39.95","64.22","101.68","127.78","96.69","14.57","0.0","0.0","0.0","3.02","16.29"
"701","1970","8","Orissa","Balasore","41.18","44.68","50.88","137.75","87.06","0.0","0.0","0.0","0.0","0.0","28.29"
"701","1971","8","Orissa","Balasore","31.92","35.36","121.99","50.14","42.84","0.0","0.0","0.0","0.0","0.0","23.93"
"701","1972","8","Orissa","Balasore","44.59","38.81","127.98","149.38","170.85","32.16","0.0","0.0","0.0","5.4","33.53"
"701","1973","8","Orissa","Balasore","53.97","79.3","72.81","157.08","27.99","2.4","0.0","0.0","0.0","0.0","19.94"
"701","1974","8","Orissa","Balasore","41.16","62.96","28.5","139.69","86.73","16.65","0.0","0.0","0.0","0.0","30.9"
"701","1975","8","Orissa","Balasore","45.04","54.24","115.49","158.07","129.51","0.0","0.0","0.0","0.0","0.0","18.14"
"701","1976","8","Orissa","Balasore","43.76","44.27","112.55","121.99","54.37","18.91","0.0","0.0","0.0","17.3","25.7"
"701","1977","8","Orissa","Balasore","49.64","50.63","150.85","107.16","21.11","0.0","0.0","0.0","0.0","4.7","14.04"
"701","1978","8","Orissa","Balasore","43.08","48.39","57.95","102.54","51.88","0.31","0.0","0.0","0.0","0.0","26.53"
"701","1979","8","Orissa","Balasore","30.75","40.97","115.87","90.2","146.28","2.33","0.0","0.0","0.0","3.17","34.06"
"701","1980","8","Orissa","Balasore","32.81","23.31","57.87","141.13","85.29","0.0","0.0","0.0","0.0","0.0","32.66"
"701","1981","8","Orissa","Balasore","39.09","30.26","43.34","39.78","0.0","2.38","0.0","0.0","0.0","33.97","45.0"
"701","1982","8","Orissa","Balasore","53.19","34.5","54.14","114.56","139.04","0.0","0.55","0.0","0.0","30.83","25.24"
"701","1983","8","Orissa","Balasore","45.18","10.25","80.55","100.71","25.88","0.0","0.0","0.0","0.0","0.0","35.37"
"701","1984","8","Orissa","Balasore","29.56","58.69","133.9","129.31","114.89","0.0","0.0","0.0","0.0","3.94","33.85"
"701","1985","8","Orissa","Balasore","39.3","47.69","133.51","141.3","109.1","0.0","0.0","0.0","0.0","0.0","32.21"
"701","1986","8","Orissa","Balasore","30.4","55.67","128.02","98.83","52.09","0.0","0.0","0.0","0.0","0.0","0.0"
"701","1987","8","Orissa","Balasore","38.54","54.99","103.33","100.84","99.87","12.53","0.0","0.0","0.0","0.72","21.02"
"701","1988","8","Orissa","Balasore","45.34","44.99","87.06","114.72","63.55","0.0","0.0","0.0","0.0","1.47","12.23"
"701","1989","8","Orissa","Balasore","42.46","64.51","118.97","160.37","11.75","0.0","0.0","0.0","0.0","0.0","31.72"
"701","1990","8","Orissa","Balasore","49.28","28.61","32.95","88.25","13.69","0.0","0.0","0.0","0.0","0.0","20.46"
"701","1991","8","Orissa","Balasore","13.41","51.62","87.64","128.65","146.93","0.0","0.0","0.0","0.0","0.0","17.63"
"701","1992","8","Orissa","Balasore","31.81","23.42","107.72","146.4","0.44","0.0","0.0","0.0","0.0","0.25","33.69"
"701","1993","8","Orissa","Balasore","42.2","63.39","88.41","65.06","87.85","0.0","0.0","0.0","0.0","0.0","24.52"
"701","1994","8","Orissa","Balasore","44.68","32.14","125.97","86.26","111.34","0.0","0.0","0.0","0.0","0.12","30.41"
"701","1995","8","Orissa","Balasore","36.87","43.82","100.3","154.92","82.23","7.57","0.0","0.0","0.0","0.0","0.0"
"701","1996","8","Orissa","Balasore","31.83","53.35","122.98","110.09","139.38","0.0","0.0","0.0","0.01","0.0","32.46"
"701","1997","8","Orissa","Balasore","23.69","51.9","69.19","30.74","97.46","0.1","0.0","0.0","0.0","19.31","31.79"
"701","1998","8","Orissa","Balasore","31.12","24.82","28.48","59.78","99.59","0.0","0.0","0.0","0.0","0.0","0.06"
"701","1999","8","Orissa","Balasore","41.45","60.99","120.41","167.11","0.29","0.0","0.0","0.0","0.0","0.0","25.87"
"701","2000","8","Orissa","Balasore","44.26","43.21","120.1","122.96","36.21","0.0","0.0","0.0","0.0","1.35","28.99"
"701","2001","8","Orissa","Balasore","50.3","72.69","67.4","137.49","24.92","0.0","0.0","0.0","0.0","0.0","18.89"
"701","2002","8","Orissa","Balasore","23.65","57.77","110.41","120.43","43.09","0.0","0.0","0.0","0.0","5.9","3.96"
"701","2003","8","Orissa","Balasore","41.44","48.9","67.91","130.18","98.27","0.0","0.0","0.0","0.0","0.0","19.22"
"701","2004","8","Orissa","Balasore","40.61","69.61","116.11","60.12","120.5","0.0","0.0","0.0","0.0","0.0","30.65"
"701","2005","8","Orissa","Balasore","34.52","69.61","64.65","86.42","71.15","0.0","0.0","0.0","0.0","0.0","31.99"
"701","2006","8","Orissa","Balasore","50.66","79.11","109.32","125.81","36.51","0.0","0.0","0.0","0.0","0.0","26.2"
"701","2007","8","Orissa","Balasore","46.2","13.41","91.93","116.38","40.52","0.0","0.0","0.0","0.0","1.44","27.43"
"701","2008","8","Orissa","Balasore","26.43","38.62","110.06","82.13","31.67","0.0","0.0","0.0","0.0","4.23","32.77"
"701","2009","8","Orissa","Balasore","48.36","72.99","110.87","163.16","23.25","38.83","0.0","0.0","0.0","4.26","11.29"
"701","2010","8","Orissa","Balasore","41.95","54.93","126.28","167.29","0.0","0.0","0.0","0.0","0.0","0.0","24.76"
"701","2011","8","Orissa","Balasore","43.24","40.43","110.04","94.21","21.34","0.0","0.0","0.0","0.0","25.06","36.04"
"701","2012","8","Orissa","Balasore","20.3","61.19","127.91","43.12","126.36","0.0","0.0","0.0","0.0","0.44","5.44"
"701","2013","8","Orissa","Balasore","34.73","46.37","103.52","88.98","58.4","0.0","0.0","0.0","0.0","0.0","31.96"
"701","2014","8","Orissa","Balasore","42.5","30.23","61.6","84.28","6.59","0.02","0.0","0.0","0.0","2.08","31.07"
"701","2015","8","Orissa","Balasore","38.82","44.32","76.28","24.98","105.33","0.0","0.0","0.0","0.0","4.89","23.43"
"702","1958","8","Orissa","Bolangir","43.73","61.9","119.01","160.33","220.84","76.58","0.0","0.0","0.0","0.28","28.88"
"702","1959","8","Orissa","Bolangir","40.03","59.52","128.99","156.23","211.21","0.0","0.0","0.0","0.0","8.01","33.97"
"702","1960","8","Orissa","Bolangir","47.38","68.73","108.24","170.89","201.12","0.0","0.0","0.0","0.0","18.08","37.01"
"702","1961","8","Orissa","Bolangir","44.64","42.64","116.64","173.74","193.48","0.0","0.0","0.0","0.0","6.79","31.53"
"702","1962","8","Orissa","Bolangir","44.02","56.18","110.14","142.49","204.13","24.77","0.0","0.0","0.0","12.91","34.47"
"702","1963","8","Orissa","Bolangir","48.59","67.83","121.91","128.41","197.31","2.68","0.0","0.0","0.0","0.04","33.83"
"702","1964","8","Orissa","Bolangir","0.5","22.74","4.04","24.24","20.22","145.14","386.65","471.98","306.56","59.56","3.54"
"702","1965","8","Orissa","Bolangir","9.11","2.74","26.22","18.69","13.73","103.2","492.82","271.46","241.0","25.42","0.23"
"702","1966","8","Orissa","Bolangir","59.36","4.94","2.22","11.37","24.71","195.52","360.44","276.39","239.44","31.79","21.74"
"702","1967","8","Orissa","Bolangir","21.21","0.0","85.16","21.97","4.22","235.75","436.42","318.75","226.82","13.59","0.16"
"702","1968","8","Orissa","Bolangir","22.37","20.0","31.44","27.44","8.73","240.27","427.41","132.28","339.16","94.99","9.69"
"702","1969","8","Orissa","Bolangir","50.08","71.15","129.02","188.82","169.67","49.86","0.0","0.0","0.0","30.15","35.82"
"702","1970","8","Orissa","Bolangir","50.13","66.36","76.08","173.77","192.48","0.0","0.0","0.0","0.0","30.49","39.78"
"702","1971","8","Orissa","Bolangir","51.48","55.04","124.07","144.54","155.4","0.0","0.0","0.0","0.0","12.84","35.23"
"702","1972","8","Orissa","Bolangir","48.19","55.48","131.23","168.11","226.36","55.14","0.0","0.0","0.0","24.88","34.53"
"702","1973","8","Orissa","Bolangir","56.77","77.45","122.58","189.95","215.3","48.32","0.0","0.0","0.0","0.01","33.02"
"702","1974","8","Orissa","Bolangir","46.52","66.06","100.58","180.75","210.12","0.17","0.0","0.0","0.0","1.64","32.25"
"702","1975","8","Orissa","Bolangir","46.73","59.83","116.36","188.21","216.04","0.0","0.0","0.0","0.0","0.04","32.05"
"702","1976","8","Orissa","Bolangir","45.61","65.03","122.45","151.47","197.13","72.19","0.0","0.0","0.0","36.39","35.08"
"702","1977","8","Orissa","Bolangir","53.79","77.95","145.06","156.91","176.51","0.0","0.0","0.0","0.0","27.61","28.88"
"702","1978","8","Orissa","Bolangir","38.7","51.11","96.06","138.65","204.08","0.0","0.0","0.0","0.0","25.72","36.54"
"702","1979","8","Orissa","Bolangir","48.24","48.51","128.92","163.48","195.13","0.0","0.0","0.0","0.0","29.03","38.42"
"702","1980","8","Orissa","Bolangir","50.55","70.7","136.19","180.13","226.55","0.0","0.0","0.0","0.0","30.07","40.95"
"702","1981","8","Orissa","Bolangir","46.1","72.78","102.2","168.92","181.14","9.81","0.0","0.0","0.0","34.92","41.18"
"702","1982","8","Orissa","Bolangir","52.79","68.33","117.54","157.78","199.0","1.65","0.0","0.0","0.0","20.81","35.85"
"702","1983","8","Orissa","Bolangir","52.99","52.2","130.22","179.19","188.74","0.0","0.0","0.0","0.0","20.04","38.84"
"702","1984","8","Orissa","Bolangir","46.92","57.97","134.62","175.32","211.54","0.0","0.0","0.0","0.0","31.46","40.12"
"702","1985","8","Orissa","Bolangir","40.45","66.52","140.48","187.67","211.5","0.0","0.0","0.0","0.0","0.0","33.82"
"702","1986","8","Orissa","Bolangir","32.94","51.32","118.63","160.7","192.57","0.0","0.0","0.0","0.0","28.2","26.87"
"702","1987","8","Orissa","Bolangir","48.63","67.16","117.81","179.18","183.89","71.69","0.0","0.0","0.02","25.26","35.66"
"702","1988","8","Orissa","Bolangir","53.88","70.05","129.0","158.09","191.93","11.99","0.0","0.0","0.0","29.44","39.59"
"702","1989","8","Orissa","Bolangir","53.72","76.22","104.09","186.9","182.37","0.0","0.0","0.0","0.0","36.35","41.26"
"702","1990","8","Orissa","Bolangir","56.61","37.62","78.34","165.35","170.73","0.0","0.0","0.0","0.0","3.69","34.31"
"702","1991","8","Orissa","Bolangir","34.29","66.14","107.04","168.26","210.14","0.0","0.0","0.0","0.0","23.46","29.54"
"702","1992","8","Orissa","Bolangir","44.31","63.39","135.6","178.9","175.77","22.53","0.0","0.0","0.0","25.6","36.17"
"702","1993","8","Orissa","Bolangir","53.62","71.94","121.97","162.99","205.21","0.54","0.0","0.0","0.0","14.17","36.22"
"702","1994","8","Orissa","Bolangir","52.36","63.77","139.91","167.72","202.44","8.64","0.0","0.0","0.0","19.51","37.54"
"702","1995","8","Orissa","Bolangir","32.55","68.66","92.8","179.19","193.0","59.5","0.0","0.0","0.0","4.33","34.46"
"702","1996","8","Orissa","Bolangir","45.38","68.6","133.72","170.36","231.92","0.1","0.0","0.0","0.28","26.17","39.72"
"702","1997","8","Orissa","Bolangir","40.25","69.98","114.31","137.6","204.31","67.19","0.0","0.0","0.0","35.6","34.38"
"702","1998","8","Orissa","Bolangir","48.48","50.49","102.36","146.98","196.93","4.5","0.0","0.0","0.0","0.5","25.13"
"702","1999","8","Orissa","Bolangir","44.01","62.87","122.77","182.32","166.91","0.0","0.0","0.0","0.0","21.66","37.75"
"702","2000","8","Orissa","Bolangir","53.16","53.25","132.74","177.22","199.07","0.0","0.0","0.0","0.26","36.2","41.82"
"702","2001","8","Orissa","Bolangir","55.17","81.48","120.92","164.96","185.59","0.0","0.0","0.0","0.0","19.3","32.9"
"702","2002","8","Orissa","Bolangir","27.54","63.8","117.96","165.22","201.66","1.24","0.0","0.0","0.0","31.11","38.34"
"702","2003","8","Orissa","Bolangir","51.69","63.42","93.08","180.35","222.62","36.24","0.0","0.0","0.0","0.0","32.51"
"702","2004","8","Orissa","Bolangir","23.76","58.63","109.57","148.99","202.68","0.02","0.0","0.0","0.0","11.97","34.31"
"702","2005","8","Orissa","Bolangir","38.51","58.63","107.67","159.32","189.65","25.76","0.0","0.0","0.0","0.4","31.48"
"702","2006","8","Orissa","Bolangir","46.02","66.14","77.14","137.25","164.59","10.26","0.0","0.0","0.0","37.26","33.13"
"702","2007","8","Orissa","Bolangir","54.12","51.14","127.69","174.8","193.58","0.0","0.0","0.0","0.0","23.59","36.48"
"702","2008","8","Orissa","Bolangir","42.25","54.12","113.11","158.41","188.96","0.0","0.0","0.0","0.0","37.67","41.09"
"702","2009","8","Orissa","Bolangir","56.95","79.34","130.69","181.88","174.96","91.31","0.0","0.0","0.0","25.21","36.17"
"702","2010","8","Orissa","Bolangir","41.08","66.98","126.8","180.44","181.4","0.72","0.0","0.0","0.0","11.5","29.45"
"702","2011","8","Orissa","Bolangir","44.31","54.7","120.6","136.9","165.35","9.48","0.0","0.0","0.0","37.52","40.87"
"702","2012","8","Orissa","Bolangir","36.6","73.31","133.35","143.03","203.79","33.57","0.0","0.0","0.0","32.6","32.3"
"702","2013","8","Orissa","Bolangir","53.08","68.29","130.15","140.12","208.95","0.0","0.0","0.0","0.0","0.0","32.17"
"702","2014","8","Orissa","Bolangir","42.25","54.53","73.12","137.18","159.43","48.79","0.0","0.0","0.0","23.32","37.4"
"702","2015","8","Orissa","Bolangir","45.97","63.96","83.46","127.5","183.37","0.0","0.0","0.0","0.0","36.06","39.72"
"703","1958","8","Orissa","Cuttack","30.6","34.0","92.43","143.76","171.63","21.85","0.0","0.0","0.0","0.0","1.35"
"703","1959","8","Orissa","Cuttack","33.65","51.27","120.02","105.91","87.94","0.0","0.0","0.0","0.0","0.0","30.72"
"703","1960","8","Orissa","Cuttack","48.28","74.99","92.45","151.27","131.1","0.0","0.0","0.0","0.0","0.04","31.29"
"703","1961","8","Orissa","Cuttack","27.29","17.03","122.75","150.49","68.16","0.0","0.0","0.0","0.0","0.0","30.73"
"703","1962","8","Orissa","Cuttack","44.15","57.73","78.06","88.96","150.66","0.0","0.0","0.02","0.0","0.0","29.97"
"703","1963","8","Orissa","Cuttack","47.98","76.48","115.1","91.67","49.95","0.0","0.0","0.0","0.0","0.0","28.96"
"703","1964","8","Orissa","Cuttack","0.68","23.74","6.41","44.15","88.61","110.43","503.63","367.66","264.82","110.53","12.28"
"703","1965","8","Orissa","Cuttack","11.47","12.7","32.2","38.74","27.28","89.92","423.39","290.48","248.11","126.08","0.2"
"703","1966","8","Orissa","Cuttack","85.62","21.13","1.02","12.74","11.84","221.66","315.22","222.76","270.36","116.96","120.86"
"703","1967","8","Orissa","Cuttack","56.54","0.07","63.03","62.95","11.31","218.29","411.97","308.54","282.62","41.97","1.77"
"703","1968","8","Orissa","Cuttack","27.12","44.21","40.65","10.53","9.8","310.68","372.8","159.4","291.25","445.34","83.22"
"703","1969","8","Orissa","Cuttack","43.25","66.71","119.15","161.0","102.63","30.52","0.0","0.0","0.0","7.29","5.87"
"703","1970","8","Orissa","Cuttack","43.05","43.27","46.3","134.03","74.37","0.0","0.0","0.0","1.57","0.02","29.71"
"703","1971","8","Orissa","Cuttack","47.38","33.42","125.39","82.61","63.87","0.0","0.0","0.0","0.0","0.0","30.46"
"703","1972","8","Orissa","Cuttack","48.28","52.13","141.33","148.12","181.09","43.42","0.0","0.0","0.0","2.05","30.65"
"703","1973","8","Orissa","Cuttack","56.02","89.96","84.76","166.83","90.75","64.97","0.0","0.0","0.0","0.0","22.99"
"703","1974","8","Orissa","Cuttack","42.58","66.35","54.5","163.89","137.08","15.42","0.0","0.0","0.0","0.0","25.07"
"703","1975","8","Orissa","Cuttack","48.56","60.0","117.03","156.31","158.01","0.0","0.0","0.0","0.0","0.0","16.28"
"703","1976","8","Orissa","Cuttack","43.76","61.99","119.36","127.17","108.66","48.15","0.0","0.0","0.0","11.09","9.12"
"703","1977","8","Orissa","Cuttack","47.62","66.63","151.91","121.56","55.76","0.0","0.0","0.0","0.0","2.97","1.95"
"703","1978","8","Orissa","Cuttack","38.89","47.29","68.85","110.47","101.68","19.14","0.0","0.0","0.0","0.0","27.14"
"703","1979","8","Orissa","Cuttack","42.25","36.76","125.05","88.86","145.73","20.17","0.0","0.0","0.0","7.34","33.13"
"703","1980","8","Orissa","Cuttack","38.79","48.94","107.89","145.84","126.69","0.0","0.0","0.0","0.0","0.14","32.31"
"703","1981","8","Orissa","Cuttack","45.41","58.55","69.73","105.65","25.69","3.47","0.0","0.0","0.0","30.96","43.8"
"703","1982","8","Orissa","Cuttack","57.99","40.76","68.8","140.73","140.81","0.0","0.0","0.0","0.0","16.27","21.98"
"703","1983","8","Orissa","Cuttack","51.6","5.1","101.07","117.11","77.97","0.03","0.0","0.0","0.0","0.0","34.66"
"703","1984","8","Orissa","Cuttack","47.53","60.26","138.63","144.06","160.1","0.0","0.0","0.0","0.0","11.74","35.77"
"703","1985","8","Orissa","Cuttack","46.04","45.5","147.69","155.82","138.28","0.0","0.0","0.0","0.0","0.0","32.78"
"703","1986","8","Orissa","Cuttack","29.73","53.01","126.39","110.62","88.72","0.0","0.0","0.0","0.0","0.0","0.0"
"703","1987","8","Orissa","Cuttack","37.78","55.41","111.17","130.62","107.83","65.68","0.0","0.0","0.72","0.46","8.25"
"703","1988","8","Orissa","Cuttack","42.75","53.9","110.91","118.35","90.55","1.54","0.0","0.0","0.0","2.38","29.49"
"703","1989","8","Orissa","Cuttack","49.65","82.28","122.14","170.64","18.52","0.0","0.0","0.0","0.0","16.61","36.45"
"703","1990","8","Orissa","Cuttack","57.13","38.89","50.9","101.42","61.78","0.0","0.0","0.0","0.0","0.0","23.69"
"703","1991","8","Orissa","Cuttack","14.9","63.81","109.8","142.03","164.96","0.18","0.0","0.0","0.0","0.38","1.77"
"703","1992","8","Orissa","Cuttack","33.07","39.03","118.43","147.85","6.32","0.0","0.0","0.0","0.0","0.0","33.01"
"703","1993","8","Orissa","Cuttack","51.87","80.81","125.06","85.12","127.48","0.0","0.0","0.0","0.0","0.4","26.95"
"703","1994","8","Orissa","Cuttack","51.55","44.32","149.24","106.54","150.16","0.0","0.0","0.0","0.0","0.03","31.36"
"703","1995","8","Orissa","Cuttack","37.21","61.51","106.83","161.26","102.58","53.4","0.0","0.0","0.0","0.0","0.28"
"703","1996","8","Orissa","Cuttack","29.32","56.82","135.11","126.39","159.23","0.0","0.0","0.0","15.44","2.34","35.65"
"703","1997","8","Orissa","Cuttack","30.59","73.15","92.97","39.25","144.93","0.49","0.0","0.0","0.0","24.73","30.0"
"703","1998","8","Orissa","Cuttack","44.1","41.42","57.35","70.63","129.72","0.0","0.0","0.0","0.0","0.0","1.33"
"703","1999","8","Orissa","Cuttack","39.87","60.11","127.88","173.65","6.87","0.0","0.0","0.0","0.0","0.0","24.89"
"703","2000","8","Orissa","Cuttack","47.78","52.53","132.21","156.67","89.41","0.0","0.0","0.15","10.53","19.64","36.99"
"703","2001","8","Orissa","Cuttack","56.49","90.18","97.55","147.88","64.5","0.0","0.0","0.0","0.0","0.0","10.3"
"703","2002","8","Orissa","Cuttack","20.82","53.6","108.29","146.22","55.62","0.0","0.0","0.0","0.0","8.17","18.56"
"703","2003","8","Orissa","Cuttack","44.4","48.41","84.41","154.15","154.79","0.0","0.0","0.0","0.0","0.0","25.07"
"703","2004","8","Orissa","Cuttack","38.67","73.42","131.66","70.78","121.39","4.51","0.0","0.0","0.0","0.0","30.56"
"703","2005","8","Orissa","Cuttack","40.91","73.42","91.39","113.58","89.66","0.54","0.0","0.0","0.0","0.0","30.21"
"703","2006","8","Orissa","Cuttack","48.47","76.73","100.12","123.1","55.86","0.0","0.0","0.0","0.0","4.5","27.17"
"703","2007","8","Orissa","Cuttack","49.17","14.92","115.08","125.53","84.88","0.0","0.0","0.0","0.0","4.12","25.61"
"703","2008","8","Orissa","Cuttack","29.64","35.41","115.73","96.3","44.02","0.0","0.0","0.0","0.0","24.7","37.96"
"703","2009","8","Orissa","Cuttack","59.48","89.46","136.79","167.91","73.98","48.85","0.0","0.0","0.0","0.44","20.63"
"703","2010","8","Orissa","Cuttack","40.58","61.58","138.53","180.76","2.68","0.0","0.0","0.0","0.0","0.0","14.41"
"703","2011","8","Orissa","Cuttack","38.95","31.68","114.2","101.27","19.76","0.0","0.0","0.0","0.0","27.28","38.48"
"703","2012","8","Orissa","Cuttack","31.88","76.42","134.27","62.52","150.15","0.0","0.0","0.0","0.0","13.31","0.22"
"703","2013","8","Orissa","Cuttack","38.15","50.82","118.73","87.88","101.4","0.0","0.0","0.0","0.0","0.0","31.75"
"703","2014","8","Orissa","Cuttack","46.36","41.8","57.82","65.83","4.38","24.26","0.0","0.0","0.0","0.09","30.49"
"703","2015","8","Orissa","Cuttack","37.02","54.05","92.03","29.45","113.34","18.93","0.0","0.0","0.0","12.09","15.45"
"704","1958","8","Orissa","Dhenkanal","29.73","32.43","86.97","148.1","182.07","33.72","0.0","0.0","0.0","0.0","7.36"
"704","1959","8","Orissa","Dhenkanal","33.28","51.23","114.69","106.2","105.27","0.0","0.0","0.0","0.0","0.0","30.11"
"704","1960","8","Orissa","Dhenkanal","45.11","67.13","89.06","153.31","143.79","0.0","0.0","0.0","0.0","0.92","30.73"
"704","1961","8","Orissa","Dhenkanal","23.93","15.12","110.97","152.86","85.16","0.0","0.0","0.0","0.0","0.0","30.05"
"704","1962","8","Orissa","Dhenkanal","40.94","53.95","73.34","90.11","160.0","0.0","0.0","0.0","0.0","0.0","29.67"
"704","1963","8","Orissa","Dhenkanal","45.13","68.29","107.75","94.5","67.11","0.0","0.0","0.0","0.0","0.0","29.0"
"704","1964","8","Orissa","Dhenkanal","0.6","24.69","6.61","47.92","81.45","110.44","486.98","336.57","254.58","94.89","12.37"
"704","1965","8","Orissa","Dhenkanal","11.38","13.97","32.7","42.53","25.97","88.86","406.48","264.45","242.41","106.5","0.06"
"704","1966","8","Orissa","Dhenkanal","87.27","20.81","1.42","13.7","10.39","217.28","293.51","202.45","255.65","94.86","82.52"
"704","1967","8","Orissa","Dhenkanal","57.28","0.05","66.83","68.14","11.73","207.72","395.41","291.71","273.57","38.82","1.12"
"704","1968","8","Orissa","Dhenkanal","27.82","44.46","38.98","10.64","9.19","297.09","360.99","160.96","273.72","361.45","55.93"
"704","1969","8","Orissa","Dhenkanal","42.66","65.07","116.92","164.44","116.72","37.99","0.0","0.0","0.0","11.92","14.14"
"704","1970","8","Orissa","Dhenkanal","43.31","43.31","48.53","141.01","97.89","0.0","0.0","0.0","0.0","0.0","30.14"
"704","1971","8","Orissa","Dhenkanal","42.18","30.77","118.46","80.12","75.6","0.0","0.0","0.0","0.0","0.0","29.71"
"704","1972","8","Orissa","Dhenkanal","45.36","46.49","133.65","150.37","190.64","51.31","0.0","0.0","0.0","4.91","30.73"
"704","1973","8","Orissa","Dhenkanal","53.71","81.0","86.34","169.84","107.32","62.29","0.0","0.0","0.0","0.0","25.61"
"704","1974","8","Orissa","Dhenkanal","42.32","64.29","53.01","167.94","147.51","27.44","0.0","0.0","0.0","0.0","27.66"
"704","1975","8","Orissa","Dhenkanal","46.15","56.68","110.4","159.09","169.27","0.0","0.0","0.0","0.0","0.0","21.08"
"704","1976","8","Orissa","Dhenkanal","43.41","59.56","116.4","128.95","121.68","56.55","0.0","0.0","0.0","16.89","18.83"
"704","1977","8","Orissa","Dhenkanal","48.34","64.95","151.0","123.67","67.74","0.0","0.0","0.0","0.0","7.65","9.24"
"704","1978","8","Orissa","Dhenkanal","40.39","46.39","65.79","109.85","114.88","17.75","0.0","0.0","0.0","0.0","28.59"
"704","1979","8","Orissa","Dhenkanal","40.73","37.22","118.94","89.2","157.22","27.31","0.0","0.0","0.0","12.19","33.8"
"704","1980","8","Orissa","Dhenkanal","35.11","45.04","101.35","146.95","139.32","0.0","0.0","0.0","0.0","0.87","32.32"
"704","1981","8","Orissa","Dhenkanal","42.38","53.29","64.79","103.46","41.56","14.64","0.0","0.0","0.0","32.57","41.49"
"704","1982","8","Orissa","Dhenkanal","54.55","38.56","59.48","139.64","146.29","0.0","0.0","0.0","0.0","20.27","25.16"
"704","1983","8","Orissa","Dhenkanal","50.33","7.37","98.4","115.52","89.66","5.34","0.0","0.0","0.0","0.0","34.19"
"704","1984","8","Orissa","Dhenkanal","43.16","55.3","133.89","146.47","168.88","0.0","0.0","0.0","0.0","14.62","35.31"
"704","1985","8","Orissa","Dhenkanal","42.9","44.09","141.03","157.36","150.04","2.17","0.0","0.0","0.0","0.0","32.18"
"704","1986","8","Orissa","Dhenkanal","26.81","49.69","120.34","110.25","103.08","0.0","0.0","0.0","0.0","0.0","0.01"
"704","1987","8","Orissa","Dhenkanal","36.0","53.19","102.54","130.3","120.64","70.55","0.0","0.0","0.0","2.79","16.07"
"704","1988","8","Orissa","Dhenkanal","43.17","52.99","102.85","119.29","107.42","0.02","0.0","0.0","0.0","6.96","30.57"
"704","1989","8","Orissa","Dhenkanal","48.26","74.72","122.18","172.96","44.74","0.0","0.0","0.0","0.0","17.05","35.0"
"704","1990","8","Orissa","Dhenkanal","52.89","35.64","49.86","101.29","77.47","0.0","0.0","0.0","0.0","0.01","26.95"
"704","1991","8","Orissa","Dhenkanal","12.43","60.54","101.22","144.42","174.56","1.03","0.0","0.0","0.0","1.5","9.48"
"704","1992","8","Orissa","Dhenkanal","33.06","37.22","113.48","150.46","23.68","0.01","0.0","0.0","0.0","0.22","32.56"
"704","1993","8","Orissa","Dhenkanal","48.16","71.47","120.17","89.38","139.68","0.0","0.0","0.0","0.0","2.22","27.58"
"704","1994","8","Orissa","Dhenkanal","48.23","42.07","141.49","106.52","159.2","0.0","0.0","0.0","0.0","0.54","31.43"
"704","1995","8","Orissa","Dhenkanal","34.11","56.85","101.02","165.25","118.0","62.59","0.0","0.0","0.0","0.0","1.39"
"704","1996","8","Orissa","Dhenkanal","28.52","55.24","126.66","129.89","171.88","0.0","0.0","0.0","15.17","5.53","39.82"
"704","1997","8","Orissa","Dhenkanal","29.33","71.7","93.98","41.96","148.76","4.66","0.0","0.0","0.0","25.9","30.03"
