"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"701","1958","8","Orissa","Balasore","24.92","52.51","9.56","24.76","35.0","121.88","295.98","274.63","296.35","203.11","61.76","0.11"
"701","1959","8","Orissa","Balasore","31.05","13.56","9.63","56.36","129.79","209.62","243.82","346.66","377.21","400.87","0.0","2.53"
"701","1960","8","Orissa","Balasore","0.19","0.0","37.29","3.6","62.78","174.66","437.55","297.26","285.55","133.25","5.64","2.17"
"701","1961","8","Orissa","Balasore","42.38","70.67","4.76","7.59","123.03","253.91","216.69","398.58","408.48","157.17","0.25","0.01"
"701","1962","8","Orissa","Balasore","109.57","77.63","55.94","44.3","36.83","109.59","213.47","235.6","241.04","241.04","188.47","142.82"
"701","1963","8","Orissa","Balasore","0.11","0.34","19.26","63.39","121.81","239.53","243.25","288.16","379.14","282.7","14.52","0.06"
"701","1964","8","Orissa","Balasore","1.18","22.07","13.79","70.03","104.54","115.77","444.02","294.67","247.96","168.32","26.85","0.06"
"701","1965","8","Orissa","Balasore","7.61","24.07","40.03","42.74","43.13","192.63","300.01","351.81","336.25","148.5","0.28","2.28"
"701","1966","8","Orissa","Balasore","125.8","88.18","61.06","47.37","38.91","152.45","208.02","241.0","241.04","240.91","225.31","173.84"
"701","1967","8","Orissa","Balasore","53.87","0.76","58.87","74.83","33.59","210.44","301.12","319.21","335.24","91.19","0.75","1.09"
"701","1968","8","Orissa","Balasore","18.16","41.37","39.51","13.04","21.36","405.04","353.87","291.52","246.45","324.09","64.5","0.09"
"701","1969","8","Orissa","Balasore","9.63","1.52","35.8","41.63","71.23","127.68","290.44","412.77","362.5","98.94","50.66","1.03"
"701","1970","8","Orissa","Balasore","121.74","92.45","68.59","51.54","41.6","239.38","241.04","241.04","241.04","241.04","192.43","146.18"
"701","1971","8","Orissa","Balasore","119.83","97.01","64.72","50.54","41.8","241.04","241.04","241.04","241.04","241.04","199.94","153.91"
"701","1972","8","Orissa","Balasore","114.44","91.13","62.15","47.96","39.29","34.01","103.75","241.04","241.04","231.77","177.52","132.45"
"701","1973","8","Orissa","Balasore","93.26","64.61","49.34","40.16","36.11","50.61","197.08","241.04","241.04","241.04","206.78","173.88"
"701","1974","8","Orissa","Balasore","0.65","0.01","120.72","15.6","82.42","128.57","278.44","335.52","337.99","285.02","14.34","0.1"
"701","1975","8","Orissa","Balasore","7.5","23.57","15.3","14.21","52.25","259.58","305.6","323.49","248.41","235.99","49.66","0.0"
"701","1976","8","Orissa","Balasore","0.0","38.13","16.29","39.11","116.75","124.71","332.8","446.07","223.35","66.59","32.11","0.19"
"701","1977","8","Orissa","Balasore","4.43","33.03","0.54","57.61","147.14","298.04","413.25","310.43","291.71","95.89","55.48","13.13"
"701","1978","8","Orissa","Balasore","0.65","16.77","57.31","46.34","117.47","155.21","284.08","275.8","532.8","218.64","22.0","21.7"
"701","1979","8","Orissa","Balasore","0.65","29.83","6.23","67.55","29.65","149.38","264.56","260.94","227.46","104.98","1.88","14.93"
"701","1980","8","Orissa","Balasore","33.71","75.02","61.94","23.52","87.51","336.99","319.71","283.18","315.56","155.64","0.0","5.1"
"701","1981","8","Orissa","Balasore","21.89","53.92","82.94","105.96","194.17","141.67","311.04","274.95","377.62","12.51","0.0","28.39"
"701","1982","8","Orissa","Balasore","0.76","53.71","67.5","49.51","38.95","206.93","148.2","409.79","213.22","22.06","32.29","0.31"
"701","1983","8","Orissa","Balasore","12.96","93.92","45.24","52.5","147.29","170.81","212.3","429.45","290.39","231.92","2.77","7.61"
"701","1984","8","Orissa","Balasore","36.37","8.02","0.0","38.71","67.05","396.1","317.02","520.71","209.38","102.22","1.42","0.92"
"701","1985","8","Orissa","Balasore","18.25","29.77","8.22","26.69","59.3","200.88","250.66","344.68","314.94","249.62","3.51","0.0"
"701","1986","8","Orissa","Balasore","35.91","10.34","5.67","67.81","114.03","284.17","371.75","256.48","515.24","219.22","182.23","7.11"
"701","1987","8","Orissa","Balasore","4.17","2.6","12.28","58.5","68.63","131.29","317.16","398.33","180.0","115.06","44.27","4.17"
"701","1988","8","Orissa","Balasore","0.48","39.0","39.24","45.97","109.69","332.96","314.22","256.45","309.25","110.21","70.05","0.12"
"701","1989","8","Orissa","Balasore","0.79","4.51","4.59","11.29","180.84","282.17","343.49","270.43","297.21","176.23","0.55","1.81"
"701","1990","8","Orissa","Balasore","0.0","61.15","98.07","65.66","158.68","251.72","425.2","279.72","287.16","167.05","47.25","1.92"
"701","1991","8","Orissa","Balasore","62.28","17.04","28.31","27.92","35.02","231.93","381.8","338.21","263.35","171.63","42.81","12.65"
"701","1992","8","Orissa","Balasore","18.74","62.64","0.0","9.26","189.33","228.9","332.3","288.52","257.54","129.6","2.28","0.0"
"701","1993","8","Orissa","Balasore","14.1","15.23","38.14","90.79","84.02","297.04","283.08","374.99","339.01","149.37","22.49","0.0"
"701","1994","8","Orissa","Balasore","8.78","52.36","9.11","67.53","62.02","210.11","268.49","384.19","230.56","127.56","9.5","0.0"
"701","1995","8","Orissa","Balasore","30.11","39.91","24.03","9.96","93.6","142.38","258.9","236.67","435.97","266.88","157.26","0.16"
"701","1996","8","Orissa","Balasore","30.38","12.32","5.31","48.91","42.85","233.04","171.9","304.0","146.47","189.27","4.96","0.0"
"701","1997","8","Orissa","Balasore","47.51","20.06","55.13","117.24","66.95","161.87","321.0","547.36","375.58","51.47","16.37","19.58"
"701","1998","8","Orissa","Balasore","37.69","67.0","100.84","84.67","67.74","198.2","280.56","243.31","338.48","336.35","118.37","0.0"
"701","1999","8","Orissa","Balasore","0.0","0.18","1.88","2.57","187.98","230.76","280.18","414.08","436.91","252.2","18.63","0.02"
"701","2000","8","Orissa","Balasore","5.75","33.72","4.66","40.49","128.77","229.47","252.22","182.29","205.09","111.06","8.26","0.0"
"701","2001","8","Orissa","Balasore","0.0","3.11","65.1","21.55","143.74","427.75","186.46","296.92","181.45","208.28","41.72","0.0"
"701","2002","8","Orissa","Balasore","47.4","0.67","11.44","40.16","126.17","249.57","350.98","402.37","300.92","92.1","85.82","0.0"
"701","2003","8","Orissa","Balasore","0.26","17.05","45.71","20.97","67.48","321.78","275.99","287.12","264.04","469.91","33.38","15.82"
"701","2004","8","Orissa","Balasore","4.94","2.41","14.34","103.38","45.36","190.37","171.19","322.04","366.09","339.32","0.0","0.0"
"701","2005","8","Orissa","Balasore","24.39","0.0","78.29","68.21","98.27","189.38","260.18","284.87","448.78","253.33","0.0","0.37"
"701","2006","8","Orissa","Balasore","0.0","0.0","18.59","33.71","130.08","211.21","403.54","505.47","485.19","136.67","14.28","0.0"
"701","2007","8","Orissa","Balasore","0.0","82.4","12.47","45.02","117.47","207.85","368.06","421.53","555.17","103.3","16.43","0.0"
"701","2008","8","Orissa","Balasore","42.32","35.84","7.84","68.46","133.27","489.83","229.52","328.69","459.27","100.79","2.22","0.0"
"701","2009","8","Orissa","Balasore","0.4","0.0","16.79","0.0","152.78","95.94","355.53","321.75","352.7","98.53","63.01","0.13"
"701","2010","8","Orissa","Balasore","3.18","8.92","7.13","7.5","221.47","257.35","223.13","269.54","397.13","161.42","22.74","21.51"
"701","2011","8","Orissa","Balasore","0.0","36.24","13.73","45.63","148.22","335.07","258.34","420.82","380.22","35.77","0.0","0.0"
"701","2012","8","Orissa","Balasore","50.64","6.04","0.0","113.05","40.47","197.01","315.89","247.91","275.77","111.15","81.31","9.16"
"701","2013","8","Orissa","Balasore","6.48","9.8","3.1","56.14","104.3","310.11","259.54","336.98","368.33","250.93","0.42","0.01"
"701","2014","8","Orissa","Balasore","3.2","50.83","49.04","63.69","185.58","164.41","326.74","239.45","389.37","107.24","0.0","0.19"
"701","2015","8","Orissa","Balasore","14.29","29.39","36.69","130.71","57.0","179.58","385.56","314.45","212.72","92.56","22.27","4.45"
"701","2016","8","Orissa","Balasore","5.55","65.52","20.47","21.07","150.57","242.79","267.8","433.64","264.73","114.67","57.89","0.09"
"701","2017","8","Orissa","Balasore","2.0","2.06","70.6","47.81","67.41","178.98","429.8","328.17","281.49","309.67","50.09","17.39"
"701","2018","8","Orissa","Balasore","1.1","3.62","5.25","79.46","177.54","254.71","408.57","278.05","321.66","141.31","5.72","5.59"
"701","2019","8","Orissa","Balasore","2.33","68.22","43.78","47.2","122.58","195.48","166.14","475.92","440.09","304.54","72.63","9.32"
"701","2020","8","Orissa","Balasore","65.07","54.49","27.45","193.36","177.61","181.82","192.37","404.84","259.27","207.54","2.46","0.0"
"701","2021","8","Orissa","Balasore","3.37","0.06","3.74","17.79","234.28","185.01","224.56","244.35","677.38","181.83","32.36","40.16"
"701","2022","8","Orissa","Balasore","46.39","25.17","2.18","14.37","62.61","87.35","248.4","396.46","301.94","143.88","0.29","0.32"
"701","2023","8","Orissa","Balasore","6.06","4.83","51.68","63.85","43.08","112.68","278.56","394.45","404.87","163.71","9.0","7.7"
"702","1958","8","Orissa","Bolangir","11.04","9.32","11.43","30.18","12.74","102.7","511.11","322.48","344.23","124.77","20.49","0.0"
"702","1959","8","Orissa","Bolangir","17.87","12.94","0.47","23.03","21.2","218.31","457.52","298.36","264.59","96.76","0.0","2.62"
"702","1960","8","Orissa","Bolangir","4.54","0.0","25.61","12.37","22.51","216.22","470.77","324.42","201.45","66.02","0.26","3.34"
"702","1961","8","Orissa","Bolangir","16.76","43.55","17.56","8.17","32.62","241.31","424.87","394.32","373.05","98.88","5.73","1.61"
"702","1962","8","Orissa","Bolangir","158.44","120.69","83.07","63.03","51.19","46.78","304.64","304.95","304.95","282.77","230.18","192.11"
"702","1963","8","Orissa","Bolangir","0.08","2.45","12.21","51.64","29.39","177.51","337.2","378.68","287.08","136.53","0.44","0.0"
"702","1964","8","Orissa","Bolangir","0.5","22.74","4.04","24.24","20.22","145.14","386.65","471.98","306.56","59.56","3.54","0.81"
"702","1965","8","Orissa","Bolangir","9.11","2.74","26.22","18.69","13.73","103.2","492.82","271.46","241.0","25.42","0.23","6.78"
"702","1966","8","Orissa","Bolangir","141.04","100.02","71.77","56.52","46.89","61.55","284.37","304.95","304.95","251.5","207.49","168.51"
"702","1967","8","Orissa","Bolangir","21.21","0.0","85.16","21.97","4.22","235.75","436.42","318.75","226.82","13.59","0.16","30.78"
"702","1968","8","Orissa","Bolangir","22.37","20.0","31.44","27.44","8.73","240.27","427.41","132.28","339.16","94.99","9.69","1.44"
"702","1969","8","Orissa","Bolangir","0.79","0.31","11.98","4.53","45.42","119.53","596.94","283.05","299.38","31.84","14.44","18.43"
"702","1970","8","Orissa","Bolangir","136.35","99.77","75.19","58.36","48.06","232.48","304.95","304.95","304.95","252.56","201.49","162.68"
"702","1971","8","Orissa","Bolangir","127.0","99.42","71.92","56.57","46.9","194.12","293.34","304.95","304.95","282.88","229.18","186.0"
"702","1972","8","Orissa","Bolangir","146.03","112.75","78.31","60.36","49.45","42.12","249.89","304.95","304.95","262.21","215.28","169.73"
"702","1973","8","Orissa","Bolangir","128.0","90.49","67.36","53.83","45.05","38.95","300.84","304.95","304.95","304.93","248.19","208.13"
"702","1974","8","Orissa","Bolangir","0.0","2.97","36.85","5.06","15.79","203.75","275.06","308.35","190.53","116.33","7.54","0.0"
"702","1975","8","Orissa","Bolangir","2.78","13.0","11.61","7.66","20.06","384.29","340.4","389.73","329.68","133.57","5.51","0.0"
"702","1976","8","Orissa","Bolangir","1.18","2.59","8.88","28.73","26.0","101.01","510.66","465.5","231.13","18.3","19.32","1.27"
"702","1977","8","Orissa","Bolangir","2.36","0.3","1.03","32.17","39.08","198.16","429.17","394.15","259.88","39.05","29.61","5.41"
"702","1978","8","Orissa","Bolangir","20.16","23.81","26.84","30.21","19.73","228.22","447.6","391.56","232.03","46.85","9.29","19.47"
"702","1979","8","Orissa","Bolangir","20.16","35.47","0.54","21.02","23.32","225.74","319.58","267.03","250.48","37.99","8.52","6.05"
"702","1980","8","Orissa","Bolangir","10.71","8.65","8.22","12.73","14.73","366.44","463.8","324.58","267.38","33.64","2.22","5.44"
"702","1981","8","Orissa","Bolangir","16.5","1.68","39.23","20.65","31.72","165.48","337.78","341.13","388.61","20.89","0.5","6.4"
"702","1982","8","Orissa","Bolangir","8.11","11.49","21.76","26.5","17.84","184.18","400.39","365.05","263.25","60.48","7.22","0.2"
"702","1983","8","Orissa","Bolangir","1.12","36.51","10.08","11.49","27.89","235.05","380.74","403.5","270.18","63.9","1.05","6.95"
"702","1984","8","Orissa","Bolangir","13.82","21.59","1.39","14.65","21.27","218.82","442.24","404.58","162.77","29.18","0.56","0.88"
"702","1985","8","Orissa","Bolangir","28.74","10.72","2.56","5.5","12.72","236.84","357.51","422.66","263.11","136.52","0.82","0.48"
"702","1986","8","Orissa","Bolangir","31.4","22.91","3.63","24.4","21.27","255.75","411.81","470.24","190.03","38.44","30.49","12.27"
"702","1987","8","Orissa","Bolangir","4.69","1.44","11.76","10.58","27.66","96.68","288.76","311.1","155.88","48.17","13.0","2.29"
"702","1988","8","Orissa","Bolangir","0.31","6.39","12.86","24.6","33.89","161.28","519.37","221.91","305.75","35.16","2.49","1.26"
"702","1989","8","Orissa","Bolangir","0.13","0.0","36.23","2.97","48.15","242.97","503.67","398.92","243.45","16.3","1.37","4.77"
"702","1990","8","Orissa","Bolangir","1.89","58.14","63.77","15.73","40.19","251.54","414.11","508.89","201.69","108.12","6.88","6.89"
"702","1991","8","Orissa","Bolangir","33.07","1.11","19.05","13.08","19.89","199.23","535.52","337.92","241.72","52.4","23.28","3.76"
"702","1992","8","Orissa","Bolangir","9.78","8.77","0.0","4.96","45.9","150.09","441.83","371.6","213.71","46.77","9.73","0.0"
"702","1993","8","Orissa","Bolangir","0.98","1.01","16.69","29.41","27.5","202.45","373.33","309.44","276.34","81.64","2.8","0.0"
"702","1994","8","Orissa","Bolangir","4.22","13.94","0.14","20.52","27.09","175.12","542.22","388.4","230.53","67.03","3.74","0.0"
"702","1995","8","Orissa","Bolangir","43.33","4.44","45.85","8.13","33.16","117.82","402.18","231.74","284.3","115.07","12.39","0.0"
"702","1996","8","Orissa","Bolangir","18.57","6.85","6.08","22.23","6.66","216.68","277.68","271.55","122.17","45.41","1.85","1.42"
"702","1997","8","Orissa","Bolangir","24.07","1.29","22.71","40.06","15.99","107.72","282.22","440.62","266.0","17.08","19.11","25.66"
"702","1998","8","Orissa","Bolangir","9.37","34.21","28.58","30.7","29.12","183.19","403.42","243.79","284.45","126.0","29.34","0.0"
"702","1999","8","Orissa","Bolangir","0.1","1.56","0.42","0.0","52.17","232.5","252.32","470.43","211.23","60.89","1.33","0.0"
"702","2000","8","Orissa","Bolangir","0.0","30.32","0.0","8.1","21.92","311.31","284.07","274.18","121.42","18.33","0.33","0.0"
"702","2001","8","Orissa","Bolangir","0.45","0.0","20.0","17.38","35.29","291.16","354.98","433.39","161.43","65.25","14.93","0.62"
"702","2002","8","Orissa","Bolangir","43.64","1.72","7.19","21.03","29.53","176.08","298.41","425.63","144.86","28.88","1.91","0.0"
"702","2003","8","Orissa","Bolangir","3.91","15.72","45.48","5.91","5.16","148.28","498.69","385.7","216.33","184.2","0.76","25.2"
"702","2004","8","Orissa","Bolangir","41.02","7.84","0.68","27.22","16.18","204.02","361.51","331.2","185.77","79.97","0.95","0.0"
"702","2005","8","Orissa","Bolangir","21.36","14.17","20.89","13.37","31.52","159.47","347.12","261.17","432.85","126.66","0.78","1.05"
"702","2006","8","Orissa","Bolangir","0.0","0.0","47.83","36.08","44.66","165.58","530.72","425.79","340.56","11.85","18.07","0.0"
"702","2007","8","Orissa","Bolangir","0.0","33.39","3.33","10.94","20.0","210.91","268.92","388.24","313.18","47.7","1.76","2.55"
"702","2008","8","Orissa","Bolangir","18.48","19.76","13.8","16.04","29.46","330.99","382.67","322.7","346.18","10.32","0.71","0.0"
"702","2009","8","Orissa","Bolangir","0.65","0.0","8.82","1.19","46.28","85.2","536.39","288.08","201.6","42.75","5.56","0.43"
"702","2010","8","Orissa","Bolangir","16.78","4.0","14.78","13.01","45.71","197.04","460.42","406.76","386.72","85.74","19.91","18.14"
"702","2011","8","Orissa","Bolangir","0.0","14.56","0.65","24.61","55.45","176.75","329.83","360.13","351.7","10.1","0.0","0.0"
"702","2012","8","Orissa","Bolangir","32.16","0.32","0.68","42.5","20.01","156.38","589.72","435.46","315.15","24.66","16.91","0.0"
"702","2013","8","Orissa","Bolangir","0.69","4.38","3.08","35.06","19.31","374.74","351.03","234.01","233.79","156.04","1.37","0.0"
"702","2014","8","Orissa","Bolangir","6.02","14.33","49.43","29.39","52.31","121.5","431.44","257.4","471.77","53.68","0.43","0.0"
"702","2015","8","Orissa","Bolangir","6.17","7.63","48.85","48.26","33.16","291.81","219.54","381.23","372.94","16.57","3.63","2.84"
"702","2016","8","Orissa","Bolangir","4.87","12.02","56.97","12.99","30.04","305.76","434.57","307.31","297.1","75.45","2.98","1.05"
"702","2017","8","Orissa","Bolangir","3.64","2.93","12.85","14.12","25.62","188.45","483.57","363.15","264.57","84.57","5.06","7.97"
"702","2018","8","Orissa","Bolangir","2.17","3.5","4.52","31.45","40.39","183.27","500.45","395.13","331.27","35.15","1.54","8.15"
"702","2019","8","Orissa","Bolangir","18.38","4.99","8.61","14.16","9.6","138.46","338.64","400.34","400.63","179.71","0.13","5.03"
"702","2020","8","Orissa","Bolangir","41.13","58.3","48.95","70.49","8.67","249.68","253.24","440.42","177.88","186.51","1.55","0.0"
"702","2021","8","Orissa","Bolangir","1.57","2.48","2.01","6.44","22.73","246.75","334.92","131.07","406.57","67.56","24.51","7.25"
"702","2022","8","Orissa","Bolangir","81.45","1.31","0.0","3.57","15.59","134.29","382.13","474.07","257.66","82.17","0.0","0.6"
"702","2023","8","Orissa","Bolangir","1.66","0.0","42.48","35.4","14.37","188.64","376.25","321.55","446.23","85.41","3.66","20.34"
"703","1958","8","Orissa","Cuttack","28.26","46.59","10.58","21.38","11.25","128.07","415.82","265.91","292.75","283.3","124.84","0.02"
"703","1959","8","Orissa","Cuttack","17.55","11.53","1.66","41.69","96.95","170.89","322.68","301.83","198.06","317.51","0.0","5.26"
"703","1960","8","Orissa","Cuttack","0.08","0.0","29.7","4.82","40.74","216.28","460.07","316.68","186.94","141.88","1.56","5.72"
"703","1961","8","Orissa","Cuttack","42.8","74.78","2.57","2.27","103.29","218.85","349.35","433.77","431.5","170.24","2.3","0.32"
"703","1962","8","Orissa","Cuttack","93.32","65.46","48.67","38.99","32.67","77.12","221.81","221.78","221.81","221.81","170.32","126.53"
"703","1963","8","Orissa","Cuttack","0.04","0.15","16.83","59.87","119.5","165.98","263.7","360.37","290.47","338.13","8.43","0.0"
"703","1964","8","Orissa","Cuttack","0.68","23.74","6.41","44.15","88.61","110.43","503.63","367.66","264.82","110.53","12.28","0.22"
"703","1965","8","Orissa","Cuttack","11.47","12.7","32.2","38.74","27.28","89.92","423.39","290.48","248.11","126.08","0.2","5.37"
"703","1966","8","Orissa","Cuttack","117.42","83.03","56.8","43.91","36.0","105.31","221.01","221.81","221.81","219.77","217.85","167.19"
"703","1967","8","Orissa","Cuttack","56.54","0.07","63.03","62.95","11.31","218.29","411.97","308.54","282.62","41.97","1.77","5.99"
"703","1968","8","Orissa","Cuttack","27.12","44.21","40.65","10.53","9.8","310.68","372.8","159.4","291.25","445.34","83.22","0.12"
"703","1969","8","Orissa","Cuttack","2.15","0.28","22.73","9.58","62.61","109.64","432.55","355.77","225.51","89.33","82.68","4.09"
"703","1970","8","Orissa","Cuttack","111.03","83.0","62.55","47.03","37.99","221.7","221.81","221.81","219.11","221.76","170.73","127.38"
"703","1971","8","Orissa","Cuttack","90.88","74.36","52.87","41.58","34.45","221.81","221.81","221.81","221.81","221.81","169.48","127.02"
"703","1972","8","Orissa","Cuttack","89.97","65.21","48.33","38.79","32.54","28.09","149.83","221.81","221.81","218.28","166.85","120.75"
"703","1973","8","Orissa","Cuttack","80.57","55.92","43.41","35.67","30.36","26.48","221.74","221.81","221.81","221.81","182.29","155.83"
"703","1974","8","Orissa","Cuttack","0.11","0.51","91.42","7.37","40.25","135.61","242.73","360.84","243.51","266.18","31.75","0.0"
"703","1975","8","Orissa","Cuttack","1.88","18.48","18.48","13.98","30.22","313.83","251.54","383.06","235.44","230.32","55.63","0.0"
"703","1976","8","Orissa","Cuttack","0.02","8.54","19.34","34.86","69.05","99.58","399.4","586.97","150.09","86.93","75.8","0.21"
"703","1977","8","Orissa","Cuttack","1.56","6.0","0.08","41.72","114.99","193.1","430.16","366.67","299.38","103.17","101.03","4.14"
"703","1978","8","Orissa","Cuttack","4.76","15.06","44.99","35.7","73.69","124.33","352.55","251.77","241.41","215.19","20.2","48.1"
"703","1979","8","Orissa","Cuttack","4.76","40.44","2.38","72.38","30.66","128.41","274.62","201.39","199.59","94.53","10.11","8.61"
"703","1980","8","Orissa","Cuttack","31.89","42.52","27.3","25.12","60.69","362.01","383.6","292.42","343.49","149.46","3.36","10.76"
"703","1981","8","Orissa","Cuttack","11.81","15.33","62.18","50.31","144.82","140.91","264.98","286.18","398.62","23.01","0.46","25.48"
"703","1982","8","Orissa","Cuttack","0.16","47.78","58.41","25.18","31.95","207.99","216.54","423.62","217.49","65.28","35.78","0.1"
"703","1983","8","Orissa","Cuttack","2.06","104.79","26.7","39.35","94.57","162.99","265.84","463.32","258.77","182.23","4.73","12.37"
"703","1984","8","Orissa","Cuttack","10.29","17.92","0.15","24.04","33.9","270.53","398.92","541.86","200.81","79.92","0.85","0.47"
"703","1985","8","Orissa","Cuttack","15.5","39.87","3.12","16.43","34.91","166.32","291.82","414.31","298.57","317.44","1.89","0.01"
"703","1986","8","Orissa","Cuttack","40.05","18.17","5.69","60.57","84.74","305.37","445.75","348.07","261.57","187.38","232.69","15.01"
"703","1987","8","Orissa","Cuttack","4.98","0.83","6.08","30.13","59.84","72.83","294.21","292.8","121.62","129.87","80.25","4.64"
"703","1988","8","Orissa","Cuttack","0.16","18.35","22.1","40.64","84.28","161.77","460.13","186.29","333.64","109.57","19.71","0.23"
"703","1989","8","Orissa","Cuttack","0.18","0.8","10.55","5.86","176.6","310.31","493.61","351.62","239.73","64.81","1.17","1.12"
"703","1990","8","Orissa","Cuttack","0.18","54.95","88.84","66.87","103.44","228.19","367.53","385.23","192.22","150.64","37.76","2.27"
"703","1991","8","Orissa","Cuttack","66.96","3.48","20.9","21.7","21.57","159.84","559.05","354.62","180.96","132.02","98.0","6.74"
"703","1992","8","Orissa","Cuttack","14.77","35.51","0.0","10.06","197.29","175.69","399.18","353.21","237.41","169.29","10.32","0.0"
"703","1993","8","Orissa","Cuttack","2.92","1.77","11.42","77.02","53.53","277.18","321.44","424.38","226.72","121.69","17.76","0.0"
"703","1994","8","Orissa","Cuttack","2.21","39.86","1.83","53.86","31.46","173.03","310.25","443.82","251.68","144.61","9.03","0.0"
"703","1995","8","Orissa","Cuttack","31.31","18.27","25.89","8.06","75.15","94.24","252.68","192.72","312.46","369.55","191.66","0.02"
"703","1996","8","Orissa","Cuttack","36.72","6.87","1.54","37.54","30.21","188.61","201.7","206.28","77.75","118.82","10.79","0.27"
"703","1997","8","Orissa","Cuttack","44.04","7.27","43.92","112.52","31.21","170.14","284.69","647.36","314.18","38.41","27.15","35.97"
"703","1998","8","Orissa","Cuttack","16.49","44.51","66.4","89.66","51.85","230.76","351.45","257.2","325.84","352.28","119.23","0.0"
"703","1999","8","Orissa","Cuttack","0.0","0.27","0.4","0.25","189.5","228.73","277.29","408.1","258.83","205.97","18.44","0.0"
"703","2000","8","Orissa","Cuttack","0.8","24.87","0.6","12.06","81.77","257.09","261.61","128.49","86.71","62.44","5.73","0.0"
"703","2001","8","Orissa","Cuttack","0.0","0.34","37.12","15.21","105.53","428.08","230.79","351.97","187.01","167.4","68.09","0.19"
"703","2002","8","Orissa","Cuttack","49.95","0.34","9.3","18.62","126.25","206.41","387.01","395.04","229.02","86.75","41.7","0.0"
"703","2003","8","Orissa","Cuttack","1.36","24.62","41.55","5.77","23.52","310.49","342.7","391.28","266.8","491.55","14.83","22.98"
"703","2004","8","Orissa","Cuttack","10.57","4.46","1.57","95.83","47.81","150.16","210.86","284.63","211.79","248.64","0.2","0.0"
"703","2005","8","Orissa","Cuttack","16.14","1.81","55.44","40.91","89.14","164.76","301.87","277.05","538.06","282.89","1.33","0.24"
"703","2006","8","Orissa","Cuttack","0.0","0.0","25.46","39.89","112.35","256.64","419.13","636.09","365.28","100.37","15.79","0.0"
"703","2007","8","Orissa","Cuttack","0.0","84.08","2.02","42.34","76.88","189.66","248.17","415.33","520.68","97.51","22.52","0.16"
"703","2008","8","Orissa","Cuttack","36.86","45.15","8.11","55.26","128.8","442.51","252.46","354.02","513.85","43.17","5.13","0.0"
"703","2009","8","Orissa","Cuttack","0.21","0.0","2.65","0.11","106.75","96.93","466.46","353.41","224.71","126.58","35.02","0.09"
"703","2010","8","Orissa","Cuttack","6.34","1.46","5.47","2.28","233.0","242.67","281.38","298.13","325.82","191.59","54.76","38.08"
"703","2011","8","Orissa","Cuttack","0.0","44.47","3.11","36.72","161.21","246.0","367.35","441.34","337.92","32.17","0.0","0.0"
"703","2012","8","Orissa","Cuttack","40.49","0.84","0.05","104.12","26.7","209.02","465.12","256.15","180.32","71.77","149.21","1.68"
"703","2013","8","Orissa","Cuttack","1.82","4.14","0.8","61.48","73.69","318.14","301.59","172.78","316.47","370.9","1.39","0.0"
"703","2014","8","Orissa","Cuttack","1.69","36.15","65.75","89.09","204.71","113.89","411.68","234.22","395.5","139.0","0.1","0.02"
"703","2015","8","Orissa","Cuttack","18.95","19.04","29.78","126.08","56.84","119.47","276.33","292.19","148.58","75.68","51.63","8.55"
"703","2016","8","Orissa","Cuttack","4.96","50.68","24.17","18.34","130.54","277.18","281.02","315.17","251.15","110.86","43.62","0.0"
"703","2017","8","Orissa","Cuttack","0.84","0.03","47.68","39.68","55.2","149.46","417.36","315.2","278.12","255.82","57.72","27.19"
"703","2018","8","Orissa","Cuttack","0.0","0.36","1.98","55.23","195.55","227.65","575.34","330.66","364.88","170.54","2.35","8.24"
"703","2019","8","Orissa","Cuttack","3.29","15.0","16.21","24.37","207.63","136.92","349.97","485.96","359.63","346.91","13.0","10.58"
"703","2020","8","Orissa","Cuttack","52.03","80.65","37.58","93.63","106.65","190.21","268.27","577.23","262.93","258.97","3.56","0.0"
"703","2021","8","Orissa","Cuttack","4.05","0.11","2.44","16.42","282.82","176.68","272.82","219.35","378.66","113.81","51.79","53.96"
"703","2022","8","Orissa","Cuttack","91.4","6.67","0.88","5.26","32.7","111.11","305.6","535.33","219.04","193.65","1.26","1.32"
"703","2023","8","Orissa","Cuttack","5.9","1.29","41.64","58.29","34.69","174.02","264.94","324.28","427.29","78.49","7.38","6.5"
"704","1958","8","Orissa","Dhenkanal","29.76","49.04","11.98","22.56","11.32","119.19","400.28","248.69","285.76","239.99","83.44","0.01"
"704","1959","8","Orissa","Dhenkanal","19.04","10.89","1.75","45.25","85.79","161.23","307.26","276.51","202.44","273.48","0.0","4.0"
"704","1960","8","Orissa","Dhenkanal","0.25","0.0","32.17","5.82","36.1","203.5","447.47","290.56","188.56","118.67","0.98","4.23"
"704","1961","8","Orissa","Dhenkanal","45.49","76.92","2.74","2.48","94.01","214.33","330.43","393.99","418.07","147.89","1.59","0.46"
