"Dist Code","Year","State Code","State Name","Dist Name","JANUARY PERCIPITATION (Millimeters)","FEBRUARY PERCIPITATION (Millimeters)","MARCH PERCIPITATION (Millimeters)","APRIL PERCIPITATION (Millimeters)","MAY PERCIPITATION (Millimeters)","JUNE PERCIPITATION (Millimeters)","JULY PERCIPITATION (Millimeters)","AUGUST PERCIPITATION (Millimeters)","SEPTEMBER PERCIPITATION (Millimeters)","OCTOBER PERCIPITATION (Millimeters)","NOVEMBER PERCIPITATION (Millimeters)","DECEMBER PERCIPITATION (Millimeters)"
"707","2004","8","Orissa","Keonjhar","9.29","3.89","4.85","94.57","36.69","152.8","213.45","341.05","249.69","176.91","0.03","0.0"
"707","2005","8","Orissa","Keonjhar","21.75","0.84","62.16","46.13","81.02","167.51","311.67","303.66","426.52","149.54","0.09","0.94"
"707","2006","8","Orissa","Keonjhar","0.0","0.0","31.05","29.19","126.46","241.88","459.48","604.38","337.42","63.17","6.32","0.0"
"707","2007","8","Orissa","Keonjhar","0.0","100.37","9.1","40.29","81.8","187.65","333.82","422.98","469.23","54.75","8.93","0.03"
"707","2008","8","Orissa","Keonjhar","44.52","41.51","13.11","57.31","117.66","467.73","267.59","354.43","409.07","35.0","1.74","0.0"
"707","2009","8","Orissa","Keonjhar","1.38","0.0","6.22","0.03","106.03","88.55","458.33","328.89","252.15","73.19","23.17","0.35"
"707","2010","8","Orissa","Keonjhar","4.95","3.98","4.74","2.84","188.54","228.22","282.7","277.31","321.87","105.88","19.6","21.03"
"707","2011","8","Orissa","Keonjhar","0.0","41.05","5.63","43.82","129.41","378.55","352.31","431.49","330.03","30.84","0.0","0.0"
"707","2012","8","Orissa","Keonjhar","52.62","2.88","0.02","97.18","23.91","199.52","459.27","294.97","198.33","51.65","61.06","3.05"
"707","2013","8","Orissa","Keonjhar","3.93","8.98","4.45","59.3","73.42","291.55","328.0","278.99","312.86","197.09","0.41","0.0"
"707","2014","8","Orissa","Keonjhar","12.02","65.63","59.36","73.11","179.33","130.22","410.72","245.42","359.7","78.75","0.03","0.1"
"707","2015","8","Orissa","Keonjhar","19.34","26.04","31.48","128.47","46.47","145.04","388.38","312.7","141.67","53.29","18.15","4.69"
"707","2016","8","Orissa","Keonjhar","10.09","67.35","16.1","17.99","112.8","246.12","335.43","381.96","250.17","70.29","24.7","0.07"
"707","2017","8","Orissa","Keonjhar","9.32","2.24","51.55","38.74","44.65","157.37","510.26","315.78","227.88","149.9","25.84","12.77"
"707","2018","8","Orissa","Keonjhar","1.45","5.95","3.96","56.43","140.8","230.98","544.06","327.38","318.59","90.22","2.66","4.07"
"707","2019","8","Orissa","Keonjhar","7.13","44.52","34.58","39.82","127.16","136.72","285.95","451.87","336.13","282.57","2.79","12.43"
"707","2020","8","Orissa","Keonjhar","36.08","114.99","47.75","121.33","62.54","194.83","262.18","523.03","203.91","115.09","1.06","0.0"
"707","2021","8","Orissa","Keonjhar","4.1","4.76","3.11","20.01","223.27","193.35","259.2","233.84","426.84","98.75","31.93","28.38"
"707","2022","8","Orissa","Keonjhar","59.46","13.36","1.0","14.3","43.69","153.18","273.03","373.34","194.17","125.44","2.16","0.0"
"707","2023","8","Orissa","Keonjhar","6.2","1.19","49.82","54.64","30.83","168.37","244.66","324.72","356.54","88.95","8.15","8.55"
"708","1958","8","Orissa","Koraput","4.48","1.35","8.12","106.11","52.78","82.42","553.43","332.06","327.57","274.55","57.77","0.0"
"708","1959","8","Orissa","Koraput","12.3","15.42","0.0","39.67","33.55","239.86","523.37","314.99","275.6","180.7","0.08","3.33"
"708","1960","8","Orissa","Koraput","0.31","0.0","20.35","16.01","70.49","198.42","422.26","273.23","284.07","131.62","2.67","12.14"
"708","1961","8","Orissa","Koraput","4.38","31.29","23.29","20.8","60.94","228.19","387.96","345.08","275.09","243.57","30.48","1.41"
"708","1962","8","Orissa","Koraput","108.56","75.55","53.9","42.5","35.26","30.91","229.4","229.4","229.4","229.34","181.74","152.27"
"708","1963","8","Orissa","Koraput","0.0","0.0","6.85","180.68","50.92","153.73","348.74","371.93","260.42","306.74","0.18","0.0"
"708","1964","8","Orissa","Koraput","0.62","13.48","3.33","64.97","45.12","143.62","299.87","466.38","428.32","128.44","16.2","3.7"
"708","1965","8","Orissa","Koraput","4.75","0.88","22.38","53.55","49.29","96.72","524.33","319.92","250.44","39.42","2.72","19.58"
"708","1966","8","Orissa","Koraput","85.86","60.51","45.85","37.33","31.62","33.38","219.31","228.46","229.39","200.1","174.46","134.08"
"708","1967","8","Orissa","Koraput","11.81","0.0","116.37","47.92","7.82","205.43","439.99","276.43","228.05","28.55","0.3","89.6"
"708","1968","8","Orissa","Koraput","17.15","6.08","21.68","81.5","36.07","185.8","399.25","87.73","313.24","148.94","32.06","6.83"
"708","1969","8","Orissa","Koraput","0.31","0.0","13.15","11.47","172.18","133.21","550.43","222.28","295.25","116.52","63.86","63.17"
"708","1970","8","Orissa","Koraput","135.5","90.36","71.83","51.52","45.0","198.83","229.32","229.4","229.4","202.29","149.4","110.82"
"708","1971","8","Orissa","Koraput","78.48","58.7","45.02","52.17","46.48","48.62","128.5","225.99","229.4","221.9","167.77","125.32"
"708","1972","8","Orissa","Koraput","88.88","64.98","48.45","39.07","32.88","29.31","215.9","224.17","229.4","227.47","198.78","146.93"
"708","1973","8","Orissa","Koraput","101.29","68.1","50.31","40.31","33.78","34.46","215.25","229.07","228.99","229.4","175.06","130.56"
"708","1974","8","Orissa","Koraput","0.0","4.04","32.35","22.28","48.56","222.02","246.84","272.04","233.93","189.37","17.29","0.0"
"708","1975","8","Orissa","Koraput","0.75","3.45","1.05","18.95","84.01","366.39","331.54","402.39","363.81","287.45","16.0","0.19"
"708","1976","8","Orissa","Koraput","0.0","1.8","6.93","84.2","68.8","85.64","513.3","453.68","192.26","48.52","97.61","3.98"
"708","1977","8","Orissa","Koraput","1.19","0.0","1.87","109.7","93.53","183.19","370.11","397.11","206.69","87.3","93.9","14.9"
"708","1978","8","Orissa","Koraput","24.9","14.94","17.0","83.49","48.2","266.04","444.64","491.29","283.25","68.38","33.49","10.54"
"708","1979","8","Orissa","Koraput","24.9","19.32","0.42","34.44","130.96","222.63","283.72","247.41","322.87","80.8","50.89","20.52"
"708","1980","8","Orissa","Koraput","2.55","0.54","5.43","22.68","44.24","338.62","473.38","336.62","237.99","87.22","17.86","5.78"
"708","1981","8","Orissa","Koraput","19.28","0.05","47.13","57.04","60.82","146.79","360.44","336.46","382.73","61.37","5.07","4.64"
"708","1982","8","Orissa","Koraput","0.36","1.71","8.68","95.46","41.14","151.87","468.11","333.24","259.95","163.74","27.52","0.21"
"708","1983","8","Orissa","Koraput","0.6","18.83","10.13","4.43","56.98","272.92","394.1","422.57","254.42","111.31","6.1","17.15"
"708","1984","8","Orissa","Koraput","8.97","11.81","4.66","29.93","87.47","185.07","432.05","282.27","175.23","57.77","5.28","3.77"
"708","1985","8","Orissa","Koraput","31.24","1.49","2.88","5.8","30.49","262.18","307.11","439.28","237.15","272.29","9.23","7.73"
"708","1986","8","Orissa","Koraput","27.86","16.16","4.37","61.47","45.83","186.52","306.91","629.29","199.38","52.76","88.11","28.1"
"708","1987","8","Orissa","Koraput","2.13","0.02","26.58","56.66","81.39","97.53","222.43","286.27","111.92","115.56","27.03","6.66"
"708","1988","8","Orissa","Koraput","0.0","3.08","3.24","64.62","100.45","124.63","604.19","269.63","373.86","71.47","10.8","6.94"
"708","1989","8","Orissa","Koraput","0.0","0.0","62.89","7.62","104.95","151.08","615.07","460.91","270.55","31.05","0.97","2.33"
"708","1990","8","Orissa","Koraput","1.82","51.81","89.06","18.7","100.03","180.91","328.48","612.22","224.33","250.87","29.65","30.97"
"708","1991","8","Orissa","Koraput","17.96","0.03","11.41","25.17","68.29","259.63","421.58","262.2","373.73","141.2","90.64","1.64"
"708","1992","8","Orissa","Koraput","6.68","1.36","0.0","8.95","99.28","144.81","449.52","421.07","269.24","96.34","68.89","0.0"
"708","1993","8","Orissa","Koraput","2.04","0.07","11.57","66.61","81.94","140.64","306.16","258.49","299.19","197.74","1.44","0.96"
"708","1994","8","Orissa","Koraput","1.79","3.96","0.01","42.12","99.8","101.31","637.33","320.38","209.08","134.6","28.71","0.0"
"708","1995","8","Orissa","Koraput","39.67","0.5","47.05","31.57","110.66","121.29","451.95","247.91","277.56","267.72","20.11","0.0"
"708","1996","8","Orissa","Koraput","6.32","3.77","7.55","72.92","20.4","305.72","259.91","320.99","183.35","146.69","4.69","8.98"
"708","1997","8","Orissa","Koraput","13.84","0.19","43.01","96.97","37.12","62.09","290.12","307.54","295.95","21.12","68.62","51.77"
"708","1998","8","Orissa","Koraput","12.89","29.84","15.47","54.34","70.36","153.09","462.55","270.68","320.56","245.62","93.13","0.0"
"708","1999","8","Orissa","Koraput","0.12","0.07","0.54","0.84","109.67","219.57","191.8","471.03","173.64","107.68","1.66","0.0"
"708","2000","8","Orissa","Koraput","0.0","26.43","0.0","24.64","50.99","334.7","274.8","427.54","147.74","57.98","0.45","0.03"
"708","2001","8","Orissa","Koraput","0.45","0.0","2.14","48.1","93.58","167.88","303.33","487.62","200.85","122.93","65.06","3.74"
"708","2002","8","Orissa","Koraput","34.29","0.07","5.94","109.3","62.64","150.07","253.46","451.95","86.55","58.38","2.52","0.0"
"708","2003","8","Orissa","Koraput","7.32","7.14","54.83","10.08","24.15","57.82","553.18","382.86","182.65","411.02","0.89","71.87"
"708","2004","8","Orissa","Koraput","43.04","5.68","1.23","42.7","57.64","217.48","414.12","302.78","251.73","174.23","3.46","0.0"
"708","2005","8","Orissa","Koraput","17.7","11.18","13.6","27.07","91.02","127.27","363.33","242.38","450.85","326.31","4.71","0.01"
"708","2006","8","Orissa","Koraput","0.0","0.0","51.39","125.01","103.91","115.93","529.37","307.81","362.99","58.51","97.77","0.0"
"708","2007","8","Orissa","Koraput","0.0","10.82","0.07","17.65","46.48","220.87","262.72","379.1","238.19","135.66","2.59","8.25"
"708","2008","8","Orissa","Koraput","9.52","15.27","7.59","23.16","49.54","220.47","437.46","331.22","332.41","14.79","6.95","0.0"
"708","2009","8","Orissa","Koraput","0.0","0.0","12.45","4.91","154.63","79.96","519.06","291.31","183.73","74.99","16.01","0.46"
"708","2010","8","Orissa","Koraput","18.0","3.02","20.09","77.47","112.91","173.1","543.28","470.51","464.01","230.44","85.11","30.94"
"708","2011","8","Orissa","Koraput","0.0","11.48","0.19","70.2","163.92","87.2","323.28","310.61","335.19","8.62","0.57","0.21"
"708","2012","8","Orissa","Koraput","27.59","0.02","1.03","112.62","84.69","124.78","579.72","493.66","373.51","76.15","41.07","0.0"
"708","2013","8","Orissa","Koraput","0.1","6.54","0.13","104.06","50.45","361.57","331.33","217.23","190.39","307.73","9.46","0.0"
"708","2014","8","Orissa","Koraput","0.02","1.77","47.05","60.05","109.55","109.65","429.9","284.91","509.99","121.73","2.72","0.22"
"708","2015","8","Orissa","Koraput","1.26","3.13","56.2","88.46","79.82","337.17","189.35","411.0","511.56","27.41","8.24","2.35"
"708","2016","8","Orissa","Koraput","1.26","2.69","67.83","27.73","111.46","300.58","403.58","304.03","329.93","165.64","3.57","3.4"
"708","2017","8","Orissa","Koraput","0.03","0.04","5.98","19.79","65.33","215.39","472.81","367.66","238.23","177.64","7.74","7.97"
"708","2018","8","Orissa","Koraput","0.03","0.04","0.49","91.75","72.75","183.51","437.62","437.22","322.66","41.22","2.18","26.32"
"708","2019","8","Orissa","Koraput","5.35","2.3","6.01","42.81","32.78","164.95","487.64","476.2","459.14","353.9","5.82","7.23"
"708","2020","8","Orissa","Koraput","15.79","20.35","42.96","63.69","42.18","246.38","467.01","457.62","224.31","262.66","57.59","0.0"
"708","2021","8","Orissa","Koraput","1.55","1.93","1.99","63.99","85.64","180.73","294.58","309.81","448.5","97.86","87.57","24.72"
"708","2022","8","Orissa","Koraput","36.14","0.39","0.27","32.94","33.71","111.28","519.18","512.91","431.8","144.74","7.03","6.68"
"708","2023","8","Orissa","Koraput","3.39","0.0","48.9","73.82","89.02","85.01","501.34","220.77","435.54","15.41","21.52","36.88"
"709","1958","8","Orissa","Mayurbhanja","24.05","47.72","13.09","25.79","30.57","126.48","377.1","333.18","298.12","162.72","37.19","0.08"
"709","1959","8","Orissa","Mayurbhanja","28.21","10.94","8.88","53.73","109.96","213.26","300.75","390.85","354.45","296.86","0.0","1.75"
"709","1960","8","Orissa","Mayurbhanja","0.41","0.0","43.06","4.74","51.69","184.21","517.5","346.71","274.21","97.93","2.67","1.49"
"709","1961","8","Orissa","Mayurbhanja","40.34","70.96","4.47","6.7","109.41","271.91","269.23","454.73","408.21","123.46","0.22","0.24"
"709","1962","8","Orissa","Mayurbhanja","107.08","77.53","57.04","45.65","37.09","118.53","224.97","227.77","227.77","227.56","178.74","138.35"
"709","1963","8","Orissa","Mayurbhanja","0.24","0.87","26.46","63.38","116.5","250.53","299.07","331.33","370.27","228.02","10.9","0.01"
"709","1964","8","Orissa","Mayurbhanja","0.72","20.45","13.63","70.64","95.9","135.91","530.88","348.75","250.62","120.44","18.64","0.01"
"709","1965","8","Orissa","Mayurbhanja","6.99","21.84","42.31","45.05","37.79","189.34","369.38","389.81","322.5","105.82","0.08","1.59"
"709","1966","8","Orissa","Mayurbhanja","120.31","86.51","59.16","45.31","37.04","158.69","219.81","227.77","227.77","213.87","187.72","145.88"
"709","1967","8","Orissa","Mayurbhanja","46.44","0.45","70.99","74.71","29.59","221.57","367.56","381.77","324.93","63.28","0.44","1.25"
"709","1968","8","Orissa","Mayurbhanja","18.45","36.82","38.68","12.39","18.79","410.09","421.82","332.94","233.94","236.12","37.48","0.13"
"709","1969","8","Orissa","Mayurbhanja","9.24","2.19","34.48","40.76","74.48","136.14","372.56","463.19","336.2","72.35","35.04","0.71"
"709","1970","8","Orissa","Mayurbhanja","105.5","81.4","65.53","48.29","39.23","227.0","227.77","227.77","227.77","227.76","180.23","139.34"
"709","1971","8","Orissa","Mayurbhanja","115.53","95.14","62.88","52.39","44.95","227.77","227.77","227.77","227.77","227.77","185.44","144.39"
"709","1972","8","Orissa","Mayurbhanja","108.25","88.08","59.57","45.76","37.39","36.18","148.32","227.77","227.77","213.97","166.65","125.72"
"709","1973","8","Orissa","Mayurbhanja","89.08","62.82","49.25","39.42","34.53","68.85","224.65","227.77","227.77","227.77","188.58","156.57"
"709","1974","8","Orissa","Mayurbhanja","0.66","0.42","122.77","15.36","69.84","129.93","337.3","368.36","324.5","202.96","9.2","0.11"
"709","1975","8","Orissa","Mayurbhanja","8.38","21.51","21.29","14.16","45.72","266.22","376.65","353.11","248.85","170.34","29.98","0.0"
"709","1976","8","Orissa","Mayurbhanja","0.09","33.17","16.21","41.98","100.92","123.8","408.55","485.24","259.6","45.63","20.17","0.01"
"709","1977","8","Orissa","Mayurbhanja","5.85","29.83","0.91","61.9","151.28","315.72","522.7","349.36","295.63","76.36","37.93","9.72"
"709","1978","8","Orissa","Mayurbhanja","1.2","24.72","63.95","53.07","101.52","192.39","345.87","325.72","531.02","165.41","13.04","15.8"
"709","1979","8","Orissa","Mayurbhanja","1.2","27.77","7.01","69.21","24.7","154.94","319.67","279.34","223.21","76.29","4.28","10.7"
"709","1980","8","Orissa","Mayurbhanja","32.71","66.27","66.65","23.48","74.7","356.9","388.73","317.01","301.49","109.08","0.0","3.56"
"709","1981","8","Orissa","Mayurbhanja","20.14","49.0","88.27","101.96","172.11","140.71","393.04","304.26","363.9","7.76","0.65","19.12"
"709","1982","8","Orissa","Mayurbhanja","1.16","47.35","86.85","56.71","50.0","212.82","175.48","468.02","212.18","25.02","23.45","0.34"
"709","1983","8","Orissa","Mayurbhanja","11.62","80.0","44.53","60.33","134.5","179.64","268.34","462.33","288.55","178.48","1.59","5.58"
"709","1984","8","Orissa","Mayurbhanja","34.27","11.08","0.0","36.3","49.4","408.83","389.01","592.62","206.43","73.86","1.48","0.62"
"709","1985","8","Orissa","Mayurbhanja","17.77","26.86","7.98","25.45","50.72","202.77","318.75","386.93","301.7","197.94","2.1","0.0"
"709","1986","8","Orissa","Mayurbhanja","32.09","12.72","6.06","68.73","99.72","292.1","443.16","300.5","468.42","162.94","103.64","5.21"
"709","1987","8","Orissa","Mayurbhanja","3.8","3.2","13.47","56.17","60.37","128.8","375.24","442.0","201.9","84.9","28.15","3.02"
"709","1988","8","Orissa","Mayurbhanja","1.01","35.12","53.76","46.2","95.39","339.83","376.89","294.75","300.88","80.46","39.47","0.33"
"709","1989","8","Orissa","Mayurbhanja","1.09","3.51","6.23","10.13","166.32","303.4","413.24","319.29","290.89","122.64","2.17","2.51"
"709","1990","8","Orissa","Mayurbhanja","0.0","55.41","101.41","66.48","141.69","285.6","529.23","321.19","285.92","134.73","26.86","1.13"
"709","1991","8","Orissa","Mayurbhanja","57.73","13.14","35.27","28.51","32.09","248.98","460.6","404.5","258.7","126.93","26.61","9.44"
"709","1992","8","Orissa","Mayurbhanja","17.95","57.75","0.0","9.48","165.85","232.08","392.69","316.49","247.53","97.36","1.45","0.0"
"709","1993","8","Orissa","Mayurbhanja","12.71","12.23","39.27","87.69","74.4","295.17","344.58","413.07","334.02","112.27","16.5","0.0"
"709","1994","8","Orissa","Mayurbhanja","10.0","47.42","8.35","67.78","53.81","241.93","331.56","436.98","216.95","104.48","5.76","0.0"
"709","1995","8","Orissa","Mayurbhanja","28.37","35.09","29.66","9.56","82.36","138.37","309.5","265.93","423.29","191.86","92.81","0.1"
"709","1996","8","Orissa","Mayurbhanja","30.09","11.52","5.5","46.96","36.9","256.9","216.7","353.75","144.24","139.5","2.98","0.0"
"709","1997","8","Orissa","Mayurbhanja","43.16","17.19","56.37","111.91","68.77","161.37","383.63","620.15","354.13","38.74","13.99","13.91"
"709","1998","8","Orissa","Mayurbhanja","32.94","59.7","102.19","83.16","70.5","198.72","331.57","272.43","327.4","258.24","73.06","0.0"
"709","1999","8","Orissa","Mayurbhanja","0.0","1.02","1.99","2.28","164.88","239.41","340.14","461.29","412.65","179.5","11.27","0.0"
"709","2000","8","Orissa","Mayurbhanja","4.56","31.0","4.15","40.47","110.88","240.77","297.71","202.11","205.35","76.5","4.97","0.0"
"709","2001","8","Orissa","Mayurbhanja","0.0","2.52","74.73","21.78","120.02","443.87","246.33","342.07","168.81","153.43","24.36","0.0"
"709","2002","8","Orissa","Mayurbhanja","41.68","1.78","12.88","36.85","108.22","240.88","408.73","448.54","291.32","74.13","48.97","0.0"
"709","2003","8","Orissa","Mayurbhanja","0.69","16.88","50.3","21.44","54.02","321.82","320.43","323.06","273.43","346.7","18.96","10.68"
"709","2004","8","Orissa","Mayurbhanja","5.39","2.34","13.89","101.6","38.27","191.32","204.81","386.29","350.6","250.24","0.0","0.0"
"709","2005","8","Orissa","Mayurbhanja","22.97","0.0","85.08","64.52","89.68","195.24","308.09","328.42","424.09","166.84","0.0","0.66"
"709","2006","8","Orissa","Mayurbhanja","0.0","0.0","29.08","33.52","137.87","229.56","479.92","581.06","442.56","92.69","8.33","0.0"
"709","2007","8","Orissa","Mayurbhanja","0.0","83.7","15.99","43.13","105.1","213.94","429.02","472.67","531.48","70.72","9.12","0.0"
"709","2008","8","Orissa","Mayurbhanja","40.03","32.12","13.29","66.89","125.11","523.98","272.61","375.0","423.85","67.42","1.3","0.0"
"709","2009","8","Orissa","Mayurbhanja","1.03","0.0","16.53","0.0","137.3","96.13","423.21","351.42","343.49","75.12","37.93","0.24"
"709","2010","8","Orissa","Mayurbhanja","2.9","7.58","7.0","6.75","193.98","257.88","267.33","296.08","389.9","116.48","14.44","15.52"
"709","2011","8","Orissa","Mayurbhanja","0.0","32.21","13.36","50.02","131.1","395.42","309.31","468.2","380.32","34.52","0.0","0.0"
"709","2012","8","Orissa","Mayurbhanja","49.29","5.15","0.0","106.7","33.64","206.3","390.48","308.13","269.96","77.71","51.98","5.96"
"709","2013","8","Orissa","Mayurbhanja","5.68","10.6","5.62","57.48","93.81","313.29","315.65","390.26","363.6","192.74","0.25","0.01"
"709","2014","8","Orissa","Mayurbhanja","8.36","56.14","56.1","60.76","175.75","174.37","386.62","272.71","386.88","80.36","0.0","0.15"
"709","2015","8","Orissa","Mayurbhanja","13.86","28.25","40.09","134.03","52.84","192.59","466.34","357.5","197.6","68.81","13.46","3.21"
"709","2016","8","Orissa","Mayurbhanja","7.88","61.28","22.99","22.24","130.33","253.52","335.6","481.1","276.08","88.96","33.35","0.19"
"709","2017","8","Orissa","Mayurbhanja","6.36","3.35","70.2","45.82","58.2","186.51","521.51","360.76","262.41","207.29","29.37","10.9"
"709","2018","8","Orissa","Mayurbhanja","1.94","6.23","7.41","74.03","146.17","260.8","482.98","328.98","324.32","101.08","4.33","3.95"
"709","2019","8","Orissa","Mayurbhanja","4.35","75.48","47.35","47.31","158.16","189.96","250.69","541.63","356.76","311.67","22.45","12.38"
"709","2020","8","Orissa","Mayurbhanja","30.63","50.99","66.39","152.82","109.43","239.01","288.06","502.23","245.64","128.74","2.13","0.0"
"709","2021","8","Orissa","Mayurbhanja","1.98","2.94","8.1","28.47","253.21","216.34","290.03","278.71","548.23","152.53","37.6","25.56"
"709","2022","8","Orissa","Mayurbhanja","50.52","16.71","2.15","17.82","57.18","128.62","239.35","393.22","265.46","134.48","1.08","0.0"
"709","2023","8","Orissa","Mayurbhanja","3.97","2.26","69.66","58.03","44.65","160.75","260.62","419.25","395.75","117.74","8.81","8.93"
"710","1958","8","Orissa","Phulbani(Kandhamal)","23.48","23.92","11.58","58.26","24.91","115.42","519.71","274.05","319.08","206.57","56.66","0.0"
"710","1959","8","Orissa","Phulbani(Kandhamal)","23.91","27.04","0.22","28.55","56.65","222.71","425.52","251.71","204.83","171.76","0.0","5.64"
"710","1960","8","Orissa","Phulbani(Kandhamal)","0.73","0.0","26.54","7.93","49.2","230.71","467.92","293.52","208.61","97.78","0.62","9.5"
"710","1961","8","Orissa","Phulbani(Kandhamal)","35.69","83.3","14.73","7.5","75.28","243.04","376.83","374.18","357.57","152.55","9.76","1.37"
"710","1962","8","Orissa","Phulbani(Kandhamal)","192.94","157.06","110.16","81.51","63.1","82.21","321.04","321.04","321.04","321.04","270.33","230.38"
"710","1963","8","Orissa","Phulbani(Kandhamal)","0.11","0.55","13.53","95.86","80.77","176.18","304.66","332.06","274.6","245.71","1.59","0.0"
"710","1964","8","Orissa","Phulbani(Kandhamal)","0.96","31.77","4.62","43.45","64.68","155.22","420.94","410.46","327.95","83.97","7.91","1.57"
"710","1965","8","Orissa","Phulbani(Kandhamal)","12.46","6.58","34.83","35.22","30.26","86.15","523.25","276.57","237.37","57.18","0.82","17.18"
"710","1966","8","Orissa","Phulbani(Kandhamal)","218.51","172.7","111.02","78.22","61.21","128.66","310.72","321.02","321.04","296.2","272.15","229.55"
"710","1967","8","Orissa","Phulbani(Kandhamal)","49.6","0.0","106.23","42.23","6.93","243.62","436.8","275.97","245.75","20.84","0.63","44.5"
"710","1968","8","Orissa","Phulbani(Kandhamal)","38.09","32.32","35.29","27.86","18.12","293.45","406.5","105.76","296.0","215.57","31.63","1.75"
"710","1969","8","Orissa","Phulbani(Kandhamal)","0.54","0.25","23.09","5.53","97.48","135.7","527.4","260.66","252.59","61.02","45.26","24.79"
"710","1970","8","Orissa","Phulbani(Kandhamal)","190.16","154.51","134.71","92.1","75.81","307.98","321.04","321.04","320.92","299.72","248.24","206.48"
"710","1971","8","Orissa","Phulbani(Kandhamal)","167.07","151.2","100.2","80.58","66.33","265.73","314.01","321.04","321.04","320.26","267.01","223.35"
"710","1972","8","Orissa","Phulbani(Kandhamal)","181.18","154.38","97.85","72.08","57.57","52.18","239.68","319.14","321.04","307.59","264.17","216.88"
"710","1973","8","Orissa","Phulbani(Kandhamal)","171.12","126.39","91.24","68.46","55.24","50.59","309.78","321.04","321.04","321.04","270.83","242.89"
"710","1974","8","Orissa","Phulbani(Kandhamal)","0.0","5.55","74.08","8.87","35.15","200.28","245.48","305.04","230.99","158.65","14.04","0.0"
"710","1975","8","Orissa","Phulbani(Kandhamal)","1.94","14.96","12.16","12.68","52.06","395.11","300.45","367.83","283.05","190.82","19.07","0.0"
"710","1976","8","Orissa","Phulbani(Kandhamal)","0.16","6.2","13.77","59.02","59.65","102.88","481.04","489.49","191.02","50.18","57.55","1.86"
"710","1977","8","Orissa","Phulbani(Kandhamal)","3.12","0.34","0.46","56.88","97.04","200.83","418.17","358.32","289.32","69.85","58.69","5.9"
"710","1978","8","Orissa","Phulbani(Kandhamal)","27.89","31.52","33.04","44.81","55.41","226.32","426.18","340.31","239.36","96.14","15.35","47.33"
"710","1979","8","Orissa","Phulbani(Kandhamal)","27.89","59.8","1.18","49.8","72.33","197.4","288.06","198.27","254.37","59.89","21.2","11.81"
"710","1980","8","Orissa","Phulbani(Kandhamal)","22.94","21.77","13.76","19.94","44.08","405.02","444.16","297.1","295.71","80.36","7.77","10.5"
"710","1981","8","Orissa","Phulbani(Kandhamal)","22.87","4.37","62.36","36.72","82.29","158.75","298.75","307.46","412.35","28.33","1.44","16.47"
"710","1982","8","Orissa","Phulbani(Kandhamal)","1.25","25.47","35.49","46.85","33.71","195.68","372.95","340.21","252.03","103.2","17.06","0.32"
"710","1983","8","Orissa","Phulbani(Kandhamal)","1.33","88.76","15.88","21.31","65.68","250.45","333.48","409.52","239.92","101.03","3.16","14.74"
"710","1984","8","Orissa","Phulbani(Kandhamal)","13.27","32.89","1.46","19.18","55.94","256.91","430.01","410.39","185.45","41.86","1.86","2.08"
"710","1985","8","Orissa","Phulbani(Kandhamal)","37.27","27.52","3.17","10.06","28.44","235.32","318.36","407.18","278.83","220.33","2.99","0.67"
"710","1986","8","Orissa","Phulbani(Kandhamal)","51.72","32.22","6.03","51.15","59.35","292.0","412.99","439.84","214.32","82.6","91.83","24.38"
"710","1987","8","Orissa","Phulbani(Kandhamal)","5.77","0.72","11.81","22.9","65.41","88.13","267.92","255.35","125.14","84.49","31.69","5.16"
"710","1988","8","Orissa","Phulbani(Kandhamal)","0.23","12.71","14.89","41.32","85.23","146.39","534.4","182.97","345.69","64.62","3.74","1.17"
"710","1989","8","Orissa","Phulbani(Kandhamal)","0.12","0.02","40.15","5.28","136.38","277.19","554.9","379.06","245.32","24.48","1.16","2.96"
"710","1990","8","Orissa","Phulbani(Kandhamal)","2.02","98.33","94.59","42.27","72.91","238.26","361.95","463.64","196.16","146.91","18.18","13.72"
"710","1991","8","Orissa","Phulbani(Kandhamal)","63.06","0.97","21.25","20.11","38.39","213.19","548.2","302.3","247.76","93.39","59.1","4.7"
"710","1992","8","Orissa","Phulbani(Kandhamal)","17.19","21.09","0.0","8.95","147.19","176.67","443.63","358.56","241.87","95.13","24.02","0.0"
"710","1993","8","Orissa","Phulbani(Kandhamal)","2.12","0.01","12.01","64.21","58.77","247.1","332.28","338.53","252.53","113.16","5.4","0.0"
"710","1994","8","Orissa","Phulbani(Kandhamal)","1.94","26.74","0.34","41.74","54.49","165.96","450.58","377.01","238.64","98.19","9.27","0.0"
"710","1995","8","Orissa","Phulbani(Kandhamal)","59.46","9.94","44.62","13.1","78.86","114.11","335.71","194.41","283.03","229.08","55.05","0.0"
"710","1996","8","Orissa","Phulbani(Kandhamal)","35.48","9.08","5.23","40.66","22.83","257.9","234.53","228.29","111.72","82.62","4.62","3.0"
"710","1997","8","Orissa","Phulbani(Kandhamal)","44.48","3.46","46.86","89.33","30.15","139.85","279.32","485.81","291.9","18.67","30.36","51.12"
"710","1998","8","Orissa","Phulbani(Kandhamal)","19.55","62.41","46.49","68.9","57.7","224.24","411.63","242.12","320.6","215.34","62.27","0.0"
"710","1999","8","Orissa","Phulbani(Kandhamal)","0.16","0.5","0.38","0.0","149.14","255.62","246.55","406.04","206.19","104.59","5.09","0.0"
