"State","District","Crop","Season","Yield-2018-19","Yield-2019-20","Yield-2020-21"
"Odisha","Ganjam","Small Millets","Kharif","","527.00",""
"Odisha","Ganjam","Small Millets","Total","","527.00",""
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Kharif","914.00","611.00","1041.00"
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Summer","880.00","700.00","898.00"
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Total","914.00","611.00","1012.00"
"Odisha","Ganjam","Nutri/Coarse Cereals","Kharif","1739.00","829.00","1537.00"
"Odisha","Ganjam","Nutri/Coarse Cereals","Summer","3944.00","2509.00","1053.00"
"Odisha","Ganjam","Nutri/Coarse Cereals","Total","1852.00","835.00","1474.00"
"Odisha","Ganjam","Cereals","Kharif","1710.00","829.00","1537.00"
"Odisha","Ganjam","Cereals","Rabi","1752.00","2580.00","2860.00"
"Odisha","Ganjam","Cereals","Summer","3329.00","2624.00","1425.00"
"Odisha","Ganjam","Cereals","Total","1752.00","2559.00","2851.00"
"Odisha","Ganjam","Tur","Kharif","","1018.00",""
"Odisha","Ganjam","Tur","Total","","1018.00",""
"Odisha","Ganjam","Gram","Rabi","","809.00",""
"Odisha","Ganjam","Gram","Total","","809.00",""
"Odisha","Ganjam","Urad","Kharif","248.00","278.00","275.00"
"Odisha","Ganjam","Urad","Rabi","220.00","243.00","252.00"
"Odisha","Ganjam","Urad","Summer","","","198.00"
"Odisha","Ganjam","Urad","Total","220.00","243.00","248.00"
"Odisha","Ganjam","Moong","Kharif","1700.00","",""
"Odisha","Ganjam","Moong","Rabi","255.00","249.00","265.00"
"Odisha","Ganjam","Moong","Summer","283.00","","210.00"
"Odisha","Ganjam","Moong","Total","255.00","249.00","253.00"
"Odisha","Ganjam","Other Pulses","Rabi","251.00","657.00","246.00"
"Odisha","Ganjam","Other Pulses","Summer","","","200.00"
"Odisha","Ganjam","Other Pulses","Total","251.00","657.00","246.00"
"Odisha","Ganjam","Total Pulses","Total","250.00","493.00","252.00"
"Odisha","Ganjam","Total Food Grains","Kharif","1627.00","983.00","1534.00"
"Odisha","Ganjam","Total Food Grains","Rabi","1520.00","2289.00","2624.00"
"Odisha","Ganjam","Total Food Grains","Summer","1999.00","2624.00","270.00"
"Odisha","Ganjam","Total Food Grains","Total","1521.00","2217.00","2564.00"
"Odisha","Jagatsinghapur","Rice","Kharif","1278.00","1513.00","2000.00"
"Odisha","Jagatsinghapur","Rice","Rabi","2174.00","2117.00","2432.00"
"Odisha","Jagatsinghapur","Rice","Summer","1414.00","1669.00","3354.00"
"Odisha","Jagatsinghapur","Rice","Total","2167.00","2103.00","2443.00"
"Odisha","Jagatsinghapur","Maize","Summer","","2300.00","1300.00"
"Odisha","Jagatsinghapur","Maize","Total","","2300.00","1300.00"
"Odisha","Jagatsinghapur","Nutri/Coarse Cereals","Summer","","2300.00","1300.00"
"Odisha","Jagatsinghapur","Nutri/Coarse Cereals","Total","","2300.00","1300.00"
"Odisha","Jagatsinghapur","Cereals","Kharif","1278.00","1513.00","2000.00"
"Odisha","Jagatsinghapur","Cereals","Rabi","2174.00","2117.00","2432.00"
"Odisha","Jagatsinghapur","Cereals","Summer","1414.00","1669.00","3352.00"
"Odisha","Jagatsinghapur","Cereals","Total","2167.00","2103.00","2443.00"
"Odisha","Jagatsinghapur","Gram","Rabi","","1000.00",""
"Odisha","Jagatsinghapur","Gram","Total","","1000.00",""
"Odisha","Jagatsinghapur","Urad","Rabi","391.00","333.00","373.00"
"Odisha","Jagatsinghapur","Urad","Summer","313.00","173.00","62.00"
"Odisha","Jagatsinghapur","Urad","Total","330.00","217.00","110.00"
"Odisha","Jagatsinghapur","Moong","Summer","289.00","170.00","60.00"
"Odisha","Jagatsinghapur","Moong","Total","289.00","170.00","60.00"
"Odisha","Jagatsinghapur","Other Pulses","Rabi","393.00","621.00","388.00"
"Odisha","Jagatsinghapur","Other Pulses","Summer","267.00","","103.00"
"Odisha","Jagatsinghapur","Other Pulses","Total","391.00","621.00","346.00"
"Odisha","Jagatsinghapur","Total Pulses","Total","290.00","178.00","62.00"
"Odisha","Jagatsinghapur","Total Food Grains","Kharif","1278.00","1513.00","2000.00"
"Odisha","Jagatsinghapur","Total Food Grains","Rabi","2165.00","2100.00","2424.00"
"Odisha","Jagatsinghapur","Total Food Grains","Summer","296.00","221.00","140.00"
"Odisha","Jagatsinghapur","Total Food Grains","Total","1460.00","1438.00","1598.00"
"Odisha","Jajapur","Rice","Kharif","1223.00","1053.00","691.00"
"Odisha","Jajapur","Rice","Rabi","1802.00","1826.00","1932.00"
"Odisha","Jajapur","Rice","Summer","1333.00","1323.00","2863.00"
"Odisha","Jajapur","Rice","Total","1746.00","1758.00","1809.00"
"Odisha","Jajapur","Maize","Kharif","871.00","","1444.00"
"Odisha","Jajapur","Maize","Total","871.00","","1444.00"
"Odisha","Jajapur","Nutri/Coarse Cereals","Kharif","871.00","","1444.00"
"Odisha","Jajapur","Nutri/Coarse Cereals","Total","871.00","","1444.00"
"Odisha","Jajapur","Cereals","Kharif","1222.00","1053.00","691.00"
"Odisha","Jajapur","Cereals","Rabi","1802.00","1826.00","1932.00"
"Odisha","Jajapur","Cereals","Summer","1333.00","1323.00","2863.00"
"Odisha","Jajapur","Cereals","Total","1745.00","1758.00","1809.00"
"Odisha","Jajapur","Tur","Kharif","","800.00",""
"Odisha","Jajapur","Tur","Total","","800.00",""
"Odisha","Jajapur","Gram","Rabi","","800.00",""
"Odisha","Jajapur","Gram","Total","","800.00",""
"Odisha","Jajapur","Urad","Rabi","251.00","278.00","245.00"
"Odisha","Jajapur","Urad","Summer","236.00","189.00","200.00"
"Odisha","Jajapur","Urad","Total","251.00","278.00","244.00"
"Odisha","Jajapur","Moong","Rabi","","187.00",""
"Odisha","Jajapur","Moong","Summer","207.00","251.00","150.00"
"Odisha","Jajapur","Moong","Total","207.00","250.00","150.00"
"Odisha","Jajapur","Other Pulses","Kharif","","667.00",""
"Odisha","Jajapur","Other Pulses","Rabi","252.00","405.00","208.00"
"Odisha","Jajapur","Other Pulses","Total","252.00","430.00","208.00"
"Odisha","Jajapur","Total Pulses","Total","225.00","286.00","195.00"
"Odisha","Jajapur","Total Food Grains","Kharif","1222.00","1040.00","691.00"
"Odisha","Jajapur","Total Food Grains","Rabi","1717.00","1758.00","1846.00"
"Odisha","Jajapur","Total Food Grains","Summer","261.00","306.00","733.00"
"Odisha","Jajapur","Total Food Grains","Total","1572.00","1581.00","1670.00"
"Odisha","Jharsuguda","Rice","Kharif","325.00","2800.00","2196.00"
"Odisha","Jharsuguda","Rice","Rabi","297.00","3701.00","3000.00"
"Odisha","Jharsuguda","Rice","Summer","3235.00","4082.00","4711.00"
"Odisha","Jharsuguda","Rice","Total","359.00","3330.00","2690.00"
"Odisha","Jharsuguda","Maize","Kharif","2467.00","2706.00","3424.00"
"Odisha","Jharsuguda","Maize","Rabi","","","4100.00"
"Odisha","Jharsuguda","Maize","Summer","","1000.00",""
"Odisha","Jharsuguda","Maize","Total","2467.00","2616.00","3428.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Kharif","2467.00","2706.00","3424.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Rabi","","","4100.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Summer","","1000.00",""
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Total","2467.00","2616.00","3428.00"
"Odisha","Jharsuguda","Cereals","Kharif","327.00","2800.00","2205.00"
"Odisha","Jharsuguda","Cereals","Rabi","297.00","3701.00","3000.00"
"Odisha","Jharsuguda","Cereals","Summer","3235.00","4077.00","4711.00"
"Odisha","Jharsuguda","Cereals","Total","360.00","3330.00","2693.00"
"Odisha","Jharsuguda","Tur","Kharif","","1032.00",""
"Odisha","Jharsuguda","Tur","Total","","1032.00",""
"Odisha","Jharsuguda","Gram","Rabi","","818.00",""
"Odisha","Jharsuguda","Gram","Total","","818.00",""
"Odisha","Jharsuguda","Urad","Rabi","300.00","",""
"Odisha","Jharsuguda","Urad","Summer","","","175.00"
"Odisha","Jharsuguda","Urad","Total","300.00","","175.00"
"Odisha","Jharsuguda","Moong","Rabi","325.00","300.00",""
"Odisha","Jharsuguda","Moong","Summer","325.00","318.00","230.00"
"Odisha","Jharsuguda","Moong","Total","325.00","317.00","230.00"
"Odisha","Jharsuguda","Other Pulses","Kharif","","717.00",""
"Odisha","Jharsuguda","Other Pulses","Rabi","277.00","734.00","321.00"
"Odisha","Jharsuguda","Other Pulses","Total","277.00","723.00","321.00"
"Odisha","Jharsuguda","Total Pulses","Total","287.00","749.00","285.00"
"Odisha","Jharsuguda","Total Food Grains","Kharif","327.00","2627.00","2205.00"
"Odisha","Jharsuguda","Total Food Grains","Rabi","297.00","3590.00","2987.00"
"Odisha","Jharsuguda","Total Food Grains","Summer","3218.00","3756.00","4505.00"
"Odisha","Jharsuguda","Total Food Grains","Total","360.00","3178.00","2683.00"
"Odisha","Kalahandi","Rice","Kharif","1832.00","2088.00","1500.00"
"Odisha","Kalahandi","Rice","Rabi","2040.00","3005.00","2716.00"
"Odisha","Kalahandi","Rice","Summer","2879.00","3689.00","3597.00"
"Odisha","Kalahandi","Rice","Total","2175.00","3020.00","2775.00"
"Odisha","Kalahandi","Wheat","Summer","1350.00","",""
"Odisha","Kalahandi","Wheat","Total","1350.00","",""
"Odisha","Kalahandi","Maize","Kharif","1050.00","1397.00","1907.00"
"Odisha","Kalahandi","Maize","Rabi","2500.00","",""
"Odisha","Kalahandi","Maize","Summer","2993.00","","1500.00"
"Odisha","Kalahandi","Maize","Total","1125.00","1397.00","1906.00"
"Odisha","Kalahandi","Jowar","Kharif","","556.00",""
"Odisha","Kalahandi","Jowar","Total","","556.00",""
"Odisha","Kalahandi","Bajra","Kharif","","667.00",""
"Odisha","Kalahandi","Bajra","Total","","667.00",""
"Odisha","Kalahandi","Ragi","Kharif","322.00","579.00","352.00"
"Odisha","Kalahandi","Ragi","Rabi","594.00","464.00","713.00"
"Odisha","Kalahandi","Ragi","Total","575.00","466.00","685.00"
"Odisha","Kalahandi","Small Millets","Kharif","","530.00",""
"Odisha","Kalahandi","Small Millets","Total","","530.00",""
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Kharif","322.00","537.00","352.00"
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Rabi","594.00","464.00","713.00"
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Total","575.00","510.00","685.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Kharif","996.00","878.00","1779.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Rabi","602.00","464.00","713.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Summer","2993.00","","1500.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Total","834.00","771.00","1252.00"
"Odisha","Kalahandi","Cereals","Kharif","1786.00","1943.00","1516.00"
"Odisha","Kalahandi","Cereals","Rabi","2029.00","2988.00","2697.00"
"Odisha","Kalahandi","Cereals","Summer","2879.00","3689.00","3597.00"
"Odisha","Kalahandi","Cereals","Total","2159.00","2978.00","2756.00"
"Odisha","Kalahandi","Tur","Kharif","","1784.00",""
"Odisha","Kalahandi","Tur","Total","","1784.00",""
"Odisha","Kalahandi","Gram","Rabi","","793.00",""
"Odisha","Kalahandi","Gram","Total","","793.00",""
"Odisha","Kalahandi","Urad","Rabi","362.00","424.00","426.00"
"Odisha","Kalahandi","Urad","Summer","600.00","",""
"Odisha","Kalahandi","Urad","Total","362.00","424.00","426.00"
"Odisha","Kalahandi","Moong","Kharif","350.00","450.00","200.00"
"Odisha","Kalahandi","Moong","Rabi","344.00","548.00","516.00"
"Odisha","Kalahandi","Moong","Summer","427.00","592.00","458.00"
"Odisha","Kalahandi","Moong","Total","408.00","572.00","485.00"
"Odisha","Kalahandi","Lentil","Rabi","","525.00",""
"Odisha","Kalahandi","Lentil","Total","","525.00",""
"Odisha","Kalahandi","Other Pulses","Rabi","399.00","550.00","420.00"
"Odisha","Kalahandi","Other Pulses","Total","399.00","550.00","420.00"
"Odisha","Kalahandi","Total Pulses","Total","400.00","1032.00","466.00"
"Odisha","Kalahandi","Total Food Grains","Kharif","1786.00","1874.00","1516.00"
"Odisha","Kalahandi","Total Food Grains","Rabi","1952.00","2674.00","2457.00"
"Odisha","Kalahandi","Total Food Grains","Summer","2403.00","3030.00","3041.00"
"Odisha","Kalahandi","Total Food Grains","Total","2031.00","2599.00","2497.00"
"Odisha","Kandhamal","Rice","Kharif","1491.00","1367.00","1532.00"
"Odisha","Kandhamal","Rice","Rabi","2012.00","1866.00","2146.00"
"Odisha","Kandhamal","Rice","Summer","2200.00","2200.00","2600.00"
"Odisha","Kandhamal","Rice","Total","1960.00","1826.00","2089.00"
"Odisha","Kandhamal","Maize","Kharif","1117.00","1157.00","1486.00"
"Odisha","Kandhamal","Maize","Summer","","","1500.00"
"Odisha","Kandhamal","Maize","Total","1117.00","1157.00","1486.00"
"Odisha","Kandhamal","Jowar","Kharif","","545.00",""
"Odisha","Kandhamal","Jowar","Total","","545.00",""
"Odisha","Kandhamal","Bajra","Kharif","","571.00",""
"Odisha","Kandhamal","Bajra","Total","","571.00",""
"Odisha","Kandhamal","Ragi","Rabi","200.00","","208.00"
"Odisha","Kandhamal","Ragi","Total","200.00","","208.00"
"Odisha","Kandhamal","Small Millets","Kharif","","523.00",""
"Odisha","Kandhamal","Small Millets","Total","","523.00",""
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Kharif","","529.00",""
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Rabi","200.00","","208.00"
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Total","200.00","529.00","208.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Kharif","1117.00","782.00","1486.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Rabi","200.00","","208.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Summer","","","1500.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Total","1116.00","782.00","1448.00"
"Odisha","Kandhamal","Cereals","Kharif","1424.00","1163.00","1524.00"
"Odisha","Kandhamal","Cereals","Rabi","2012.00","1866.00","2145.00"
"Odisha","Kandhamal","Cereals","Summer","2200.00","2200.00","2591.00"
"Odisha","Kandhamal","Cereals","Total","1942.00","1782.00","2077.00"
"Odisha","Kandhamal","Tur","Kharif","","735.00",""
"Odisha","Kandhamal","Tur","Total","","735.00",""
"Odisha","Kandhamal","Gram","Rabi","","765.00",""
"Odisha","Kandhamal","Gram","Total","","765.00",""
"Odisha","Kandhamal","Urad","Kharif","140.00","",""
"Odisha","Kandhamal","Urad","Rabi","271.00","391.00","540.00"
"Odisha","Kandhamal","Urad","Total","245.00","391.00","540.00"
"Odisha","Kandhamal","Moong","Rabi","265.00","463.00","409.00"
"Odisha","Kandhamal","Moong","Total","265.00","463.00","409.00"
"Odisha","Kandhamal","Other Pulses","Kharif","","768.00",""
"Odisha","Kandhamal","Other Pulses","Rabi","531.00","571.00","488.00"
"Odisha","Kandhamal","Other Pulses","Total","531.00","668.00","488.00"
"Odisha","Kandhamal","Total Pulses","Total","500.00","703.00","500.00"
"Odisha","Kandhamal","Total Food Grains","Kharif","1420.00","936.00","1524.00"
"Odisha","Kandhamal","Total Food Grains","Rabi","1976.00","1809.00","2110.00"
"Odisha","Kandhamal","Total Food Grains","Summer","2200.00","2200.00","2591.00"
"Odisha","Kandhamal","Total Food Grains","Total","1911.00","1617.00","2048.00"
"Odisha","Kendrapara","Rice","Kharif","1327.00","2069.00","1871.00"
"Odisha","Kendrapara","Rice","Rabi","1445.00","2139.00","1810.00"
"Odisha","Kendrapara","Rice","Summer","2571.00","2108.00","3187.00"
"Odisha","Kendrapara","Rice","Total","1444.00","2138.00","1820.00"
"Odisha","Kendrapara","Wheat","Summer","2700.00","",""
"Odisha","Kendrapara","Wheat","Total","2700.00","",""
"Odisha","Kendrapara","Cereals","Kharif","1327.00","2069.00","1871.00"
"Odisha","Kendrapara","Cereals","Rabi","1445.00","2139.00","1810.00"
"Odisha","Kendrapara","Cereals","Summer","2573.00","2108.00","3187.00"
"Odisha","Kendrapara","Cereals","Total","1444.00","2138.00","1820.00"
"Odisha","Kendrapara","Tur","Kharif","","1000.00",""
"Odisha","Kendrapara","Tur","Total","","1000.00",""
"Odisha","Kendrapara","Gram","Rabi","","1000.00",""
"Odisha","Kendrapara","Gram","Total","","1000.00",""
"Odisha","Kendrapara","Urad","Rabi","584.00","472.00","461.00"
"Odisha","Kendrapara","Urad","Summer","470.00","320.00","153.00"
"Odisha","Kendrapara","Urad","Total","545.00","388.00","350.00"
"Odisha","Kendrapara","Moong","Summer","471.00","311.00","161.00"
"Odisha","Kendrapara","Moong","Total","471.00","311.00","161.00"
"Odisha","Kendrapara","Other Pulses","Rabi","619.00","740.00","518.00"
"Odisha","Kendrapara","Other Pulses","Summer","600.00","",""
"Odisha","Kendrapara","Other Pulses","Total","618.00","740.00","518.00"
"Odisha","Kendrapara","Total Pulses","Total","483.00","343.00","190.00"
"Odisha","Kendrapara","Total Food Grains","Kharif","1327.00","2057.00","1871.00"
"Odisha","Kendrapara","Total Food Grains","Rabi","1428.00","2101.00","1771.00"
"Odisha","Kendrapara","Total Food Grains","Summer","478.00","431.00","235.00"
"Odisha","Kendrapara","Total Food Grains","Total","1295.00","1816.00","1439.00"
"Odisha","Kendujhar","Rice","Kharif","1787.00","2255.00","2654.00"
"Odisha","Kendujhar","Rice","Rabi","2395.00","3081.00","3052.00"
"Odisha","Kendujhar","Rice","Summer","2684.00","3014.00","3351.00"
"Odisha","Kendujhar","Rice","Total","2286.00","2950.00","2986.00"
"Odisha","Kendujhar","Maize","Kharif","1651.00","3115.00","2534.00"
"Odisha","Kendujhar","Maize","Total","1651.00","3115.00","2534.00"
"Odisha","Kendujhar","Jowar","Kharif","","625.00",""
"Odisha","Kendujhar","Jowar","Total","","625.00",""
"Odisha","Kendujhar","Bajra","Kharif","","1000.00",""
"Odisha","Kendujhar","Bajra","Total","","1000.00",""
"Odisha","Kendujhar","Ragi","Kharif","","200.00",""
"Odisha","Kendujhar","Ragi","Rabi","","","567.00"
"Odisha","Kendujhar","Ragi","Summer","","400.00",""
"Odisha","Kendujhar","Ragi","Total","","267.00","567.00"
"Odisha","Kendujhar","Small Millets","Kharif","","500.00",""
"Odisha","Kendujhar","Small Millets","Total","","500.00",""
"Odisha","Kendujhar","Shree Anna /Nutri Cereals","Kharif","","609.00",""
"Odisha","Kendujhar","Shree Anna /Nutri Cereals","Rabi","","","567.00"
"Odisha","Kendujhar","Shree Anna /Nutri Cereals","Summer","","400.00",""
"Odisha","Kendujhar","Shree Anna /Nutri Cereals","Total","","608.00","567.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Kharif","1651.00","2734.00","2534.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Rabi","","","567.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Summer","","400.00",""
"Odisha","Kendujhar","Nutri/Coarse Cereals","Total","1651.00","2731.00","2484.00"
"Odisha","Kendujhar","Cereals","Kharif","1785.00","2269.00","2652.00"
"Odisha","Kendujhar","Cereals","Rabi","2395.00","3081.00","3052.00"
"Odisha","Kendujhar","Cereals","Summer","2684.00","3013.00","3351.00"
"Odisha","Kendujhar","Cereals","Total","2284.00","2949.00","2984.00"
"Odisha","Kendujhar","Tur","Kharif","","1126.00",""
"Odisha","Kendujhar","Tur","Total","","1126.00",""
"Odisha","Kendujhar","Gram","Rabi","","805.00",""
"Odisha","Kendujhar","Gram","Total","","805.00",""
"Odisha","Kendujhar","Urad","Kharif","320.00","450.00","298.00"
"Odisha","Kendujhar","Urad","Rabi","310.00","316.00","359.00"
"Odisha","Kendujhar","Urad","Summer","289.00","551.00","516.00"
"Odisha","Kendujhar","Urad","Total","312.00","462.00","376.00"
"Odisha","Kendujhar","Moong","Kharif","","300.00",""
"Odisha","Kendujhar","Moong","Rabi","288.00","318.00","292.00"
"Odisha","Kendujhar","Moong","Summer","433.00","660.00","495.00"
"Odisha","Kendujhar","Moong","Total","374.00","645.00","432.00"
"Odisha","Kendujhar","Lentil","Rabi","","541.00",""
"Odisha","Kendujhar","Lentil","Total","","541.00",""
"Odisha","Kendujhar","Other Pulses","Kharif","","754.00",""
"Odisha","Kendujhar","Other Pulses","Rabi","291.00","700.00","360.00"
"Odisha","Kendujhar","Other Pulses","Summer","","","350.00"
"Odisha","Kendujhar","Other Pulses","Total","291.00","731.00","360.00"
"Odisha","Kendujhar","Total Pulses","Total","309.00","772.00","380.00"
"Odisha","Kendujhar","Total Food Grains","Kharif","1771.00","1868.00","2636.00"
"Odisha","Kendujhar","Total Food Grains","Rabi","2380.00","2907.00","3043.00"
"Odisha","Kendujhar","Total Food Grains","Summer","2109.00","2667.00","2985.00"
"Odisha","Kendujhar","Total Food Grains","Total","2268.00","2698.00","2970.00"
"Odisha","Khordha","Rice","Kharif","","","1000.00"
"Odisha","Khordha","Rice","Rabi","2179.00","2605.00","2455.00"
"Odisha","Khordha","Rice","Summer","920.00","3339.00","3900.00"
"Odisha","Khordha","Rice","Total","2175.00","2610.00","2479.00"
"Odisha","Khordha","Maize","Kharif","1242.00","1000.00","1000.00"
"Odisha","Khordha","Maize","Summer","","","1267.00"
"Odisha","Khordha","Maize","Total","1242.00","1000.00","1160.00"
"Odisha","Khordha","Ragi","Kharif","","","350.00"
"Odisha","Khordha","Ragi","Summer","","","420.00"
"Odisha","Khordha","Ragi","Total","","","408.00"
"Odisha","Khordha","Shree Anna /Nutri Cereals","Kharif","","","350.00"
"Odisha","Khordha","Shree Anna /Nutri Cereals","Summer","","","420.00"
"Odisha","Khordha","Shree Anna /Nutri Cereals","Total","","","408.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Kharif","1242.00","1000.00","675.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Summer","","","615.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Total","1242.00","1000.00","629.00"
"Odisha","Khordha","Cereals","Kharif","1242.00","1000.00","907.00"
"Odisha","Khordha","Cereals","Rabi","2179.00","2605.00","2455.00"
"Odisha","Khordha","Cereals","Summer","920.00","3339.00","3872.00"
"Odisha","Khordha","Cereals","Total","2175.00","2610.00","2479.00"
"Odisha","Khordha","Tur","Kharif","","417.00",""
"Odisha","Khordha","Tur","Total","","417.00",""
"Odisha","Khordha","Gram","Rabi","","737.00",""
"Odisha","Khordha","Gram","Total","","737.00",""
"Odisha","Khordha","Urad","Rabi","231.00","234.00","263.00"
"Odisha","Khordha","Urad","Summer","289.00","412.00","221.00"
"Odisha","Khordha","Urad","Total","277.00","367.00","223.00"
"Odisha","Khordha","Moong","Rabi","263.00","400.00","200.00"
"Odisha","Khordha","Moong","Summer","353.00","478.00","195.00"
"Odisha","Khordha","Moong","Total","350.00","478.00","195.00"
"Odisha","Khordha","Other Pulses","Kharif","","700.00",""
"Odisha","Khordha","Other Pulses","Rabi","100.00","683.00","238.00"
"Odisha","Khordha","Other Pulses","Summer","170.00","","238.00"
"Odisha","Khordha","Other Pulses","Total","158.00","688.00","238.00"
"Odisha","Khordha","Total Pulses","Total","348.00","492.00","198.00"
"Odisha","Khordha","Total Food Grains","Kharif","1242.00","527.00","907.00"
"Odisha","Khordha","Total Food Grains","Rabi","2172.00","2580.00","2454.00"
"Odisha","Khordha","Total Food Grains","Summer","366.00","630.00","755.00"
"Odisha","Khordha","Total Food Grains","Total","1994.00","2354.00","2279.00"
"Odisha","Koraput","Rice","Kharif","923.00","2213.00","2443.00"
"Odisha","Koraput","Rice","Rabi","2738.00","2943.00","2994.00"
"Odisha","Koraput","Rice","Summer","2951.00","2973.00","2746.00"
"Odisha","Koraput","Rice","Total","2629.00","2881.00","2893.00"
"Odisha","Koraput","Wheat","Summer","1878.00","",""
"Odisha","Koraput","Wheat","Total","1878.00","",""
"Odisha","Koraput","Maize","Kharif","2183.00","2122.00","2479.00"
"Odisha","Koraput","Maize","Summer","2197.00","2023.00","2215.00"
"Odisha","Koraput","Maize","Total","2186.00","2089.00","2455.00"
"Odisha","Koraput","Jowar","Kharif","","648.00",""
"Odisha","Koraput","Jowar","Total","","648.00",""
"Odisha","Koraput","Bajra","Kharif","","650.00",""
"Odisha","Koraput","Bajra","Total","","650.00",""
"Odisha","Koraput","Ragi","Kharif","723.00","758.00","806.00"
"Odisha","Koraput","Ragi","Rabi","759.00","736.00","835.00"
"Odisha","Koraput","Ragi","Summer","652.00","694.00","605.00"
"Odisha","Koraput","Ragi","Total","751.00","741.00","828.00"
"Odisha","Koraput","Small Millets","Kharif","","519.00",""
"Odisha","Koraput","Small Millets","Total","","519.00",""
"Odisha","Koraput","Shree Anna /Nutri Cereals","Kharif","723.00","587.00","806.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Rabi","759.00","736.00","835.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Summer","652.00","694.00","605.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Total","751.00","658.00","828.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Kharif","1302.00","744.00","1524.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Rabi","759.00","736.00","835.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Summer","2031.00","1844.00","1838.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Total","965.00","775.00","1074.00"
"Odisha","Koraput","Cereals","Kharif","1071.00","1281.00","2063.00"
"Odisha","Koraput","Cereals","Rabi","2444.00","2584.00","2629.00"
"Odisha","Koraput","Cereals","Summer","2923.00","2925.00","2726.00"
"Odisha","Koraput","Cereals","Total","2371.00","2387.00","2565.00"
"Odisha","Koraput","Tur","Kharif","","1066.00",""
"Odisha","Koraput","Tur","Total","","1066.00",""
"Odisha","Koraput","Gram","Rabi","","701.00",""
"Odisha","Koraput","Gram","Total","","701.00",""
"Odisha","Koraput","Urad","Rabi","315.00","326.00","312.00"
"Odisha","Koraput","Urad","Summer","500.00","660.00",""
"Odisha","Koraput","Urad","Total","315.00","327.00","312.00"
"Odisha","Koraput","Moong","Rabi","313.00","346.00","284.00"
"Odisha","Koraput","Moong","Summer","343.00","385.00","325.00"
"Odisha","Koraput","Moong","Total","328.00","370.00","297.00"
"Odisha","Koraput","Other Pulses","Rabi","386.00","672.00","384.00"
"Odisha","Koraput","Other Pulses","Total","386.00","672.00","384.00"
"Odisha","Koraput","Total Pulses","Total","350.00","723.00","347.00"
"Odisha","Koraput","Total Food Grains","Kharif","1071.00","1255.00","2063.00"
"Odisha","Koraput","Total Food Grains","Rabi","2360.00","2358.00","2511.00"
"Odisha","Koraput","Total Food Grains","Summer","2908.00","2915.00","2718.00"
"Odisha","Koraput","Total Food Grains","Total","2312.00","2224.00","2481.00"
"Odisha","Malkangiri","Rice","Kharif","598.00","1483.00","1441.00"
"Odisha","Malkangiri","Rice","Rabi","2020.00","2327.00","2629.00"
"Odisha","Malkangiri","Rice","Summer","2073.00","1794.00","2277.00"
"Odisha","Malkangiri","Rice","Total","1887.00","2225.00","2444.00"
"Odisha","Malkangiri","Maize","Kharif","767.00","667.00","1403.00"
"Odisha","Malkangiri","Maize","Rabi","2600.00","1644.00",""
"Odisha","Malkangiri","Maize","Summer","1667.00","2546.00","4983.00"
"Odisha","Malkangiri","Maize","Total","794.00","772.00","1444.00"
"Odisha","Malkangiri","Jowar","Kharif","","643.00",""
"Odisha","Malkangiri","Jowar","Total","","643.00",""
"Odisha","Malkangiri","Bajra","Kharif","","500.00",""
"Odisha","Malkangiri","Bajra","Total","","500.00",""
"Odisha","Malkangiri","Ragi","Kharif","597.00","541.00","673.00"
"Odisha","Malkangiri","Ragi","Rabi","635.00","838.00","825.00"
