"State","District","Crop","Season","Yield-2021-22","Yield-2022-23","Yield-2023-24"
"Odisha","Balangir","Other Pulses","Kharif","","","377.00"
"Odisha","Balangir","Other Pulses","Rabi","380.00","382.00",""
"Odisha","Balangir","Other Pulses","Total","380.00","382.00","377.00"
"Odisha","Balangir","Total Pulses","Total","363.00","364.00","371.00"
"Odisha","Balangir","Total Food Grains","Kharif","904.00","1312.00","1656.00"
"Odisha","Balangir","Total Food Grains","Rabi","1417.00","2126.00",""
"Odisha","Balangir","Total Food Grains","Summer","2232.00","2106.00","216.00"
"Odisha","Balangir","Total Food Grains","Total","1270.00","1899.00","1556.00"
"Odisha","Baleshwar","Rice","Kharif","","","1971.00"
"Odisha","Baleshwar","Rice","Rabi","2423.00","2958.00",""
"Odisha","Baleshwar","Rice","Summer","3765.00","3702.00",""
"Odisha","Baleshwar","Rice","Total","2655.00","3117.00","1539.00"
"Odisha","Baleshwar","Wheat","Summer","2500.00","",""
"Odisha","Baleshwar","Wheat","Total","2500.00","",""
"Odisha","Baleshwar","Maize","Summer","3900.00","3160.00","2501.00"
"Odisha","Baleshwar","Maize","Total","3900.00","3160.00","2501.00"
"Odisha","Baleshwar","Ragi","Kharif","","","645.00"
"Odisha","Baleshwar","Ragi","Total","","","645.00"
"Odisha","Baleshwar","Shree Anna /Nutri Cereals","Kharif","","","645.00"
"Odisha","Baleshwar","Shree Anna /Nutri Cereals","Total","","","645.00"
"Odisha","Baleshwar","Nutri/Coarse Cereals","Kharif","","","645.00"
"Odisha","Baleshwar","Nutri/Coarse Cereals","Summer","3900.00","3160.00","2501.00"
"Odisha","Baleshwar","Nutri/Coarse Cereals","Total","3900.00","3160.00","681.00"
"Odisha","Baleshwar","Cereals","Kharif","","","1970.00"
"Odisha","Baleshwar","Cereals","Rabi","2423.00","2958.00",""
"Odisha","Baleshwar","Cereals","Summer","3765.00","3702.00","0.00"
"Odisha","Baleshwar","Cereals","Total","2655.00","3117.00","1538.00"
"Odisha","Baleshwar","Urad","Kharif","400.00","",""
"Odisha","Baleshwar","Urad","Summer","343.00","391.00","340.00"
"Odisha","Baleshwar","Urad","Total","343.00","391.00","340.00"
"Odisha","Baleshwar","Moong","Summer","381.00","475.00","365.00"
"Odisha","Baleshwar","Moong","Total","381.00","475.00","365.00"
"Odisha","Baleshwar","Total Pulses","Total","371.00","447.00","356.00"
"Odisha","Baleshwar","Total Food Grains","Kharif","400.00","","1970.00"
"Odisha","Baleshwar","Total Food Grains","Rabi","2423.00","2958.00",""
"Odisha","Baleshwar","Total Food Grains","Summer","3528.00","3607.00","25.00"
"Odisha","Baleshwar","Total Food Grains","Total","2626.00","3100.00","1519.00"
"Odisha","Bargarh","Rice","Kharif","360.00","3026.00","2314.00"
"Odisha","Bargarh","Rice","Rabi","2122.00","4169.00",""
"Odisha","Bargarh","Rice","Summer","4463.00","4017.00",""
"Odisha","Bargarh","Rice","Total","2590.00","4023.00","1663.00"
"Odisha","Bargarh","Wheat","Summer","1303.00","1596.00",""
"Odisha","Bargarh","Wheat","Total","1303.00","1596.00",""
"Odisha","Bargarh","Maize","Kharif","1751.00","1810.00","2304.00"
"Odisha","Bargarh","Maize","Rabi","940.00","2460.00",""
"Odisha","Bargarh","Maize","Summer","1515.00","2000.00","1460.00"
"Odisha","Bargarh","Maize","Total","1490.00","1906.00","2134.00"
"Odisha","Bargarh","Ragi","Kharif","","254.00","411.00"
"Odisha","Bargarh","Ragi","Rabi","206.00","215.00",""
"Odisha","Bargarh","Ragi","Summer","400.00","373.00",""
"Odisha","Bargarh","Ragi","Total","210.00","236.00","411.00"
"Odisha","Bargarh","Shree Anna /Nutri Cereals","Kharif","","254.00","411.00"
"Odisha","Bargarh","Shree Anna /Nutri Cereals","Rabi","206.00","215.00",""
"Odisha","Bargarh","Shree Anna /Nutri Cereals","Summer","400.00","373.00",""
"Odisha","Bargarh","Shree Anna /Nutri Cereals","Total","210.00","236.00","411.00"
"Odisha","Bargarh","Nutri/Coarse Cereals","Kharif","1751.00","1569.00","494.00"
"Odisha","Bargarh","Nutri/Coarse Cereals","Rabi","376.00","269.00",""
"Odisha","Bargarh","Nutri/Coarse Cereals","Summer","1306.00","681.00","1460.00"
"Odisha","Bargarh","Nutri/Coarse Cereals","Total","850.00","514.00","505.00"
"Odisha","Bargarh","Cereals","Kharif","363.00","3022.00","2287.00"
"Odisha","Bargarh","Cereals","Rabi","2120.00","4161.00",""
"Odisha","Bargarh","Cereals","Summer","4461.00","4012.00","1.00"
"Odisha","Bargarh","Cereals","Total","2589.00","4016.00","1650.00"
"Odisha","Bargarh","Urad","Kharif","305.00","342.00","325.00"
"Odisha","Bargarh","Urad","Rabi","419.00","525.00",""
"Odisha","Bargarh","Urad","Summer","293.00","347.00","439.00"
"Odisha","Bargarh","Urad","Total","306.00","342.00","349.00"
"Odisha","Bargarh","Moong","Kharif","295.00","318.00","324.00"
"Odisha","Bargarh","Moong","Rabi","344.00","421.00",""
"Odisha","Bargarh","Moong","Summer","294.00","346.00","415.00"
"Odisha","Bargarh","Moong","Total","295.00","328.00","364.00"
"Odisha","Bargarh","Other Pulses","Kharif","","","413.00"
"Odisha","Bargarh","Other Pulses","Rabi","266.00","355.00",""
"Odisha","Bargarh","Other Pulses","Total","266.00","355.00","413.00"
"Odisha","Bargarh","Total Pulses","Total","298.00","333.00","364.00"
"Odisha","Bargarh","Total Food Grains","Kharif","346.00","2547.00","2236.00"
"Odisha","Bargarh","Total Food Grains","Rabi","2116.00","4152.00",""
"Odisha","Bargarh","Total Food Grains","Summer","4402.00","3948.00","18.00"
"Odisha","Bargarh","Total Food Grains","Total","2484.00","3924.00","1611.00"
"Odisha","Bhadrak","Rice","Kharif","","","1856.00"
"Odisha","Bhadrak","Rice","Rabi","2489.00","2868.00",""
"Odisha","Bhadrak","Rice","Summer","2696.00","2732.00",""
"Odisha","Bhadrak","Rice","Total","2490.00","2867.00","1831.00"
"Odisha","Bhadrak","Wheat","Summer","","900.00",""
"Odisha","Bhadrak","Wheat","Total","","900.00",""
"Odisha","Bhadrak","Maize","Summer","1500.00","3100.00",""
"Odisha","Bhadrak","Maize","Total","1500.00","3100.00",""
"Odisha","Bhadrak","Ragi","Kharif","","","266.00"
"Odisha","Bhadrak","Ragi","Total","","","266.00"
"Odisha","Bhadrak","Shree Anna /Nutri Cereals","Kharif","","","266.00"
"Odisha","Bhadrak","Shree Anna /Nutri Cereals","Total","","","266.00"
"Odisha","Bhadrak","Nutri/Coarse Cereals","Kharif","","","266.00"
"Odisha","Bhadrak","Nutri/Coarse Cereals","Summer","1500.00","3100.00",""
"Odisha","Bhadrak","Nutri/Coarse Cereals","Total","1500.00","3100.00","266.00"
"Odisha","Bhadrak","Cereals","Kharif","","","1856.00"
"Odisha","Bhadrak","Cereals","Rabi","2489.00","2868.00",""
"Odisha","Bhadrak","Cereals","Summer","2694.00","2730.00",""
"Odisha","Bhadrak","Cereals","Total","2490.00","2867.00","1831.00"
"Odisha","Bhadrak","Urad","Kharif","","","460.00"
"Odisha","Bhadrak","Urad","Rabi","358.00","492.00",""
"Odisha","Bhadrak","Urad","Summer","360.00","415.00","348.00"
"Odisha","Bhadrak","Urad","Total","359.00","445.00","370.00"
"Odisha","Bhadrak","Moong","Rabi","","500.00",""
"Odisha","Bhadrak","Moong","Summer","355.00","439.00","348.00"
"Odisha","Bhadrak","Moong","Total","355.00","439.00","348.00"
"Odisha","Bhadrak","Other Pulses","Rabi","473.00","",""
"Odisha","Bhadrak","Other Pulses","Total","473.00","",""
"Odisha","Bhadrak","Total Pulses","Total","359.00","440.00","356.00"
"Odisha","Bhadrak","Total Food Grains","Kharif","","","1855.00"
"Odisha","Bhadrak","Total Food Grains","Rabi","2482.00","2867.00",""
"Odisha","Bhadrak","Total Food Grains","Summer","871.00","1406.00","163.00"
"Odisha","Bhadrak","Total Food Grains","Total","2453.00","2833.00","1813.00"
"Odisha","Boudh","Rice","Kharif","2256.00","2389.00","2312.00"
"Odisha","Boudh","Rice","Rabi","3179.00","3411.00",""
"Odisha","Boudh","Rice","Summer","2843.00","2794.00",""
"Odisha","Boudh","Rice","Total","3133.00","3341.00","2192.00"
"Odisha","Boudh","Maize","Kharif","868.00","828.00","956.00"
"Odisha","Boudh","Maize","Rabi","767.00","",""
"Odisha","Boudh","Maize","Summer","700.00","",""
"Odisha","Boudh","Maize","Total","861.00","828.00","956.00"
"Odisha","Boudh","Ragi","Kharif","","","430.00"
"Odisha","Boudh","Ragi","Summer","","300.00",""
"Odisha","Boudh","Ragi","Total","","300.00","430.00"
"Odisha","Boudh","Shree Anna /Nutri Cereals","Kharif","","","430.00"
"Odisha","Boudh","Shree Anna /Nutri Cereals","Summer","","300.00",""
"Odisha","Boudh","Shree Anna /Nutri Cereals","Total","","300.00","430.00"
"Odisha","Boudh","Nutri/Coarse Cereals","Kharif","868.00","828.00","693.00"
"Odisha","Boudh","Nutri/Coarse Cereals","Rabi","767.00","",""
"Odisha","Boudh","Nutri/Coarse Cereals","Summer","700.00","300.00",""
"Odisha","Boudh","Nutri/Coarse Cereals","Total","861.00","817.00","693.00"
"Odisha","Boudh","Cereals","Kharif","2218.00","2368.00","2310.00"
"Odisha","Boudh","Cereals","Rabi","3179.00","3411.00",""
"Odisha","Boudh","Cereals","Summer","2842.00","2793.00",""
"Odisha","Boudh","Cereals","Total","3130.00","3339.00","2190.00"
"Odisha","Boudh","Urad","Kharif","150.00","150.00","244.00"
"Odisha","Boudh","Urad","Rabi","215.00","221.00",""
"Odisha","Boudh","Urad","Summer","277.00","279.00","237.00"
"Odisha","Boudh","Urad","Total","217.00","224.00","243.00"
"Odisha","Boudh","Moong","Kharif","208.00","202.00","240.00"
"Odisha","Boudh","Moong","Rabi","220.00","242.00",""
"Odisha","Boudh","Moong","Summer","303.00","290.00","331.00"
"Odisha","Boudh","Moong","Total","261.00","265.00","292.00"
"Odisha","Boudh","Other Pulses","Kharif","","","251.00"
"Odisha","Boudh","Other Pulses","Rabi","231.00","233.00",""
"Odisha","Boudh","Other Pulses","Total","231.00","233.00","251.00"
"Odisha","Boudh","Total Pulses","Total","250.00","255.00","276.00"
"Odisha","Boudh","Total Food Grains","Kharif","2121.00","2282.00","2231.00"
"Odisha","Boudh","Total Food Grains","Rabi","3096.00","3345.00",""
"Odisha","Boudh","Total Food Grains","Summer","2261.00","2013.00","100.00"
"Odisha","Boudh","Total Food Grains","Total","3013.00","3232.00","2081.00"
"Odisha","Cuttack","Rice","Kharif","1788.00","1977.00","2171.00"
"Odisha","Cuttack","Rice","Rabi","2607.00","2888.00",""
"Odisha","Cuttack","Rice","Summer","3832.00","3679.00",""
"Odisha","Cuttack","Rice","Total","2626.00","2894.00","2127.00"
"Odisha","Cuttack","Maize","Kharif","","","2298.00"
"Odisha","Cuttack","Maize","Rabi","3705.00","3763.00",""
"Odisha","Cuttack","Maize","Summer","3940.00","3900.00","3726.00"
"Odisha","Cuttack","Maize","Total","3823.00","3790.00","3051.00"
"Odisha","Cuttack","Ragi","Kharif","722.00","","1060.00"
"Odisha","Cuttack","Ragi","Total","722.00","","1060.00"
"Odisha","Cuttack","Shree Anna /Nutri Cereals","Kharif","722.00","","1060.00"
"Odisha","Cuttack","Shree Anna /Nutri Cereals","Total","722.00","","1060.00"
"Odisha","Cuttack","Nutri/Coarse Cereals","Kharif","722.00","","1310.00"
"Odisha","Cuttack","Nutri/Coarse Cereals","Rabi","3705.00","3763.00",""
"Odisha","Cuttack","Nutri/Coarse Cereals","Summer","3940.00","3900.00","3726.00"
"Odisha","Cuttack","Nutri/Coarse Cereals","Total","2332.00","3790.00","1755.00"
"Odisha","Cuttack","Cereals","Kharif","1759.00","1977.00","2167.00"
"Odisha","Cuttack","Cereals","Rabi","2608.00","2888.00",""
"Odisha","Cuttack","Cereals","Summer","3833.00","3680.00","172.00"
"Odisha","Cuttack","Cereals","Total","2626.00","2894.00","2125.00"
"Odisha","Cuttack","Urad","Kharif","","","440.00"
"Odisha","Cuttack","Urad","Rabi","438.00","429.00",""
"Odisha","Cuttack","Urad","Summer","351.00","395.00","520.00"
"Odisha","Cuttack","Urad","Total","422.00","416.00","453.00"
"Odisha","Cuttack","Moong","Kharif","","","324.00"
"Odisha","Cuttack","Moong","Summer","475.00","426.00","493.00"
"Odisha","Cuttack","Moong","Total","475.00","426.00","492.00"
"Odisha","Cuttack","Other Pulses","Kharif","","","468.00"
"Odisha","Cuttack","Other Pulses","Rabi","491.00","470.00",""
"Odisha","Cuttack","Other Pulses","Summer","335.00","408.00",""
"Odisha","Cuttack","Other Pulses","Total","490.00","469.00","468.00"
"Odisha","Cuttack","Total Pulses","Total","459.00","425.00","479.00"
"Odisha","Cuttack","Total Food Grains","Kharif","1759.00","1977.00","1956.00"
"Odisha","Cuttack","Total Food Grains","Rabi","2472.00","2782.00",""
"Odisha","Cuttack","Total Food Grains","Summer","1054.00","662.00","473.00"
"Odisha","Cuttack","Total Food Grains","Total","2305.00","2318.00","1638.00"
"Odisha","Deogarh","Rice","Kharif","1705.00","1708.00","2085.00"
"Odisha","Deogarh","Rice","Rabi","1985.00","2838.00",""
"Odisha","Deogarh","Rice","Summer","2010.00","2000.00",""
"Odisha","Deogarh","Rice","Total","1855.00","2588.00","2072.00"
"Odisha","Deogarh","Maize","Kharif","1640.00","2112.00","2118.00"
"Odisha","Deogarh","Maize","Summer","1771.00","1637.00","1994.00"
"Odisha","Deogarh","Maize","Total","1645.00","1971.00","2111.00"
"Odisha","Deogarh","Ragi","Kharif","","","438.00"
"Odisha","Deogarh","Ragi","Total","","","438.00"
"Odisha","Deogarh","Shree Anna /Nutri Cereals","Kharif","","","438.00"
"Odisha","Deogarh","Shree Anna /Nutri Cereals","Total","","","438.00"
"Odisha","Deogarh","Nutri/Coarse Cereals","Kharif","1640.00","2112.00","1579.00"
"Odisha","Deogarh","Nutri/Coarse Cereals","Summer","1771.00","1637.00","1994.00"
"Odisha","Deogarh","Nutri/Coarse Cereals","Total","1645.00","1971.00","1597.00"
"Odisha","Deogarh","Cereals","Kharif","1703.00","1713.00","2083.00"
"Odisha","Deogarh","Cereals","Rabi","1985.00","2838.00",""
"Odisha","Deogarh","Cereals","Summer","1834.00","1698.00","59.00"
"Odisha","Deogarh","Cereals","Total","1852.00","2585.00","2070.00"
"Odisha","Deogarh","Urad","Kharif","360.00","343.00","339.00"
"Odisha","Deogarh","Urad","Rabi","353.00","",""
"Odisha","Deogarh","Urad","Summer","500.00","300.00","389.00"
"Odisha","Deogarh","Urad","Total","360.00","340.00","351.00"
"Odisha","Deogarh","Moong","Kharif","312.00","298.00","332.00"
"Odisha","Deogarh","Moong","Rabi","287.00","296.00",""
"Odisha","Deogarh","Moong","Summer","317.00","302.00","338.00"
"Odisha","Deogarh","Moong","Total","309.00","298.00","336.00"
"Odisha","Deogarh","Other Pulses","Kharif","","","420.00"
"Odisha","Deogarh","Other Pulses","Rabi","414.00","353.00",""
"Odisha","Deogarh","Other Pulses","Total","414.00","353.00","420.00"
"Odisha","Deogarh","Total Pulses","Total","334.00","326.00","366.00"
"Odisha","Deogarh","Total Food Grains","Kharif","1508.00","1680.00","2056.00"
"Odisha","Deogarh","Total Food Grains","Rabi","1935.00","2819.00",""
"Odisha","Deogarh","Total Food Grains","Summer","939.00","1031.00","225.00"
"Odisha","Deogarh","Total Food Grains","Total","1720.00","2557.00","2030.00"
"Odisha","Dhenkanal","Rice","Kharif","1263.00","2120.00","2488.00"
"Odisha","Dhenkanal","Rice","Rabi","2955.00","3392.00",""
"Odisha","Dhenkanal","Rice","Summer","3574.00","2840.00",""
"Odisha","Dhenkanal","Rice","Total","2945.00","3386.00","2464.00"
"Odisha","Dhenkanal","Wheat","Summer","3200.00","1200.00",""
"Odisha","Dhenkanal","Wheat","Total","3200.00","1200.00",""
"Odisha","Dhenkanal","Maize","Kharif","2070.00","2072.00","2913.00"
"Odisha","Dhenkanal","Maize","Rabi","2700.00","2508.00",""
"Odisha","Dhenkanal","Maize","Summer","2097.00","2153.00","3223.00"
"Odisha","Dhenkanal","Maize","Total","2201.00","2228.00","3057.00"
"Odisha","Dhenkanal","Ragi","Kharif","671.00","600.00","710.00"
"Odisha","Dhenkanal","Ragi","Summer","","789.00",""
"Odisha","Dhenkanal","Ragi","Total","671.00","720.00","710.00"
"Odisha","Dhenkanal","Shree Anna /Nutri Cereals","Kharif","671.00","600.00","710.00"
"Odisha","Dhenkanal","Shree Anna /Nutri Cereals","Summer","","789.00",""
"Odisha","Dhenkanal","Shree Anna /Nutri Cereals","Total","671.00","720.00","710.00"
"Odisha","Dhenkanal","Nutri/Coarse Cereals","Kharif","1948.00","1841.00","1595.00"
"Odisha","Dhenkanal","Nutri/Coarse Cereals","Rabi","2700.00","2508.00",""
"Odisha","Dhenkanal","Nutri/Coarse Cereals","Summer","2097.00","1714.00","3223.00"
"Odisha","Dhenkanal","Nutri/Coarse Cereals","Total","2124.00","1966.00","2014.00"
"Odisha","Dhenkanal","Cereals","Kharif","1360.00","2039.00","2482.00"
"Odisha","Dhenkanal","Cereals","Rabi","2955.00","3391.00",""
"Odisha","Dhenkanal","Cereals","Summer","3311.00","2545.00","613.00"
"Odisha","Dhenkanal","Cereals","Total","2943.00","3382.00","2460.00"
"Odisha","Dhenkanal","Urad","Kharif","367.00","333.00","628.00"
"Odisha","Dhenkanal","Urad","Rabi","437.00","436.00",""
"Odisha","Dhenkanal","Urad","Summer","425.00","349.00","584.00"
"Odisha","Dhenkanal","Urad","Total","437.00","432.00","627.00"
"Odisha","Dhenkanal","Moong","Kharif","","311.00","589.00"
"Odisha","Dhenkanal","Moong","Rabi","444.00","441.00",""
"Odisha","Dhenkanal","Moong","Summer","423.00","402.00","562.00"
"Odisha","Dhenkanal","Moong","Total","426.00","407.00","564.00"
"Odisha","Dhenkanal","Other Pulses","Kharif","","","546.00"
"Odisha","Dhenkanal","Other Pulses","Rabi","444.00","392.00",""
"Odisha","Dhenkanal","Other Pulses","Summer","350.00","",""
"Odisha","Dhenkanal","Other Pulses","Total","444.00","392.00","546.00"
"Odisha","Dhenkanal","Total Pulses","Total","432.00","417.00","585.00"
"Odisha","Dhenkanal","Total Food Grains","Kharif","1355.00","1688.00","2402.00"
"Odisha","Dhenkanal","Total Food Grains","Rabi","2874.00","3273.00",""
"Odisha","Dhenkanal","Total Food Grains","Summer","688.00","792.00","574.00"
"Odisha","Dhenkanal","Total Food Grains","Total","2804.00","3216.00","2320.00"
"Odisha","Gajapati","Rice","Kharif","","","1461.00"
"Odisha","Gajapati","Rice","Rabi","2260.00","2587.00",""
"Odisha","Gajapati","Rice","Summer","2090.00","1881.00",""
"Odisha","Gajapati","Rice","Total","2258.00","2574.00","1419.00"
"Odisha","Gajapati","Maize","Kharif","2383.00","2275.00","2495.00"
"Odisha","Gajapati","Maize","Summer","","1145.00","2111.00"
"Odisha","Gajapati","Maize","Total","2383.00","2274.00","2495.00"
"Odisha","Gajapati","Ragi","Kharif","990.00","936.00","954.00"
"Odisha","Gajapati","Ragi","Rabi","1080.00","",""
"Odisha","Gajapati","Ragi","Summer","974.00","1155.00",""
"Odisha","Gajapati","Ragi","Total","992.00","944.00","954.00"
"Odisha","Gajapati","Shree Anna /Nutri Cereals","Kharif","990.00","936.00","954.00"
"Odisha","Gajapati","Shree Anna /Nutri Cereals","Rabi","1080.00","",""
"Odisha","Gajapati","Shree Anna /Nutri Cereals","Summer","974.00","1155.00",""
"Odisha","Gajapati","Shree Anna /Nutri Cereals","Total","992.00","944.00","954.00"
"Odisha","Gajapati","Nutri/Coarse Cereals","Kharif","2276.00","2186.00","2382.00"
"Odisha","Gajapati","Nutri/Coarse Cereals","Rabi","1080.00","",""
"Odisha","Gajapati","Nutri/Coarse Cereals","Summer","974.00","1152.00","2111.00"
"Odisha","Gajapati","Nutri/Coarse Cereals","Total","2272.00","2182.00","2382.00"
"Odisha","Gajapati","Cereals","Kharif","2276.00","2186.00","1701.00"
"Odisha","Gajapati","Cereals","Rabi","2259.00","2587.00",""
"Odisha","Gajapati","Cereals","Summer","2022.00","1810.00","34.00"
"Odisha","Gajapati","Cereals","Total","2263.00","2441.00","1664.00"
"Odisha","Gajapati","Urad","Kharif","","264.00","240.00"
"Odisha","Gajapati","Urad","Rabi","267.00","272.00",""
"Odisha","Gajapati","Urad","Total","267.00","272.00","240.00"
"Odisha","Gajapati","Moong","Kharif","","","243.00"
"Odisha","Gajapati","Moong","Rabi","306.00","283.00",""
"Odisha","Gajapati","Moong","Total","306.00","283.00","243.00"
"Odisha","Gajapati","Other Pulses","Kharif","","","243.00"
"Odisha","Gajapati","Other Pulses","Rabi","292.00","292.00",""
"Odisha","Gajapati","Other Pulses","Total","292.00","292.00","243.00"
"Odisha","Gajapati","Total Pulses","Total","283.00","278.00","241.00"
"Odisha","Gajapati","Total Food Grains","Kharif","2276.00","2178.00","1600.00"
"Odisha","Gajapati","Total Food Grains","Rabi","2010.00","2369.00",""
"Odisha","Gajapati","Total Food Grains","Summer","2022.00","1810.00","34.00"
"Odisha","Gajapati","Total Food Grains","Total","2086.00","2301.00","1568.00"
"Odisha","Ganjam","Rice","Kharif","","","1793.00"
"Odisha","Ganjam","Rice","Rabi","2114.00","3059.00",""
"Odisha","Ganjam","Rice","Summer","2365.00","3000.00",""
"Odisha","Ganjam","Rice","Total","2115.00","3059.00","1793.00"
"Odisha","Ganjam","Maize","Kharif","1831.00","1942.00","2709.00"
"Odisha","Ganjam","Maize","Summer","2170.00","2030.00","2258.00"
"Odisha","Ganjam","Maize","Total","1847.00","1949.00","2702.00"
"Odisha","Ganjam","Ragi","Kharif","867.00","997.00","1022.00"
"Odisha","Ganjam","Ragi","Rabi","","1099.00",""
"Odisha","Ganjam","Ragi","Summer","1029.00","1034.00",""
"Odisha","Ganjam","Ragi","Total","875.00","1010.00","1022.00"
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Kharif","867.00","997.00","1022.00"
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Rabi","","1099.00",""
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Summer","1029.00","1034.00",""
"Odisha","Ganjam","Shree Anna /Nutri Cereals","Total","875.00","1010.00","1022.00"
"Odisha","Ganjam","Nutri/Coarse Cereals","Kharif","1328.00","1393.00","1692.00"
"Odisha","Ganjam","Nutri/Coarse Cereals","Rabi","","1099.00",""
"Odisha","Ganjam","Nutri/Coarse Cereals","Summer","1555.00","1399.00","2258.00"
"Odisha","Ganjam","Nutri/Coarse Cereals","Total","1339.00","1377.00","1696.00"
"Odisha","Ganjam","Cereals","Kharif","1328.00","1393.00","1792.00"
"Odisha","Ganjam","Cereals","Rabi","2114.00","3058.00",""
"Odisha","Ganjam","Cereals","Summer","2077.00","2104.00","1026.00"
"Odisha","Ganjam","Cereals","Total","2105.00","3045.00","1792.00"
"Odisha","Ganjam","Urad","Kharif","242.00","188.00","244.00"
