"State","District","Crop","Season","Yield-2013-14","Yield-2014-15"
"Odisha","Jharsuguda","Rice","Rabi","1609.00","1652.00"
"Odisha","Jharsuguda","Rice","Total","1275.00","1420.00"
"Odisha","Jharsuguda","Wheat","Summer","1506.00",""
"Odisha","Jharsuguda","Wheat","Total","1506.00",""
"Odisha","Jharsuguda","Maize","Kharif","2137.00","3121.00"
"Odisha","Jharsuguda","Maize","Rabi","","4500.00"
"Odisha","Jharsuguda","Maize","Summer","3000.00",""
"Odisha","Jharsuguda","Maize","Total","2171.00","3397.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Kharif","2137.00","3121.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Rabi","","4500.00"
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Summer","3000.00",""
"Odisha","Jharsuguda","Nutri/Coarse Cereals","Total","2171.00","3397.00"
"Odisha","Jharsuguda","Cereals","Kharif","827.00","959.00"
"Odisha","Jharsuguda","Cereals","Rabi","1609.00","1653.00"
"Odisha","Jharsuguda","Cereals","Summer","1663.00",""
"Odisha","Jharsuguda","Cereals","Total","1276.00","1421.00"
"Odisha","Jharsuguda","Urad","Kharif","133.00","194.00"
"Odisha","Jharsuguda","Urad","Total","133.00","194.00"
"Odisha","Jharsuguda","Moong","Summer","373.00","344.00"
"Odisha","Jharsuguda","Moong","Total","373.00","344.00"
"Odisha","Jharsuguda","Other Pulses","Rabi","341.00","353.00"
"Odisha","Jharsuguda","Other Pulses","Total","341.00","353.00"
"Odisha","Jharsuguda","Total Pulses","Total","362.00","306.00"
"Odisha","Jharsuguda","Total Food Grains","Kharif","827.00","957.00"
"Odisha","Jharsuguda","Total Food Grains","Rabi","1602.00","1652.00"
"Odisha","Jharsuguda","Total Food Grains","Summer","461.00","344.00"
"Odisha","Jharsuguda","Total Food Grains","Total","1268.00","1418.00"
"Odisha","Kalahandi","Rice","Kharif","1778.00","1667.00"
"Odisha","Kalahandi","Rice","Rabi","2774.00","2432.00"
"Odisha","Kalahandi","Rice","Summer","2575.00","2795.00"
"Odisha","Kalahandi","Rice","Total","2490.00","2325.00"
"Odisha","Kalahandi","Wheat","Summer","","1500.00"
"Odisha","Kalahandi","Wheat","Total","","1500.00"
"Odisha","Kalahandi","Maize","Kharif","1529.00","1213.00"
"Odisha","Kalahandi","Maize","Summer","1456.00","1119.00"
"Odisha","Kalahandi","Maize","Total","1528.00","1211.00"
"Odisha","Kalahandi","Ragi","Kharif","480.00","507.00"
"Odisha","Kalahandi","Ragi","Rabi","526.00","492.00"
"Odisha","Kalahandi","Ragi","Total","511.00","498.00"
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Kharif","480.00","507.00"
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Rabi","526.00","492.00"
"Odisha","Kalahandi","Shree Anna /Nutri Cereals","Total","511.00","498.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Kharif","1433.00","1145.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Rabi","526.00","492.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Summer","1456.00","1119.00"
"Odisha","Kalahandi","Nutri/Coarse Cereals","Total","1293.00","1070.00"
"Odisha","Kalahandi","Cereals","Kharif","1756.00","1628.00"
"Odisha","Kalahandi","Cereals","Rabi","2762.00","2424.00"
"Odisha","Kalahandi","Cereals","Summer","2575.00","2792.00"
"Odisha","Kalahandi","Cereals","Total","2467.00","2299.00"
"Odisha","Kalahandi","Urad","Kharif","350.00",""
"Odisha","Kalahandi","Urad","Rabi","359.00","333.00"
"Odisha","Kalahandi","Urad","Summer","174.00","327.00"
"Odisha","Kalahandi","Urad","Total","358.00","333.00"
"Odisha","Kalahandi","Moong","Kharif","300.00",""
"Odisha","Kalahandi","Moong","Rabi","350.00","389.00"
"Odisha","Kalahandi","Moong","Summer","379.00","363.00"
"Odisha","Kalahandi","Moong","Total","367.00","376.00"
"Odisha","Kalahandi","Other Pulses","Rabi","331.00","334.00"
"Odisha","Kalahandi","Other Pulses","Total","331.00","334.00"
"Odisha","Kalahandi","Total Pulses","Total","357.00","364.00"
"Odisha","Kalahandi","Total Food Grains","Kharif","1756.00","1628.00"
"Odisha","Kalahandi","Total Food Grains","Rabi","2551.00","2256.00"
"Odisha","Kalahandi","Total Food Grains","Summer","2238.00","2481.00"
"Odisha","Kalahandi","Total Food Grains","Total","2304.00","2159.00"
"Odisha","Kandhamal","Rice","Kharif","1222.00","1222.00"
"Odisha","Kandhamal","Rice","Rabi","1622.00","2028.00"
"Odisha","Kandhamal","Rice","Summer","","1000.00"
"Odisha","Kandhamal","Rice","Total","1543.00","1848.00"
"Odisha","Kandhamal","Maize","Kharif","965.00","1015.00"
"Odisha","Kandhamal","Maize","Rabi","1400.00",""
"Odisha","Kandhamal","Maize","Summer","1800.00","1333.00"
"Odisha","Kandhamal","Maize","Total","966.00","1016.00"
"Odisha","Kandhamal","Ragi","Kharif","656.00","592.00"
"Odisha","Kandhamal","Ragi","Total","656.00","592.00"
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Kharif","656.00","592.00"
"Odisha","Kandhamal","Shree Anna /Nutri Cereals","Total","656.00","592.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Kharif","963.00","1012.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Rabi","1400.00",""
"Odisha","Kandhamal","Nutri/Coarse Cereals","Summer","1800.00","1333.00"
"Odisha","Kandhamal","Nutri/Coarse Cereals","Total","963.00","1013.00"
"Odisha","Kandhamal","Cereals","Kharif","1174.00","1187.00"
"Odisha","Kandhamal","Cereals","Rabi","1622.00","2028.00"
"Odisha","Kandhamal","Cereals","Summer","1800.00","1001.00"
"Odisha","Kandhamal","Cereals","Total","1519.00","1816.00"
"Odisha","Kandhamal","Urad","Kharif","85.00","210.00"
"Odisha","Kandhamal","Urad","Rabi","206.00","184.00"
"Odisha","Kandhamal","Urad","Total","191.00","185.00"
"Odisha","Kandhamal","Moong","Rabi","185.00","177.00"
"Odisha","Kandhamal","Moong","Total","185.00","177.00"
"Odisha","Kandhamal","Other Pulses","Rabi","253.00","251.00"
"Odisha","Kandhamal","Other Pulses","Total","253.00","251.00"
"Odisha","Kandhamal","Total Pulses","Total","239.00","238.00"
"Odisha","Kandhamal","Total Food Grains","Kharif","1170.00","1186.00"
"Odisha","Kandhamal","Total Food Grains","Rabi","1547.00","1938.00"
"Odisha","Kandhamal","Total Food Grains","Summer","1800.00","1001.00"
"Odisha","Kandhamal","Total Food Grains","Total","1464.00","1756.00"
"Odisha","Kendrapara","Rice","Kharif","1333.00","1500.00"
"Odisha","Kendrapara","Rice","Rabi","1146.00","1423.00"
"Odisha","Kendrapara","Rice","Summer","2000.00","2000.00"
"Odisha","Kendrapara","Rice","Total","1163.00","1429.00"
"Odisha","Kendrapara","Wheat","Summer","2100.00",""
"Odisha","Kendrapara","Wheat","Total","2100.00",""
"Odisha","Kendrapara","Cereals","Kharif","1333.00","1500.00"
"Odisha","Kendrapara","Cereals","Rabi","1146.00","1423.00"
"Odisha","Kendrapara","Cereals","Summer","2000.00","2000.00"
"Odisha","Kendrapara","Cereals","Total","1163.00","1429.00"
"Odisha","Kendrapara","Urad","Rabi","261.00","453.00"
"Odisha","Kendrapara","Urad","Summer","413.00","424.00"
"Odisha","Kendrapara","Urad","Total","283.00","449.00"
"Odisha","Kendrapara","Moong","Summer","390.00","436.00"
"Odisha","Kendrapara","Moong","Total","390.00","436.00"
"Odisha","Kendrapara","Other Pulses","Rabi","317.00","432.00"
"Odisha","Kendrapara","Other Pulses","Total","317.00","432.00"
"Odisha","Kendrapara","Total Pulses","Total","363.00","439.00"
"Odisha","Kendrapara","Total Food Grains","Kharif","1333.00","1500.00"
"Odisha","Kendrapara","Total Food Grains","Rabi","1107.00","1379.00"
"Odisha","Kendrapara","Total Food Grains","Summer","527.00","499.00"
"Odisha","Kendrapara","Total Food Grains","Total","1027.00","1241.00"
"Odisha","Kendujhar","Rice","Kharif","1333.00","1588.00"
"Odisha","Kendujhar","Rice","Rabi","1576.00","2529.00"
"Odisha","Kendujhar","Rice","Summer","3000.00","2500.00"
"Odisha","Kendujhar","Rice","Total","1551.00","2347.00"
"Odisha","Kendujhar","Wheat","Summer","1598.00","2104.00"
"Odisha","Kendujhar","Wheat","Total","1598.00","2104.00"
"Odisha","Kendujhar","Maize","Kharif","1790.00","1754.00"
"Odisha","Kendujhar","Maize","Rabi","","2200.00"
"Odisha","Kendujhar","Maize","Summer","2150.00","1950.00"
"Odisha","Kendujhar","Maize","Total","1791.00","1754.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Kharif","1790.00","1754.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Rabi","","2200.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Summer","2150.00","1950.00"
"Odisha","Kendujhar","Nutri/Coarse Cereals","Total","1791.00","1754.00"
"Odisha","Kendujhar","Cereals","Kharif","1354.00","1597.00"
"Odisha","Kendujhar","Cereals","Rabi","1576.00","2529.00"
"Odisha","Kendujhar","Cereals","Summer","2959.00","2493.00"
"Odisha","Kendujhar","Cereals","Total","1553.00","2340.00"
"Odisha","Kendujhar","Urad","Kharif","292.00","325.00"
"Odisha","Kendujhar","Urad","Rabi","245.00","296.00"
"Odisha","Kendujhar","Urad","Total","279.00","322.00"
"Odisha","Kendujhar","Moong","Rabi","239.00","312.00"
"Odisha","Kendujhar","Moong","Summer","231.00","321.00"
"Odisha","Kendujhar","Moong","Total","233.00","318.00"
"Odisha","Kendujhar","Other Pulses","Rabi","288.00","302.00"
"Odisha","Kendujhar","Other Pulses","Total","288.00","302.00"
"Odisha","Kendujhar","Total Pulses","Total","275.00","310.00"
"Odisha","Kendujhar","Total Food Grains","Kharif","1334.00","1573.00"
"Odisha","Kendujhar","Total Food Grains","Rabi","1562.00","2504.00"
"Odisha","Kendujhar","Total Food Grains","Summer","2615.00","2304.00"
"Odisha","Kendujhar","Total Food Grains","Total","1535.00","2312.00"
"Odisha","Khordha","Rice","Rabi","763.00","2168.00"
"Odisha","Khordha","Rice","Summer","6000.00","4000.00"
"Odisha","Khordha","Rice","Total","816.00","2186.00"
"Odisha","Khordha","Wheat","Summer","","900.00"
"Odisha","Khordha","Wheat","Total","","900.00"
"Odisha","Khordha","Maize","Kharif","2726.00","2075.00"
"Odisha","Khordha","Maize","Summer","2200.00","1000.00"
"Odisha","Khordha","Maize","Total","2684.00","1717.00"
"Odisha","Khordha","Ragi","Rabi","","782.00"
"Odisha","Khordha","Ragi","Summer","720.00","800.00"
"Odisha","Khordha","Ragi","Total","720.00","784.00"
"Odisha","Khordha","Shree Anna /Nutri Cereals","Rabi","","782.00"
"Odisha","Khordha","Shree Anna /Nutri Cereals","Summer","720.00","800.00"
"Odisha","Khordha","Shree Anna /Nutri Cereals","Total","720.00","784.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Kharif","2726.00","2075.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Rabi","","782.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Summer","1143.00","880.00"
"Odisha","Khordha","Nutri/Coarse Cereals","Total","2357.00","965.00"
"Odisha","Khordha","Cereals","Kharif","2726.00","2075.00"
"Odisha","Khordha","Cereals","Rabi","763.00","2168.00"
"Odisha","Khordha","Cereals","Summer","5966.00","3981.00"
"Odisha","Khordha","Cereals","Total","817.00","2186.00"
"Odisha","Khordha","Urad","Rabi","208.00","274.00"
"Odisha","Khordha","Urad","Summer","310.00","213.00"
"Odisha","Khordha","Urad","Total","218.00","271.00"
"Odisha","Khordha","Moong","Rabi","242.00","384.00"
"Odisha","Khordha","Moong","Summer","300.00","228.00"
"Odisha","Khordha","Moong","Total","297.00","228.00"
"Odisha","Khordha","Other Pulses","Rabi","291.00","293.00"
"Odisha","Khordha","Other Pulses","Summer","243.00","239.00"
"Odisha","Khordha","Other Pulses","Total","287.00","287.00"
"Odisha","Khordha","Total Pulses","Total","289.00","234.00"
"Odisha","Khordha","Total Food Grains","Kharif","2726.00","2075.00"
"Odisha","Khordha","Total Food Grains","Rabi","750.00","2123.00"
"Odisha","Khordha","Total Food Grains","Summer","731.00","426.00"
"Odisha","Khordha","Total Food Grains","Total","748.00","1859.00"
"Odisha","Koraput","Rice","Kharif","1391.00","1150.00"
"Odisha","Koraput","Rice","Rabi","3000.00","2122.00"
"Odisha","Koraput","Rice","Summer","2667.00","2440.00"
"Odisha","Koraput","Rice","Total","2669.00","2037.00"
"Odisha","Koraput","Wheat","Summer","3500.00",""
"Odisha","Koraput","Wheat","Total","3500.00",""
"Odisha","Koraput","Maize","Kharif","1975.00","1992.00"
"Odisha","Koraput","Maize","Rabi","3509.00",""
"Odisha","Koraput","Maize","Summer","2277.00","2287.00"
"Odisha","Koraput","Maize","Total","2003.00","2019.00"
"Odisha","Koraput","Ragi","Kharif","835.00","721.00"
"Odisha","Koraput","Ragi","Rabi","899.00","771.00"
"Odisha","Koraput","Ragi","Summer","753.00","762.00"
"Odisha","Koraput","Ragi","Total","887.00","760.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Kharif","835.00","721.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Rabi","899.00","771.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Summer","753.00","762.00"
"Odisha","Koraput","Shree Anna /Nutri Cereals","Total","887.00","760.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Kharif","1350.00","1257.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Rabi","900.00","771.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Summer","2079.00","2248.00"
"Odisha","Koraput","Nutri/Coarse Cereals","Total","1040.00","945.00"
"Odisha","Koraput","Cereals","Kharif","1378.00","1190.00"
"Odisha","Koraput","Cereals","Rabi","2498.00","1828.00"
"Odisha","Koraput","Cereals","Summer","2652.00","2436.00"
"Odisha","Koraput","Cereals","Total","2297.00","1801.00"
"Odisha","Koraput","Urad","Kharif","200.00",""
"Odisha","Koraput","Urad","Rabi","347.00","275.00"
"Odisha","Koraput","Urad","Summer","","625.00"
"Odisha","Koraput","Urad","Total","347.00","276.00"
"Odisha","Koraput","Moong","Rabi","464.00","400.00"
"Odisha","Koraput","Moong","Summer","1014.00","578.00"
"Odisha","Koraput","Moong","Total","974.00","576.00"
"Odisha","Koraput","Other Pulses","Rabi","454.00","326.00"
"Odisha","Koraput","Other Pulses","Total","454.00","326.00"
"Odisha","Koraput","Total Pulses","Total","472.00","308.00"
"Odisha","Koraput","Total Food Grains","Kharif","1378.00","1190.00"
"Odisha","Koraput","Total Food Grains","Rabi","2413.00","1776.00"
"Odisha","Koraput","Total Food Grains","Summer","2609.00","2430.00"
"Odisha","Koraput","Total Food Grains","Total","2240.00","1765.00"
"Odisha","Malkangiri","Rice","Kharif","1000.00","1222.00"
"Odisha","Malkangiri","Rice","Rabi","1820.00","1774.00"
"Odisha","Malkangiri","Rice","Summer","3000.00","2000.00"
"Odisha","Malkangiri","Rice","Total","1758.00","1728.00"
"Odisha","Malkangiri","Maize","Kharif","1122.00","1162.00"
"Odisha","Malkangiri","Maize","Rabi","1536.00","1283.00"
"Odisha","Malkangiri","Maize","Summer","2047.00","1940.00"
"Odisha","Malkangiri","Maize","Total","1240.00","1195.00"
"Odisha","Malkangiri","Ragi","Kharif","508.00","490.00"
"Odisha","Malkangiri","Ragi","Rabi","683.00","662.00"
"Odisha","Malkangiri","Ragi","Total","655.00","639.00"
"Odisha","Malkangiri","Shree Anna /Nutri Cereals","Kharif","508.00","490.00"
"Odisha","Malkangiri","Shree Anna /Nutri Cereals","Rabi","683.00","662.00"
"Odisha","Malkangiri","Shree Anna /Nutri Cereals","Total","655.00","639.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Kharif","834.00","848.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Rabi","692.00","663.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Summer","2047.00","1940.00"
"Odisha","Malkangiri","Nutri/Coarse Cereals","Total","758.00","716.00"
"Odisha","Malkangiri","Cereals","Kharif","974.00","1182.00"
"Odisha","Malkangiri","Cereals","Rabi","1770.00","1736.00"
"Odisha","Malkangiri","Cereals","Summer","2903.00","1999.00"
"Odisha","Malkangiri","Cereals","Total","1702.00","1687.00"
"Odisha","Malkangiri","Urad","Rabi","237.00","246.00"
"Odisha","Malkangiri","Urad","Total","237.00","246.00"
"Odisha","Malkangiri","Moong","Rabi","257.00","242.00"
"Odisha","Malkangiri","Moong","Summer","247.00","150.00"
"Odisha","Malkangiri","Moong","Total","255.00","233.00"
"Odisha","Malkangiri","Other Pulses","Rabi","244.00","264.00"
"Odisha","Malkangiri","Other Pulses","Total","244.00","264.00"
"Odisha","Malkangiri","Total Pulses","Total","241.00","253.00"
"Odisha","Malkangiri","Total Food Grains","Kharif","974.00","1182.00"
"Odisha","Malkangiri","Total Food Grains","Rabi","1722.00","1694.00"
"Odisha","Malkangiri","Total Food Grains","Summer","2868.00","1977.00"
"Odisha","Malkangiri","Total Food Grains","Total","1660.00","1650.00"
"Odisha","Mayurbhanj","Rice","Kharif","1036.00","1556.00"
"Odisha","Mayurbhanj","Rice","Rabi","1418.00","2257.00"
"Odisha","Mayurbhanj","Rice","Summer","2000.00","2000.00"
"Odisha","Mayurbhanj","Rice","Total","1390.00","2174.00"
"Odisha","Mayurbhanj","Wheat","Summer","1407.00","1511.00"
"Odisha","Mayurbhanj","Wheat","Total","1407.00","1511.00"
"Odisha","Mayurbhanj","Maize","Kharif","1711.00","1524.00"
"Odisha","Mayurbhanj","Maize","Rabi","2018.00","2167.00"
"Odisha","Mayurbhanj","Maize","Summer","2024.00","2061.00"
"Odisha","Mayurbhanj","Maize","Total","1731.00","1558.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Kharif","1711.00","1524.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Rabi","2018.00","2167.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Summer","2024.00","2061.00"
"Odisha","Mayurbhanj","Nutri/Coarse Cereals","Total","1731.00","1558.00"
"Odisha","Mayurbhanj","Cereals","Kharif","1071.00","1555.00"
"Odisha","Mayurbhanj","Cereals","Rabi","1418.00","2257.00"
"Odisha","Mayurbhanj","Cereals","Summer","1982.00","1990.00"
"Odisha","Mayurbhanj","Cereals","Total","1392.00","2172.00"
"Odisha","Mayurbhanj","Urad","Kharif","250.00","279.00"
"Odisha","Mayurbhanj","Urad","Rabi","253.00","619.00"
"Odisha","Mayurbhanj","Urad","Summer","437.00","463.00"
"Odisha","Mayurbhanj","Urad","Total","263.00","301.00"
"Odisha","Mayurbhanj","Moong","Rabi","236.00","541.00"
"Odisha","Mayurbhanj","Moong","Summer","517.00","487.00"
"Odisha","Mayurbhanj","Moong","Total","508.00","494.00"
"Odisha","Mayurbhanj","Other Pulses","Rabi","267.00","355.00"
"Odisha","Mayurbhanj","Other Pulses","Total","267.00","355.00"
"Odisha","Mayurbhanj","Total Pulses","Total","365.00","395.00"
"Odisha","Mayurbhanj","Total Food Grains","Kharif","1052.00","1533.00"
"Odisha","Mayurbhanj","Total Food Grains","Rabi","1415.00","2254.00"
"Odisha","Mayurbhanj","Total Food Grains","Summer","1719.00","1764.00"
"Odisha","Mayurbhanj","Total Food Grains","Total","1385.00","2161.00"
"Odisha","Nabarangpur","Rice","Kharif","1700.00","1560.00"
"Odisha","Nabarangpur","Rice","Rabi","3048.00","2484.00"
"Odisha","Nabarangpur","Rice","Summer","3000.00",""
"Odisha","Nabarangpur","Rice","Total","2864.00","2327.00"
"Odisha","Nabarangpur","Wheat","Summer","656.00",""
"Odisha","Nabarangpur","Wheat","Total","656.00",""
"Odisha","Nabarangpur","Maize","Kharif","3608.00","2560.00"
"Odisha","Nabarangpur","Maize","Summer","3228.00","2913.00"
"Odisha","Nabarangpur","Maize","Total","3591.00","2569.00"
"Odisha","Nabarangpur","Ragi","Kharif","509.00","394.00"
"Odisha","Nabarangpur","Ragi","Summer","456.00","414.00"
"Odisha","Nabarangpur","Ragi","Total","508.00","394.00"
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Kharif","509.00","394.00"
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Summer","456.00","414.00"
"Odisha","Nabarangpur","Shree Anna /Nutri Cereals","Total","508.00","394.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Kharif","3549.00","2516.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Summer","3211.00","2900.00"
"Odisha","Nabarangpur","Nutri/Coarse Cereals","Total","3534.00","2526.00"
"Odisha","Nabarangpur","Cereals","Kharif","3070.00","2208.00"
"Odisha","Nabarangpur","Cereals","Rabi","3048.00","2484.00"
"Odisha","Nabarangpur","Cereals","Summer","3147.00","2900.00"
"Odisha","Nabarangpur","Cereals","Total","3058.00","2380.00"
"Odisha","Nabarangpur","Urad","Rabi","466.00","474.00"
"Odisha","Nabarangpur","Urad","Summer","","382.00"
"Odisha","Nabarangpur","Urad","Total","466.00","473.00"
"Odisha","Nabarangpur","Moong","Summer","362.00","429.00"
"Odisha","Nabarangpur","Moong","Total","362.00","429.00"
"Odisha","Nabarangpur","Other Pulses","Rabi","551.00","420.00"
"Odisha","Nabarangpur","Other Pulses","Total","551.00","420.00"
"Odisha","Nabarangpur","Total Pulses","Total","479.00","452.00"
"Odisha","Nabarangpur","Total Food Grains","Kharif","3070.00","2208.00"
"Odisha","Nabarangpur","Total Food Grains","Rabi","2964.00","2407.00"
"Odisha","Nabarangpur","Total Food Grains","Summer","2682.00","2392.00"
"Odisha","Nabarangpur","Total Food Grains","Total","2997.00","2332.00"
"Odisha","Nayagarh","Rice","Kharif","1000.00","1000.00"
"Odisha","Nayagarh","Rice","Rabi","842.00","2111.00"
"Odisha","Nayagarh","Rice","Summer","","1000.00"
"Odisha","Nayagarh","Rice","Total","843.00","2087.00"
"Odisha","Nayagarh","Maize","Kharif","1566.00","1761.00"
"Odisha","Nayagarh","Maize","Summer","1067.00","900.00"
"Odisha","Nayagarh","Maize","Total","1561.00","1758.00"
"Odisha","Nayagarh","Ragi","Kharif","493.00","616.00"
"Odisha","Nayagarh","Ragi","Total","493.00","616.00"
"Odisha","Nayagarh","Shree Anna /Nutri Cereals","Kharif","493.00","616.00"
"Odisha","Nayagarh","Shree Anna /Nutri Cereals","Total","493.00","616.00"
"Odisha","Nayagarh","Nutri/Coarse Cereals","Kharif","1477.00","1653.00"
"Odisha","Nayagarh","Nutri/Coarse Cereals","Summer","1067.00","900.00"
"Odisha","Nayagarh","Nutri/Coarse Cereals","Total","1473.00","1651.00"
"Odisha","Nayagarh","Cereals","Kharif","1117.00","1162.00"
"Odisha","Nayagarh","Cereals","Rabi","842.00","2111.00"
"Odisha","Nayagarh","Cereals","Summer","1067.00","1000.00"
"Odisha","Nayagarh","Cereals","Total","845.00","2085.00"
"Odisha","Nayagarh","Urad","Rabi","288.00","355.00"
"Odisha","Nayagarh","Urad","Summer","304.00",""
"Odisha","Nayagarh","Urad","Total","288.00","355.00"
"Odisha","Nayagarh","Moong","Rabi","288.00","380.00"
"Odisha","Nayagarh","Moong","Total","288.00","380.00"
"Odisha","Nayagarh","Other Pulses","Rabi","290.00","322.00"
"Odisha","Nayagarh","Other Pulses","Summer","","250.00"
"Odisha","Nayagarh","Other Pulses","Total","290.00","322.00"
"Odisha","Nayagarh","Total Pulses","Total","288.00","375.00"
"Odisha","Nayagarh","Total Food Grains","Kharif","1117.00","1162.00"
"Odisha","Nayagarh","Total Food Grains","Rabi","689.00","1589.00"
"Odisha","Nayagarh","Total Food Grains","Summer","346.00","998.00"
"Odisha","Nayagarh","Total Food Grains","Total","693.00","1580.00"
"Odisha","Nuapada","Rice","Kharif","1432.00","1548.00"
"Odisha","Nuapada","Rice","Rabi","2270.00","2397.00"
"Odisha","Nuapada","Rice","Summer","2800.00","2667.00"
"Odisha","Nuapada","Rice","Total","2000.00","2120.00"
"Odisha","Nuapada","Wheat","Summer","800.00","1700.00"
"Odisha","Nuapada","Wheat","Total","800.00","1700.00"
"Odisha","Nuapada","Maize","Kharif","1217.00","1123.00"
"Odisha","Nuapada","Maize","Summer","1200.00","2200.00"
"Odisha","Nuapada","Maize","Total","1217.00","1126.00"
"Odisha","Nuapada","Ragi","Kharif","516.00","492.00"
"Odisha","Nuapada","Ragi","Total","516.00","492.00"
"Odisha","Nuapada","Shree Anna /Nutri Cereals","Kharif","516.00","492.00"
"Odisha","Nuapada","Shree Anna /Nutri Cereals","Total","516.00","492.00"
"Odisha","Nuapada","Nutri/Coarse Cereals","Kharif","957.00","836.00"
"Odisha","Nuapada","Nutri/Coarse Cereals","Summer","1200.00","2200.00"
"Odisha","Nuapada","Nutri/Coarse Cereals","Total","958.00","838.00"
"Odisha","Nuapada","Cereals","Kharif","1421.00","1532.00"
"Odisha","Nuapada","Cereals","Rabi","2270.00","2397.00"
"Odisha","Nuapada","Cereals","Summer","2799.00","2666.00"
"Odisha","Nuapada","Cereals","Total","1991.00","2110.00"
"Odisha","Nuapada","Urad","Kharif","206.00","224.00"
"Odisha","Nuapada","Urad","Rabi","278.00","230.00"
"Odisha","Nuapada","Urad","Total","208.00","224.00"
"Odisha","Nuapada","Moong","Kharif","143.00","135.00"
"Odisha","Nuapada","Moong","Rabi","440.00","340.00"
"Odisha","Nuapada","Moong","Summer","308.00","306.00"
"Odisha","Nuapada","Moong","Total","279.00","281.00"
"Odisha","Nuapada","Other Pulses","Rabi","272.00","251.00"
"Odisha","Nuapada","Other Pulses","Total","272.00","251.00"
"Odisha","Nuapada","Total Pulses","Total","234.00","248.00"
"Odisha","Nuapada","Total Food Grains","Kharif","1216.00","1331.00"
"Odisha","Nuapada","Total Food Grains","Rabi","2212.00","2306.00"
"Odisha","Nuapada","Total Food Grains","Summer","2151.00","1689.00"
"Odisha","Nuapada","Total Food Grains","Total","1821.00","1922.00"
"Odisha","Puri","Rice","Rabi","883.00","1820.00"
"Odisha","Puri","Rice","Summer","3375.00","3065.00"
"Odisha","Puri","Rice","Total","1474.00","2115.00"
"Odisha","Puri","Ragi","Summer","600.00","569.00"
"Odisha","Puri","Ragi","Total","600.00","569.00"
"Odisha","Puri","Shree Anna /Nutri Cereals","Summer","600.00","569.00"
"Odisha","Puri","Shree Anna /Nutri Cereals","Total","600.00","569.00"
"Odisha","Puri","Nutri/Coarse Cereals","Summer","600.00","569.00"
"Odisha","Puri","Nutri/Coarse Cereals","Total","600.00","569.00"
"Odisha","Puri","Cereals","Rabi","883.00","1820.00"
"Odisha","Puri","Cereals","Summer","3373.00","3063.00"
"Odisha","Puri","Cereals","Total","1474.00","2114.00"
"Odisha","Puri","Urad","Rabi","370.00","357.00"
"Odisha","Puri","Urad","Summer","237.00","304.00"
"Odisha","Puri","Urad","Total","363.00","351.00"
"Odisha","Puri","Moong","Rabi","377.00",""
"Odisha","Puri","Moong","Summer","372.00","414.00"
"Odisha","Puri","Moong","Total","372.00","414.00"
"Odisha","Puri","Other Pulses","Rabi","330.00","358.00"
"Odisha","Puri","Other Pulses","Total","330.00","358.00"
"Odisha","Puri","Total Pulses","Total","368.00","404.00"
"Odisha","Puri","Total Food Grains","Rabi","855.00","1737.00"
"Odisha","Puri","Total Food Grains","Summer","2263.00","1668.00"
"Odisha","Puri","Total Food Grains","Total","1302.00","1711.00"
"Odisha","Rayagada","Rice","Kharif","1000.00","1167.00"
"Odisha","Rayagada","Rice","Rabi","2684.00","2981.00"
"Odisha","Rayagada","Rice","Summer","2250.00","3000.00"
"Odisha","Rayagada","Rice","Total","2485.00","2815.00"
"Odisha","Rayagada","Maize","Kharif","1368.00","1388.00"
